player,key,status,skin_frac,cheek_r,cheek_g,cheek_b,cheek_lum,crown_r,crown_g,crown_b,crown_lum,mous_delta,chin_delta,jaw_delta,hair_above
Nick Sundberg,nick sundberg,ok,0.113,196,146,145,161.0,30,23,22,25.0,-26.2,65.4,4.4,0.235
Vinnie Sunseri,vinnie sunseri,no face,0.0,,,,,,,,,,,,
Phillip Supernaw,phillip supernaw,ok,0.204,178,123,98,136.6,88,59,42,65.7,-37.7,77.5,48.1,0.059
Chazz Surratt,chazz surratt,ok,0.147,204,148,113,160.8,16,12,10,13.0,105.6,-6.7,23.6,0.991
Patrick Surtain,patrick surtain,no face,0.0,,,,,,,,,,,,
Keaton Sutherland,keaton sutherland,ok,0.192,254,192,175,208.6,57,42,32,45.3,127.5,8.4,13.6,0.01
Cameron Sutton,cameron sutton,ok,0.102,203,150,116,162.0,32,31,31,31.3,115.7,136.7,129.1,1.0
Courtland Sutton,courtland sutton,ok,0.134,114,74,56,83.9,255,108,46,144.9,-34.0,-26.3,-44.7,0.998
Tyrell Sutton,tyrell sutton,no face,0.0,,,,,,,,,,,,
Will Sutton,will sutton,no face,0.0,,,,,,,,,,,,
Will Svitek,will svitek,no face,0.0,,,,,,,,,,,,
Geoff Swaim,geoff swaim,ok,0.135,247,180,149,196.5,24,13,7,15.6,175.2,-5.6,33.5,0.1
Brett Swain,brett swain,no face,0.0,,,,,,,,,,,,
Freddie Swain,freddie swain,ok,0.153,188,144,120,154.4,23,19,17,20.0,126.6,28.4,68.4,0.34
Bill Swancutt,bill swancutt,no face,0.0,,,,,,,,,,,,
Damian Swann,damian swann,no face,0.0,,,,,,,,,,,,
Travis Swanson,travis swanson,ok,0.124,227,171,154,185.8,19,17,13,17.1,82.4,90.7,57.6,0.491
D.J. Swearinger,dj swearinger,ok,0.119,178,112,81,128.3,24,23,23,23.3,94.6,19.2,49.1,0.691
Josh Sweat,josh sweat,ok,0.106,170,117,94,130.1,15,14,18,14.8,117.6,71.7,64.8,0.99
Montez Sweat,montez sweat,ok,0.139,219,158,125,172.5,39,26,21,29.3,85.3,27.7,87.2,0.159
T'Vondre Sweat,tvondre sweat,ok,0.095,110,76,64,85.0,18,16,17,16.7,-85.1,-14.9,20.0,0.608
Limas Sweed,limas sweed,no face,0.0,,,,,,,,,,,,
Tommy Sweeney,tommy sweeney,ok,0.146,202,158,147,169.9,38,28,22,30.3,34.6,62.1,124.7,0.172
Rod Sweeting,rod sweeting,no face,0.0,,,,,,,,,,,,
J.R. Sweezy,sweezy,ok,0.223,211,146,116,162.0,24,19,16,20.2,85.9,-29.3,10.2,0.607
Brett Swenson,brett swenson,no face,0.0,,,,,,,,,,,,
D'Andre Swift,dandre swift,ok,0.131,203,135,105,151.9,19,13,11,14.6,134.9,62.7,64.8,0.347
Bradyn Swinson,bradyn swinson,ok,0.109,149,99,75,111.2,19,17,16,17.5,27.5,87.1,48.3,0.554
Reggie Swinton,reggie swinton,no face,0.0,,,,,,,,,,,,
Ryan Switzer,ryan switzer,ok,0.365,249,205,190,216.4,46,32,27,35.3,-6.6,,170.6,0.055
Erik Swoope,erik swoope,ok,0.182,161,103,74,117.0,71,64,58,65.4,14.0,91.4,81.9,0.102
Tyrone Swoopes,tyrone swoopes,ok,0.145,157,101,71,114.3,16,16,11,15.4,69.6,42.1,57.9,0.553
Jashon Sykes,jashon sykes,no face,0.0,,,,,,,,,,,,
Rudy Sylvan,rudy sylvan,no face,0.0,,,,,,,,,,,,
Stevenson Sylvester,stevenson sylvester,no face,0.0,,,,,,,,,,,,
Quinn Sypniewski,quinn sypniewski,no face,0.0,,,,,,,,,,,,
Alameda Ta'amu,alameda taamu,no face,0.0,,,,,,,,,,,,
Will Ta'ufo'ou,will taufoou,no face,0.0,,,,,,,,,,,,
Teez Tabor,teez tabor,ok,0.202,145,100,84,111.6,16,16,16,16.0,6.4,-19.3,-7.6,0.756
Joe Tafoya,joe tafoya,no face,0.0,,,,,,,,,,,,
Tua Tagovailoa,tua tagovailoa,ok,0.121,162,95,67,111.8,12,10,10,10.6,57.0,54.6,29.7,1.0
Naufahu Tahi,naufahu tahi,no face,0.0,,,,,,,,,,,,
John Tait,john tait,no face,0.0,,,,,,,,,,,,
Sione Takitaki,sione takitaki,ok,0.123,192,140,114,152.6,26,22,21,23.1,70.2,31.6,91.3,0.457
Lorenzo Taliaferro,lorenzo taliaferro,no face,0.0,,,,,,,,,,,,
Aqib Talib,aqib talib,ok,0.18,147,91,71,105.5,59,29,15,36.4,-11.0,78.0,65.5,0.14
Julian Talley,julian talley,no face,0.0,,,,,,,,,,,,
Ronald Talley,ronald talley,no face,0.0,,,,,,,,,,,,
Jacob Tamme,jacob tamme,no face,0.0,,,,,,,,,,,,
T.J. Tampa,tj tampa,ok,0.099,142,104,82,112.9,21,21,20,20.9,-31.7,-7.9,45.9,0.531
Keith Tandy,keith tandy,ok,0.232,57,48,43,50.1,23,16,13,17.8,,,,0.035
Cordrea Tankersley,cordrea tankersley,ok,0.155,159,110,75,120.7,30,29,21,28.4,32.8,88.2,53.6,0.643
Ryan Tannehill,ryan tannehill,ok,0.165,184,146,126,155.1,165,152,143,154.9,-20.0,39.1,25.9,0.066
Andy Tanner,andy tanner,no face,0.0,,,,,,,,,,,,
Phillip Tanner,phillip tanner,no face,0.0,,,,,,,,,,,,
Alex Tanney,alex tanney,ok,0.156,174,124,96,135.8,60,46,37,49.2,-16.5,43.3,75.7,0.024
Thomas Tapeh,thomas tapeh,no face,0.0,,,,,,,,,,,,
Darryl Tapp,darryl tapp,no face,0.0,,,,,,,,,,,,
Charles Tapper,charles tapper,ok,0.185,159,95,62,110.4,25,21,14,21.4,83.7,-4.0,43.2,0.72
Jeff Tarpinian,jeff tarpinian,no face,0.0,,,,,,,,,,,,
Teair Tart,teair tart,ok,0.085,179,122,108,137.1,15,15,20,15.6,10.7,128.0,118.7,0.421
Jaquiski Tartt,jaquiski tartt,ok,0.154,116,76,60,86.3,36,32,28,32.7,10.3,68.8,43.0,0.402
Matt Tarullo,matt tarullo,no face,0.0,,,,,,,,,,,,
Auden Tate,auden tate,ok,0.165,114,66,51,78.9,12,13,14,12.8,45.9,1.6,37.0,0.857
Ben Tate,ben tate,no face,0.0,,,,,,,,,,,,
Brandon Tate,brandon tate,no face,0.0,,,,,,,,,,,,
Golden Tate,golden tate,ok,0.151,215,139,106,158.0,30,27,23,27.4,33.7,109.0,85.4,0.508
Robert Tate,robert tate,no face,0.0,,,,,,,,,,,,
Lofa Tatupu,lofa tatupu,no face,0.0,,,,,,,,,,,,
Pita Taumoepenu,pita taumoepenu,ok,0.133,134,80,50,92.9,126,116,104,117.2,7.2,-16.2,36.6,0.062
Mark Tauscher,mark tauscher,no face,0.0,,,,,,,,,,,,
Jahlani Tavai,jahlani tavai,ok,0.116,209,148,123,163.1,7,7,7,7.0,29.1,145.0,108.7,0.481
Giorgio Tavecchio,giorgio tavecchio,ok,0.215,200,140,106,154.1,70,52,47,56.8,-36.0,39.1,36.2,0.247
Adarius Taylor,adarius taylor,ok,0.177,106,67,52,77.0,19,17,17,17.6,-6.5,-45.2,23.7,0.64
Alontae Taylor,alontae taylor,ok,0.151,194,123,80,139.3,11,8,7,8.8,81.2,22.6,55.3,0.77
Ben Taylor,ben taylor,no face,0.0,,,,,,,,,,,,
Brandon Taylor,brandon taylor,no face,0.0,,,,,,,,,,,,
Branson Taylor,branson taylor,ok,0.103,218,159,154,176.1,13,10,11,11.0,3.2,155.1,159.9,0.921
Chester Taylor,chester taylor,no face,0.0,,,,,,,,,,,,
Chris Taylor,chris taylor,no face,0.0,,,,,,,,,,,,
Cooper Taylor,cooper taylor,no face,0.0,,,,,,,,,,,,
Courtney Taylor,courtney taylor,no face,0.0,,,,,,,,,,,,
Curtis Taylor,curtis taylor,no face,0.0,,,,,,,,,,,,
Darrell Taylor,darrell taylor,ok,0.183,56,34,24,39.4,9,10,11,9.8,-15.9,,18.2,0.44
Davion Taylor,davion taylor,ok,0.163,166,111,89,124.9,17,16,16,16.3,31.8,104.9,98.8,0.259
Devin Taylor,devin taylor,no face,0.0,,,,,,,,,,,,
Jay Taylor,jay taylor,no face,0.0,,,,,,,,,,,,
Eric Taylor,eric taylor,no face,0.0,,,,,,,,,,,,
Fred Taylor,fred taylor,no face,0.0,,,,,,,,,,,,
Jamaar Taylor,jamaar taylor,no face,0.0,,,,,,,,,,,,
Hilee Taylor,hilee taylor,no face,0.0,,,,,,,,,,,,
Ike Taylor,ike taylor,no face,0.0,,,,,,,,,,,,
J.J. Taylor,jj taylor,ok,0.151,124,79,65,90.9,13,11,11,11.6,28.4,28.4,27.7,0.925
Ja'Sir Taylor,jasir taylor,ok,0.109,206,140,114,156.4,26,22,20,22.8,56.8,138.0,136.1,0.376
Jamar Taylor,jamar taylor,ok,0.139,145,86,65,101.2,30,21,19,23.5,18.2,81.4,82.0,0.167
Jason Taylor,jason taylor,ok,0.083,92,67,39,71.3,226,205,206,211.4,,,,0.035
Jawaan Taylor,jawaan taylor,ok,0.104,140,84,60,97.9,17,14,15,15.0,84.0,41.4,20.7,0.527
Jonathan Taylor,jonathan taylor,ok,0.13,183,124,96,138.4,21,19,22,19.9,-3.2,120.9,70.9,0.456
Jordan Taylor,jordan taylor,ok,0.36,103,75,48,80.3,94,74,56,78.0,-117.9,-130.5,35.9,0.06
Jullian Taylor,jullian taylor,ok,0.134,184,129,101,142.3,25,20,20,21.5,80.3,115.0,110.0,0.587
Keith Taylor,keith taylor,no face,0.0,,,,,,,,,,,,
Kelvin Taylor,kelvin taylor,no face,0.0,,,,,,,,,,,,
Kerry Taylor,kerry taylor,no face,0.0,,,,,,,,,,,,
Lane Taylor,lane taylor,ok,0.152,218,138,107,158.4,56,42,34,45.6,-13.5,80.8,77.1,0.038
Malik Taylor,malik taylor,ok,0.124,158,100,68,113.4,4,4,2,3.8,62.6,42.0,106.5,0.726
Mason Taylor,mason taylor,ok,0.134,185,139,120,150.6,42,34,30,35.9,3.1,-15.7,10.4,0.064
Patrick Taylor,patrick taylor,ok,0.127,170,111,84,125.6,35,30,28,31.3,10.7,103.7,84.4,0.303
Bobby Taylor,bobby taylor,no face,0.0,,,,,,,,,,,,
Rod Taylor,rod taylor,ok,0.171,121,72,50,84.4,20,23,20,21.8,50.2,-13.7,16.2,0.516
Ryan Taylor,ryan taylor,no face,0.0,,,,,,,,,,,,
Sean Taylor,sean taylor,no face,0.0,,,,,,,,,,,,
Stepfan Taylor,stepfan taylor,no face,0.0,,,,,,,,,,,,
Taywan Taylor,taywan taylor,ok,0.191,121,83,74,93.3,20,13,13,15.1,49.7,38.9,2.7,0.412
Terrance Taylor,terrance taylor,no face,0.0,,,,,,,,,,,,
Tony Taylor,tony taylor,no face,0.0,,,,,,,,,,,,
Tory Taylor,tory taylor,ok,0.186,191,143,128,155.6,64,55,42,56.1,-2.3,-20.7,-3.8,0.199
Travis Taylor,travis taylor,no face,0.0,,,,,,,,,,,,
Trent Taylor,trent taylor,ok,0.199,173,135,120,144.7,109,101,97,102.9,-8.4,123.3,104.5,0.085
Trey Taylor,trey taylor,ok,0.135,175,118,90,131.9,26,25,23,25.1,100.4,19.0,42.4,0.336
Tyrod Taylor,tyrod taylor,ok,0.113,153,93,70,108.3,34,28,22,29.1,68.8,97.1,89.6,0.199
Vincent Taylor,vincent taylor,ok,0.152,67,45,40,51.0,19,19,20,19.1,39.8,-58.1,-13.6,0.495
Cam Taylor-Britt,cam taylor britt,ok,0.115,150,98,79,111.4,9,9,14,9.6,25.4,29.6,52.0,0.918
Dadrion Taylor-Demerson,dadrion taylor demerson,ok,0.142,182,123,94,137.4,24,24,25,24.1,122.6,49.1,22.1,0.688
Manti Te'o,manti teo,ok,0.16,247,170,137,189.3,12,8,6,9.0,137.3,178.1,180.8,0.677
Daniel Te'o-Nesheim,daniel teo nesheim,no face,0.0,,,,,,,,,,,,
Isaac TeSlaa,isaac teslaa,ok,0.156,185,136,123,149.2,186,182,178,182.4,-42.2,0.0,-0.4,0.003
Trey Teague,trey teague,no face,0.0,,,,,,,,,,,,
Quinton Teal,quinton teal,no face,0.0,,,,,,,,,,,,
Roderic Teamer,roderic teamer,ok,0.142,151,95,66,108.4,14,12,14,12.8,95.7,-10.3,38.8,0.453
Tim Tebow,tim tebow,ok,0.196,170,118,95,131.1,65,50,39,53.2,-37.4,-4.0,36.6,0.054
Sam Tecklenburg,sam tecklenburg,ok,0.149,239,178,167,195.0,25,16,15,18.6,51.9,13.7,33.2,0.072
Mike Teel,mike teel,no face,0.0,,,,,,,,,,,,
Randall Telfer,randall telfer,no face,0.0,,,,,,,,,,,,
Marvell Tell,marvell tell,ok,0.168,191,134,104,147.6,25,24,24,24.6,101.8,-5.8,36.2,0.666
Wyatt Teller,wyatt teller,ok,0.171,209,135,116,155.0,77,62,52,65.6,61.1,104.9,121.2,0.071
Matt Tennant,matt tennant,no face,0.0,,,,,,,,,,,,
Luke Tenuta,luke tenuta,ok,0.17,230,169,156,185.8,24,18,13,19.2,129.2,-3.2,18.2,0.3
Scott Tercero,scott tercero,no face,0.0,,,,,,,,,,,,
A.J. Terrell,aj terrell,ok,0.142,188,133,111,146.9,40,33,32,35.0,125.1,58.6,43.5,0.142
Claude Terrell,claude terrell,no face,0.0,,,,,,,,,,,,
David Terrell,david terrell,no face,0.0,,,,,,,,,,,,
Steven Terrell,steven terrell,no face,0.0,,,,,,,,,,,,
Craig Terrill,craig terrill,no face,0.0,,,,,,,,,,,,
Adam Terry,adam terry,no face,0.0,,,,,,,,,,,,
Chris Terry,chris terry,no face,0.0,,,,,,,,,,,,
Jeb Terry,jeb terry,no face,0.0,,,,,,,,,,,,
Vinny Testaverde,vinny testaverde,no face,0.0,,,,,,,,,,,,
Martin Tevaseu,martin tevaseu,no face,0.0,,,,,,,,,,,,
Sam Tevi,sam tevi,ok,0.086,203,153,130,165.3,20,20,21,20.1,149.2,41.5,139.2,1.0
Robenson Therezie,robenson therezie,no face,0.0,,,,,,,,,,,,
John Theus,john theus,no face,0.0,,,,,,,,,,,,
Kayvon Thibodeaux,kayvon thibodeaux,ok,0.097,194,125,89,141.5,30,29,28,29.2,40.1,120.5,120.9,0.49
Adam Thielen,adam thielen,ok,0.132,201,148,114,159.7,46,43,45,44.1,43.8,1.6,-8.4,0.983
Marcus Thigpen,marcus thigpen,no face,0.0,,,,,,,,,,,,
Tyler Thigpen,tyler thigpen,no face,0.0,,,,,,,,,,,,
Adalius Thomas,adalius thomas,no face,0.0,,,,,,,,,,,,
Ambry Thomas,ambry thomas,ok,0.13,159,92,57,108.0,15,12,11,12.8,94.1,31.9,32.4,0.41
Andrew Thomas,andrew thomas,ok,0.098,193,116,86,135.6,32,26,22,27.3,36.4,116.3,112.3,0.148
Anthony Thomas,anthony thomas,no face,0.0,,,,,,,,,,,,
Azareye'h Thomas,azareyeh thomas,ok,0.122,220,169,143,181.3,33,33,34,33.1,116.8,43.5,45.8,0.736
Brandon Thomas,brandon thomas,ok,0.156,204,131,96,148.8,87,64,52,69.5,127.1,46.1,81.2,0.01
Brian Thomas Jr.,brian thomas,ok,0.098,93,61,52,69.5,18,17,21,17.8,-43.6,31.4,29.3,0.979
Bryan Thomas,bryan thomas,no face,0.0,,,,,,,,,,,,
Cam Thomas,cam thomas,no face,0.0,,,,,,,,,,,,
Cameron Thomas,cameron thomas,ok,0.17,214,153,135,169.2,96,67,52,74.0,80.4,19.3,18.1,0.03
Chad Thomas,chad thomas,ok,0.159,108,71,62,81.0,6,3,4,4.0,24.7,1.3,-14.6,0.656
Pierre Thomas,pierre thomas,no face,0.0,,,,,,,,,,,,
Dallas Thomas,dallas thomas,no face,0.0,,,,,,,,,,,,
Daniel Thomas,daniel thomas,no face,0.0,,,,,,,,,,,,
De'Anthony Thomas,deanthony thomas,ok,0.127,116,64,49,77.5,29,25,20,25.6,55.1,,27.7,0.111
Demaryius Thomas,demaryius thomas,ok,0.178,197,127,93,144.1,28,25,22,25.6,44.2,14.2,47.6,0.785
Devin Thomas,devin thomas,no face,0.0,,,,,,,,,,,,
Donald Thomas,donald thomas,no face,0.0,,,,,,,,,,,,
Dontarrious Thomas,dontarrious thomas,no face,0.0,,,,,,,,,,,,
Dymonte Thomas,dymonte thomas,ok,0.152,98,56,42,67.2,12,11,11,11.3,52.1,11.0,7.8,0.795
Earl Thomas,earl thomas,ok,0.158,212,141,110,158.7,41,35,33,36.6,119.3,134.3,135.4,0.389
Fred Thomas,fred thomas,no face,0.0,,,,,,,,,,,,
Hollis Thomas,hollis thomas,no face,0.0,,,,,,,,,,,,
Ian Thomas,ian thomas,ok,0.123,122,81,73,92.3,23,22,22,22.3,76.4,81.1,78.3,0.481
Isaiah Thomas,isaiah thomas,ok,0.112,178,106,74,123.7,16,16,14,15.8,98.6,32.2,45.8,0.35
Jaimie Thomas,jaimie thomas,no face,0.0,,,,,,,,,,,,
J.T. Thomas,jt thomas,no face,0.0,,,,,,,,,,,,
Jason Thomas,jason thomas,no face,0.0,,,,,,,,,,,,
Jemea Thomas,jemea thomas,no face,0.0,,,,,,,,,,,,
Joe Thomas,joe thomas,ok,0.161,193,114,78,133.5,13,10,7,10.6,117.0,91.4,108.4,0.263
Joey Thomas,joey thomas,no face,0.0,,,,,,,,,,,,
David Thomas,david thomas,no face,0.0,,,,,,,,,,,,
Jordan Thomas,jordan thomas,ok,0.1,118,85,79,94.2,45,39,49,41.9,6.6,-33.3,9.6,0.879
Josh Thomas,josh thomas,no face,0.0,,,,,,,,,,,,
Julius Thomas,julius thomas,no face,0.0,,,,,,,,,,,,
Kevin Thomas,kevin thomas,no face,0.0,,,,,,,,,,,,
Kiondre Thomas,kiondre thomas,ok,0.138,154,95,73,110.1,11,8,6,8.7,20.5,73.2,60.3,0.316
Kiwaukee Thomas,kiwaukee thomas,no face,0.0,,,,,,,,,,,,
Lamaar Thomas,lamaar thomas,no face,0.0,,,,,,,,,,,,
Lawrence Thomas,lawrence thomas,ok,0.128,142,91,77,104.7,29,26,21,26.3,85.6,46.9,48.4,0.23
Logan Thomas,logan thomas,ok,0.156,246,167,131,186.5,11,11,9,10.8,104.6,35.7,60.2,0.9
Mike Thomas,mike thomas,no face,0.0,,,,,,,,,,,,
Marcus Thomas,marcus thomas,no face,0.0,,,,,,,,,,,,
Michael Thomas,michael thomas,ok,0.162,114,77,67,86.9,45,35,33,37.8,69.4,46.7,68.3,0.069
Chase Thomas,chase thomas,no face,0.0,,,,,,,,,,,,
Nathan Thomas,nathan thomas,ok,0.097,123,74,68,88.0,23,22,22,22.3,-13.8,57.7,58.7,0.814
Pat Thomas,pat thomas,no face,0.0,,,,,,,,,,,,
Phillip Thomas,phillip thomas,no face,0.0,,,,,,,,,,,,
Randy Thomas,randy thomas,no face,0.0,,,,,,,,,,,,
Robert Thomas,robert thomas,no face,0.0,,,,,,,,,,,,
Rodney Thomas,rodney thomas,no face,0.0,,,,,,,,,,,,
Santonio Thomas,santonio thomas,no face,0.0,,,,,,,,,,,,
Shamarko Thomas,shamarko thomas,ok,0.162,195,126,96,143.2,19,17,16,17.5,80.8,94.3,66.5,0.92
Simeon Thomas,simeon thomas,ok,0.132,172,120,100,133.1,22,22,21,21.9,31.3,97.3,36.8,0.948
Solomon Thomas,solomon thomas,ok,0.128,192,126,87,141.3,18,12,9,13.5,106.4,4.1,49.9,0.201
Tavierre Thomas,tavierre thomas,ok,0.124,132,84,66,96.4,18,16,11,16.0,73.8,35.5,53.4,0.312
Terrell Thomas,terrell thomas,no face,0.0,,,,,,,,,,,,
Thurman Thomas,thurman thomas,ok,0.053,190,178,176,180.9,193,94,136,128.4,,,,0.163
Tra Thomas,tra thomas,ok,0.207,196,141,121,155.2,69,82,86,78.3,20.9,130.7,111.1,0.643
Xavier Thomas,xavier thomas,ok,0.118,194,127,109,145.0,19,14,15,15.6,131.8,74.4,68.8,0.433
Zach Thomas,zach thomas,no face,0.0,,,,,,,,,,,,
Stantley Thomas-Oliver,stantley thomas oliver,ok,0.164,52,39,38,42.8,41,36,43,38.3,11.4,10.6,7.7,0.738
Jeff Thomason,jeff thomason,no face,0.0,,,,,,,,,,,,
Kenbrell Thompkins,kenbrell thompkins,no face,0.0,,,,,,,,,,,,
Brandon Thompson,brandon thompson,no face,0.0,,,,,,,,,,,,
BJ Thompson,bj thompson,ok,0.093,114,67,47,78.9,85,73,68,76.0,44.4,52.5,57.7,0.026
Brandyn Thompson,brandyn thompson,no face,0.0,,,,,,,,,,,,
Bryce Thompson,bryce thompson,ok,0.135,127,86,75,97.0,4,3,5,3.5,92.6,25.8,33.6,1.0
Carlos Thompson,carlos thompson,no face,0.0,,,,,,,,,,,,
Cedric Thompson,cedric thompson,no face,0.0,,,,,,,,,,,,
Chaun Thompson,chaun thompson,no face,0.0,,,,,,,,,,,,
Christian Thompson,christian thompson,no face,0.0,,,,,,,,,,,,
Chris Thompson,chris thompson,no face,0.0,,,,,,,,,,,,
Cody Thompson,cody thompson,ok,0.139,208,181,168,187.6,55,49,44,50.2,29.5,13.6,34.5,0.269
Colin Thompson,colin thompson,ok,0.177,176,125,108,138.3,39,27,24,30.2,-21.2,8.1,18.9,0.166
Darian Thompson,darian thompson,ok,0.199,204,128,88,146.2,17,12,9,13.2,15.2,98.9,104.0,0.256
Darwin Thompson,darwin thompson,ok,0.145,174,121,96,134.0,25,25,25,25.0,44.1,98.0,88.7,1.0
Deionte Thompson,deionte thompson,ok,0.229,118,81,67,90.5,20,19,16,19.0,-5.5,-3.8,-1.3,0.323
Deonte Thompson,deonte thompson,ok,0.105,77,46,35,54.0,63,62,66,62.8,19.2,-30.0,-10.8,0.984
Derrius Thompson,derrius thompson,no face,0.0,,,,,,,,,,,,
Jalen Thompson,jalen thompson,ok,0.134,123,71,53,84.5,28,23,20,24.2,-8.7,34.9,43.4,0.413
Jeremy Thompson,jeremy thompson,no face,0.0,,,,,,,,,,,,
Juwan Thompson,juwan thompson,no face,0.0,,,,,,,,,,,,
Lamont Thompson,lamont thompson,no face,0.0,,,,,,,,,,,,
Mykkele Thompson,mykkele thompson,no face,0.0,,,,,,,,,,,,
Peyton Thompson,peyton thompson,no face,0.0,,,,,,,,,,,,
Raynoch Thompson,raynoch thompson,no face,0.0,,,,,,,,,,,,
Shaq Thompson,shaq thompson,ok,0.184,67,41,31,47.6,28,25,25,25.9,-63.0,-19.8,23.4,0.249
Skylar Thompson,skylar thompson,ok,0.134,213,140,130,160.7,10,9,7,9.1,151.6,13.4,61.6,0.481
Syd'Quan Thompson,sydquan thompson,no face,0.0,,,,,,,,,,,,
Taylor Thompson,taylor thompson,no face,0.0,,,,,,,,,,,,
Tedric Thompson,tedric thompson,ok,0.111,91,60,46,67.7,66,63,68,64.5,22.0,-87.8,-59.7,1.0
Tyrus Thompson,tyrus thompson,no face,0.0,,,,,,,,,,,,
Tyson Thompson,tyson thompson,no face,0.0,,,,,,,,,,,,
Dorian Thompson-Robinson,dorian thompson robinson,ok,0.252,139,95,74,105.8,39,31,27,32.9,27.4,,72.7,0.056
Juan Thornhill,juan thornhill,ok,0.082,192,141,114,153.2,25,25,27,25.2,119.5,113.4,101.5,0.406
Bruce Thornton,bruce thornton,no face,0.0,,,,,,,,,,,,
Cedric Thornton,cedric thornton,no face,0.0,,,,,,,,,,,,
David Thornton,david thornton,no face,0.0,,,,,,,,,,,,
Dont'e Thornton Jr.,donte thornton,ok,0.125,60,33,20,39.6,34,34,35,34.1,-32.3,-73.2,-53.3,0.999
John Thornton,john thornton,no face,0.0,,,,,,,,,,,,
Kalen Thornton,kalen thornton,no face,0.0,,,,,,,,,,,,
Khyri Thornton,khyri thornton,no face,0.0,,,,,,,,,,,,
Hugh Thornton,hugh thornton,no face,0.0,,,,,,,,,,,,
Tyquan Thornton,tyquan thornton,ok,0.09,220,146,120,165.2,28,28,28,28.0,136.9,53.5,81.8,0.988
Craphonso Thorpe,craphonso thorpe,no face,0.0,,,,,,,,,,,,
Neiko Thorpe,neiko thorpe,ok,0.129,116,78,66,88.1,31,29,29,29.6,6.1,-21.5,-22.5,0.979
Clayton Thorson,clayton thorson,ok,0.153,196,135,119,151.4,7,4,4,4.9,8.9,8.7,32.7,0.55
Jamari Thrash,jamari thrash,ok,0.152,160,113,83,123.6,18,17,18,17.4,83.1,26.2,65.4,0.633
James Thrash,james thrash,no face,0.0,,,,,,,,,,,,
Calvin Throckmorton,calvin throckmorton,ok,0.148,254,185,174,204.4,9,7,2,7.0,51.5,-10.3,-12.8,0.418
Joe Thuney,joe thuney,ok,0.166,233,201,193,209.7,29,22,19,23.8,84.0,115.6,155.4,0.488
Andrae Thurman,andrae thurman,no face,0.0,,,,,,,,,,,,
Nick Thurman,nick thurman,ok,0.108,195,130,105,146.6,74,68,71,70.1,106.8,124.3,112.3,0.121
Odell Thurman,odell thurman,no face,0.0,,,,,,,,,,,,
Walter Thurmond,walter thurmond,no face,0.0,,,,,,,,,,,,
D.J. Tialavea,dj tialavea,no face,0.0,,,,,,,,,,,,
Andrew Tiller,andrew tiller,ok,0.148,156,93,65,108.6,19,18,14,17.8,77.6,77.6,63.4,0.581
Jerry Tillery,jerry tillery,ok,0.115,206,124,92,144.9,19,17,17,17.6,77.8,113.3,109.0,1.0
Cedric Tillman,cedric tillman,no face,0.0,,,,,,,,,,,,
Charles Tillman,charles tillman,no face,0.0,,,,,,,,,,,,
Travares Tillman,travares tillman,no face,0.0,,,,,,,,,,,,
Adam Timmerman,adam timmerman,no face,0.0,,,,,,,,,,,,
Lawrence Timmons,lawrence timmons,no face,0.0,,,,,,,,,,,,
John Timu,john timu,ok,0.193,232,172,145,186.9,34,30,25,30.6,26.5,32.0,45.6,0.669
Channing Tindall,channing tindall,ok,0.123,152,102,85,115.0,27,23,23,24.2,34.8,76.7,51.8,0.308
Carson Tinker,carson tinker,ok,0.171,200,141,121,156.4,32,20,13,22.8,-16.1,59.4,29.9,0.286
Pisa Tinoisamoa,pisa tinoisamoa,no face,0.0,,,,,,,,,,,,
Joe Tippmann,joe tippmann,ok,0.17,108,80,70,87.1,18,15,12,15.6,-76.9,-136.3,-132.7,0.258
Henry To'oTo'o,henry tootoo,ok,0.135,202,138,115,154.7,8,6,7,6.7,49.5,75.9,58.0,0.828
Robbie Tobeck,robbie tobeck,no face,0.0,,,,,,,,,,,,
Matt Tobin,matt tobin,ok,0.197,166,127,107,136.4,48,38,31,40.2,-16.1,32.8,-7.9,0.292
Jack Tocho,jack tocho,no face,0.121,,,,,,,,,,,,
Jordan Todman,jordan todman,no face,0.0,,,,,,,,,,,,
Matt Toeaina,matt toeaina,no face,0.0,,,,,,,,,,,,
LaBrandon Toefield,labrandon toefield,no face,0.0,,,,,,,,,,,,
Pago Togafau,pago togafau,no face,0.0,,,,,,,,,,,,
Noah Togiai,noah togiai,ok,0.138,233,174,136,187.4,25,20,20,21.8,103.4,24.3,65.9,0.717
Tommy Togiai,tommy togiai,ok,0.11,219,146,112,164.0,12,10,9,10.3,144.8,34.0,139.3,0.831
Jay Toia,jay toia,ok,0.122,208,135,104,153.3,7,7,7,7.0,113.5,18.8,79.9,1.0
Levine Toilolo,levine toilolo,ok,0.137,217,145,119,163.6,20,19,18,19.2,93.3,54.1,61.1,0.955
Jalen Tolbert,jalen tolbert,ok,0.148,179,117,91,132.6,20,15,14,16.4,49.8,117.9,1.8,0.818
Mike Tolbert,mike tolbert,no face,0.0,,,,,,,,,,,,
Joe Toledo,joe toledo,no face,0.0,,,,,,,,,,,,
Greg Toler,greg toler,no face,0.0,,,,,,,,,,,,
Terrence Toliver,terrence toliver,no face,0.0,,,,,,,,,,,,
Dave Tollefson,dave tollefson,no face,0.0,,,,,,,,,,,,
Scott Tolzien,scott tolzien,no face,0.0,,,,,,,,,,,,
