name,TGID,pos,skin,fam,variant,hairfam,appearance
Brent Williams,22,DE,1,4,b,1,"['Head4b', 'Eyes1c', 'Hair1q', 'Beard1f1', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
Ben Thomas,22,DE,1,4,b,1,"['Head4b', 'Eyes1d', 'Hair1r2', 'Beard1e', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Trevor Matich,22,OG,0,3,b,1,"['Head3b', 'Eyes1d', 'Hair1g', 'Beard1e', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Don Blackmon,22,OLB,1,4,a,1,"['Head4a', 'Eyes1b', 'Hair1f', 'Beard1f1', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Ed Williams,22,OLB,1,4,a,1,"['Head4a', 'Eyes1c', 'Hair1s', 'Beard1g', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Steve Moore,22,OT,0,2,b,2,"['Head2b', 'Eyes1e', 'Hair2h', 'Beard2g', 'Eyebrows2b', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes1']"
Roland James,22,S,1,3,a,1,"['Head3a', 'Eyes1d', 'Hair1e', 'Beard1g', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Jim Bowman,22,S,1,4,a,1,"['Head4a', 'Eyes1c', 'Hair1d', 'Beard1d', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Greg Baty,22,TE,1,3,a,1,"['Head3a', 'Eyes1a', 'Hair1h', 'Beard1b', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Willie Scott,22,TE,1,2,a,2,"['Head2a', 'Eyes1d', 'Hair2g', 'Beard2f2', 'Eyebrows2b', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes1']"
Stephen Starring,22,WR,1,4,a,1,"['Head4a', 'Eyes1a', 'Hair1b', 'Beard1b', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Derwin Williams,22,WR,1,3,a,1,"['Head3a', 'Eyes1a', 'Hair1j', 'Beard1g', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Gerard Phelan,22,WR,1,4,a,1,"['Head4a', 'Eyes1e', 'Hair1c', 'Beard1f2', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Tony Franklin,22,K,0,1,a,3,"['Head1a', 'Eyes1e', 'Hair3c', 'Beard3g', 'Eyebrows3a', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Kenneth Sims,22,DE,1,3,b,1,"['Head3b', 'Eyes1a', 'Hair1l', 'Beard1g', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Earl Cooper,23,RB,1,3,a,1,"['Head3a', 'Eyes1e', 'Hair1l', 'Beard1f1', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Johnny Rembert,22,OLB,1,3,a,1,"['Head3a', 'Eyes1c', 'Hair1j', 'Beard1c', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Steve Doig,22,OLB,1,4,a,1,"['Head4a', 'Eyes1e', 'Hair1l', 'Beard1g', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Darryl Haley,22,OT,0,3,b,3,"['Head3b', 'Eyes1b', 'Hair3g', 'Beard3g', 'Eyebrows3a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Anthony Allen,25,WR,1,3,a,1,"['Head3a', 'Eyes1e', 'Hair1l', 'Beard1f1', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Art Plunkett,22,OT,0,1,b,1,"['Head1b', 'Eyes1e', 'Hair1g', 'Beard1g', 'Eyebrows1a', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Ed Reynolds,22,MLB,0,1,a,3,"['Head1a', 'Eyes1b', 'Hair3i', 'Beard3d', 'Eyebrows3a', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes2']"
Mel Black,22,MLB,1,4,a,1,"['Head4a', 'Eyes1c', 'Hair1k', 'Beard1g', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Rich Camarillo,22,P,0,1,a,3,"['Head1a', 'Eyes1a', 'Hair3h', 'Beard3b', 'Eyebrows3b', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes2']"
Tony Eason,22,QB,0,1,a,1,"['Head1a', 'Eyes1e', 'Hair1k', 'Beard1c', 'Eyebrows1a', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Tom Ramsey,22,QB,0,1,a,5,"['Head1a', 'Eyes1e', 'Hair5d', 'Beard5b', 'Eyebrows5b', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Stefon Adams,23,S,1,4,a,1,"['Head4a', 'Eyes1a', 'Hair1i', 'Beard1f1', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
Mike Davis,23,S,1,3,c,1,"['Head3c', 'Eyes1e', 'Hair1l', 'Beard1f1', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Napoleon McCallum,23,RB,1,3,a,1,"['Head3a', 'Eyes1e', 'Hair1i', 'Beard1a', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Vance Mueller,23,RB,1,3,a,4,"['Head3a', 'Eyes1d', 'Hair4a', 'Beard4g', 'Eyebrows4b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Chris Bahr,23,K,0,3,c,5,"['Head3c', 'Eyes1c', 'Hair5h', 'Beard5a', 'Eyebrows5a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Howie Long,23,DE,0,1,b,3,"['Head1b', 'Eyes1d', 'Hair3d', 'Beard3a', 'Eyebrows3a', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes2']"
Jerry Robinson,23,OLB,1,3,a,1,"['Head3a', 'Eyes1d', 'Hair1m', 'Beard1f1', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Linden King,23,OLB,1,4,c,1,"['Head4c', 'Eyes1d', 'Hair1l', 'Beard1g', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Bruce Davis,23,OT,1,4,d,1,"['Head4d', 'Eyes1e', 'Hair1m', 'Beard1a', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Henry Lawrence,23,OT,1,4,d,1,"['Head4d', 'Eyes1c', 'Hair1e', 'Beard1e', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Jeff Barnes,23,MLB,1,4,c,1,"['Head4c', 'Eyes1a', 'Hair1l', 'Beard1g', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Bob Nelson,23,MLB,0,3,c,1,"['Head3c', 'Eyes1d', 'Hair1h', 'Beard1e', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Ray Guy,23,P,0,1,c,5,"['Head1c', 'Eyes1c', 'Hair5i', 'Beard5d', 'Eyebrows5a', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Marc Wilson,23,QB,0,2,a,3,"['Head2a', 'Eyes1d', 'Hair3d', 'Beard3g', 'Eyebrows3a', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes1']"
Rusty Hilger,23,QB,0,2,a,3,"['Head2a', 'Eyes1d', 'Hair3i', 'Beard3g', 'Eyebrows3b', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes1']"
Jim Plunkett,23,QB,0,3,c,1,"['Head3c', 'Eyes1b', 'Hair1n', 'Beard1g', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Elvis Franks,23,DE,1,3,b,1,"['Head3b', 'Eyes1b', 'Hair1h', 'Beard1b', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Sean Jones,23,DE,1,3,b,1,"['Head3b', 'Eyes1b', 'Hair1n', 'Beard1g', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Henry Ellard,24,WR,1,3,a,1,"['Head3a', 'Eyes1e', 'Hair1d', 'Beard1e', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Daryl Turner,28,WR,1,4,a,1,"['Head4a', 'Eyes1e', 'Hair1g', 'Beard1g', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Mickey Marvin,23,OG,0,1,d,3,"['Head1d', 'Eyes1b', 'Hair3g', 'Beard3f1', 'Eyebrows3a', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Rod Martin,23,OLB,1,4,c,1,"['Head4c', 'Eyes1d', 'Hair1e', 'Beard1d', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
Jamie Kimmel,23,OLB,1,5,a,1,"['Head5a', 'Eyes1d', 'Hair1b', 'Beard1g', 'Eyebrows1b', 'Nose5a', 'Mouth5a', 'Glasses1e', 'Clothes1']"
Chris Riehm,23,OT,0,3,b,1,"['Head3b', 'Eyes1d', 'Hair1s', 'Beard1f2', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Stacey Toran,23,S,1,3,a,1,"['Head3a', 'Eyes1a', 'Hair1r2', 'Beard1d', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
James Davis,23,S,0,3,a,1,"['Head3a', 'Eyes1a', 'Hair1i', 'Beard1e', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Todd Christensen,23,TE,0,1,c,1,"['Head1c', 'Eyes1a', 'Hair1d', 'Beard1f2', 'Eyebrows1b', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Byron Franklin,28,WR,1,3,a,3,"['Head3a', 'Eyes1d', 'Hair3a', 'Beard3g', 'Eyebrows3b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Trey Junkin,23,TE,1,3,a,3,"['Head3a', 'Eyes1b', 'Hair3e', 'Beard3f1', 'Eyebrows3b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Jessie Hester,23,WR,1,3,a,1,"['Head3a', 'Eyes1c', 'Hair1p', 'Beard1b', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Rod Barksdale,23,WR,1,3,a,1,"['Head3a', 'Eyes1c', 'Hair1i', 'Beard1g', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Tim Moffett,23,WR,1,4,a,1,"['Head4a', 'Eyes1c', 'Hair1l', 'Beard1c', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
Jim Smith,23,WR,1,4,c,1,"['Head4c', 'Eyes1c', 'Hair1h', 'Beard1f2', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Cle Montgomery,23,WR,1,4,c,1,"['Head4c', 'Eyes1c', 'Hair1r2', 'Beard1f1', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Charley Hannah,23,OG,1,5,d,1,"['Head5d', 'Eyes1c', 'Hair1h', 'Beard1f2', 'Eyebrows1b', 'Nose5a', 'Mouth5a', 'Glasses1e', 'Clothes1']"
Bill Lewis,23,OG,1,4,b,1,"['Head4b', 'Eyes1c', 'Hair1s', 'Beard1a', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Derrick Jensen,23,RB,1,4,c,1,"['Head4c', 'Eyes1e', 'Hair1n', 'Beard1g', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Craig Wolfley,29,OT,0,3,b,1,"['Head3b', 'Eyes1d', 'Hair1s', 'Beard1d', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Andy Parker,23,TE,1,4,a,2,"['Head4a', 'Eyes1b', 'Hair2i', 'Beard2b', 'Eyebrows2b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Shelby Jordan,23,OT,1,4,d,1,"['Head4d', 'Eyes1a', 'Hair1b', 'Beard1b', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Curt Marsh,23,OG,0,3,b,1,"['Head3b', 'Eyes1a', 'Hair1a', 'Beard1c', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Greg Townsend,23,DE,1,3,b,1,"['Head3b', 'Eyes1c', 'Hair1b', 'Beard1g', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Odis McKinney,23,CB,1,4,a,1,"['Head4a', 'Eyes1e', 'Hair1j', 'Beard1e', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
Tom Newberry,24,OG,0,3,b,1,"['Head3b', 'Eyes1c', 'Hair1m', 'Beard1g', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Eric Dickerson,24,RB,1,5,a,1,"['Head5a', 'Eyes1e', 'Hair1b', 'Beard1e', 'Eyebrows1b', 'Nose5a', 'Mouth5a', 'Glasses1e', 'Clothes1']"
Tony Hunter,24,TE,1,3,a,3,"['Head3a', 'Eyes1e', 'Hair3d', 'Beard3c', 'Eyebrows3a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Irv Pankey,24,OT,0,1,b,3,"['Head1b', 'Eyes1b', 'Hair3j', 'Beard3g', 'Eyebrows3b', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes2']"
Dennis Harrah,24,OG,0,2,d,3,"['Head2d', 'Eyes1a', 'Hair3a', 'Beard3a', 'Eyebrows3a', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes1']"
Jim Dombrowski,27,OT,0,2,b,2,"['Head2b', 'Eyes1e', 'Hair2a', 'Beard2c', 'Eyebrows2b', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes1']"
Greg Meisner,24,DT,1,4,a,1,"['Head4a', 'Eyes1b', 'Hair1l', 'Beard1b', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Alvin Wright,24,DT,2,3,b,1,"['Head3b', 'Eyes1a', 'Hair1a', 'Beard1g', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Mike Gunman,24,RB,1,3,a,1,"['Head3a', 'Eyes1e', 'Hair1h', 'Beard1d', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Vince Newsome,24,S,1,4,a,1,"['Head4a', 'Eyes1c', 'Hair1r1', 'Beard1b', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Johnnie Johnson,24,S,0,2,a,2,"['Head2a', 'Eyes1d', 'Hair2h', 'Beard2g', 'Eyebrows2b', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes1']"
Harvey Clayton,29,CB,1,4,a,1,"['Head4a', 'Eyes1c', 'Hair1e', 'Beard1e', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
Donnie Elder,29,CB,1,4,a,1,"['Head4a', 'Eyes1a', 'Hair1h', 'Beard1g', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Charles White,24,RB,1,4,a,1,"['Head4a', 'Eyes1e', 'Hair1m', 'Beard1g', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Rob Carpenter,24,RB,1,3,c,1,"['Head3c', 'Eyes1e', 'Hair1r2', 'Beard1d', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Doug Reed,24,DE,1,3,a,1,"['Head3a', 'Eyes1e', 'Hair1r2', 'Beard1g', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Charles DeJurnett,24,DE,1,3,d,3,"['Head3d', 'Eyes1a', 'Hair3l', 'Beard3a', 'Eyebrows3b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Duval Love,24,OG,0,2,b,2,"['Head2b', 'Eyes1d', 'Hair2i', 'Beard2g', 'Eyebrows2b', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes1']"
Joey Jones,25,WR,1,4,a,2,"['Head4a', 'Eyes1b', 'Hair2i', 'Beard2b', 'Eyebrows2b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Chris Thrift,24,OLB,1,4,a,5,"['Head4a', 'Eyes1c', 'Hair5e', 'Beard5e', 'Eyebrows5b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Chris Brown,29,CB,1,4,a,1,"['Head4a', 'Eyes1c', 'Hair1i', 'Beard1g', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Norwood Vann,24,OLB,1,3,a,1,"['Head3a', 'Eyes1a', 'Hair1h', 'Beard1f2', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Jackie Slater,24,OT,1,4,d,3,"['Head4d', 'Eyes1a', 'Hair3g', 'Beard3g', 'Eyebrows3a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
Nolan Cromwell,24,S,1,3,c,1,"['Head3c', 'Eyes1d', 'Hair1q', 'Beard1g', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Mark Pembrook,24,S,1,4,a,1,"['Head4a', 'Eyes1e', 'Hair1s', 'Beard1a', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
Damone Johnson,24,TE,1,1,a,4,"['Head1a', 'Eyes1d', 'Hair4l', 'Beard4g', 'Eyebrows4b', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
James McDonald,24,TE,1,1,a,4,"['Head1a', 'Eyes1d', 'Hair4d', 'Beard4f1', 'Eyebrows4b', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Ron Brown,24,WR,1,3,a,3,"['Head3a', 'Eyes1d', 'Hair3g', 'Beard3g', 'Eyebrows3a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Mike Young,24,WR,1,4,a,1,"['Head4a', 'Eyes1c', 'Hair1s', 'Beard1g', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
Mark Pattison,24,WR,1,4,a,1,"['Head4a', 'Eyes1b', 'Hair1o', 'Beard1g', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Bobby Duckworth,24,WR,1,4,a,1,"['Head4a', 'Eyes1d', 'Hair1f', 'Beard1d', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Mike Lansford,24,K,0,1,a,1,"['Head1a', 'Eyes1b', 'Hair1b', 'Beard1d', 'Eyebrows1b', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Gary Jeter,24,DE,1,4,c,1,"['Head4c', 'Eyes1c', 'Hair1b', 'Beard1g', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Kent Hill,24,OG,0,3,b,5,"['Head3b', 'Eyes1e', 'Hair5b', 'Beard5g', 'Eyebrows5b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Kevin Greene,24,OLB,0,2,a,3,"['Head2a', 'Eyes1e', 'Hair3d', 'Beard3g', 'Eyebrows3b', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes1']"
Mike McDonald,24,OLB,1,3,a,3,"['Head3a', 'Eyes1c', 'Hair3j', 'Beard3e', 'Eyebrows3a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Mike Schaed,24,OT,1,3,b,1,"['Head3b', 'Eyes1d', 'Hair1g', 'Beard1g', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Robert Cox,24,OT,1,3,a,1,"['Head3a', 'Eyes1a', 'Hair1h', 'Beard1g', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Steve Busick,24,MLB,1,4,a,1,"['Head4a', 'Eyes1a', 'Hair1j', 'Beard1g', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Mike Munchak,30,OG,0,1,b,5,"['Head1b', 'Eyes1d', 'Hair5b', 'Beard5b', 'Eyebrows5b', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Jim Laughlin,24,MLB,1,3,a,1,"['Head3a', 'Eyes1a', 'Hair1d', 'Beard1f1', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Dan Wagoner,32,CB,1,4,a,1,"['Head4a', 'Eyes1a', 'Hair1q', 'Beard1b', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
Dale Hatcher,24,P,0,3,a,1,"['Head3a', 'Eyes1d', 'Hair1e', 'Beard1e', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Steve Bartkowski,24,QB,0,1,c,3,"['Head1c', 'Eyes1b', 'Hair3b', 'Beard3g', 'Eyebrows3a', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes2']"
Dieter Brock,24,QB,0,3,c,1,"['Head3c', 'Eyes1e', 'Hair1a', 'Beard1e', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Steve Dils,24,QB,0,1,c,3,"['Head1c', 'Eyes1b', 'Hair3i', 'Beard3f1', 'Eyebrows3b', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Pat Howell,25,OG,0,2,b,3,"['Head2b', 'Eyes1d', 'Hair3h', 'Beard3g', 'Eyebrows3b', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes1']"
Dwight Garner,25,RB,1,4,a,1,"['Head4a', 'Eyes1d', 'Hair1b', 'Beard1d', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Cap Boso,25,TE,0,1,a,1,"['Head1a', 'Eyes1b', 'Hair1b', 'Beard1d', 'Eyebrows1b', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Marshharne Graves,25,OT,1,4,b,1,"['Head4b', 'Eyes1d', 'Hair1e', 'Beard1e', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Curtis Greer,25,DT,1,3,a,3,"['Head3a', 'Eyes1a', 'Hair3j', 'Beard3g', 'Eyebrows3b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Art Monk,26,WR,1,5,a,1,"['Head5a', 'Eyes1b', 'Hair1c', 'Beard1d', 'Eyebrows1b', 'Nose5a', 'Mouth5a', 'Glasses1e', 'Clothes1']"
Ricardo Mayes,25,DT,0,3,b,3,"['Head3b', 'Eyes1e', 'Hair3c', 'Beard3g', 'Eyebrows3a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Kenny King,25,RB,1,4,a,2,"['Head4a', 'Eyes1e', 'Hair2g', 'Beard2f2', 'Eyebrows2a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Anthony Young,25,S,0,1,a,1,"['Head1a', 'Eyes1d', 'Hair1a', 'Beard1b', 'Eyebrows1a', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Glenn Robinson,25,S,1,3,a,1,"['Head3a', 'Eyes1d', 'Hair1e', 'Beard1g', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Eric Moran,30,OG,1,4,b,1,"['Head4b', 'Eyes1d', 'Hair1c', 'Beard1c', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Otis Wonsley,25,RB,1,4,a,1,"['Head4a', 'Eyes1d', 'Hair1h', 'Beard1g', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Stan Edwards,25,RB,1,3,a,1,"['Head3a', 'Eyes1b', 'Hair1g', 'Beard1g', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Lynn Dickey,25,QB,0,2,c,5,"['Head2c', 'Eyes1d', 'Hair5b', 'Beard5g', 'Eyebrows5b', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes1']"
Kim Bokamper,25,DE,1,4,c,1,"['Head4c', 'Eyes1d', 'Hair1l', 'Beard1b', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Byron Smith,25,DE,1,3,b,3,"['Head3b', 'Eyes1e', 'Hair3d', 'Beard3e', 'Eyebrows3b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Emil Boures,25,OG,0,3,b,1,"['Head3b', 'Eyes1c', 'Hair1d', 'Beard1e', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
John Woodring,25,MLB,0,1,a,2,"['Head1a', 'Eyes1b', 'Hair2i', 'Beard2e', 'Eyebrows2a', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes2']"
Aaron Smith,25,OLB,0,3,a,2,"['Head3a', 'Eyes1a', 'Hair2d', 'Beard2g', 'Eyebrows2b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Dean Miraldi,25,OT,0,3,b,3,"['Head3b', 'Eyes1c', 'Hair3h', 'Beard3g', 'Eyebrows3b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Terry Jackson,32,CB,1,4,c,3,"['Head4c', 'Eyes1d', 'Hair3j', 'Beard3d', 'Eyebrows3b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Keith Lee,25,S,1,3,a,1,"['Head3a', 'Eyes1d', 'Hair1f', 'Beard1g', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Rod Kush,25,S,1,3,a,1,"['Head3a', 'Eyes1e', 'Hair1m', 'Beard1e', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Michael Cherry,32,CB,1,4,a,1,"['Head4a', 'Eyes1d', 'Hair1r2', 'Beard1e', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
