name,TGID,pos,POVR,PAGE,PYRP,length,salary,guarantee
Tony Eason,22,QB,84,26,3,1,17455000.0,3345000.0
Tom Ramsey,22,QB,71,25,0,4,1869000.0,0.0
Stefon Adams,23,S,72,23,0,4,991000.0,0.0
Mike Davis,23,S,78,30,8,1,2331000.0,2508000.0
Napoleon McCallum,23,RB,75,22,0,3,759000.0,0.0
Vance Mueller,23,RB,73,22,0,3,809000.0,254000.0
Chris Bahr,23,K,92,33,10,4,2785000.0,715000.0
Howie Long,23,DE,90,26,5,3,1444000.0,2430000.0
Jerry Robinson,23,OLB,83,29,7,2,1107000.0,0.0
Linden King,23,OLB,78,31,8,1,937000.0,0.0
Bruce Davis,23,OT,85,30,6,2,4967000.0,557000.0
Henry Lawrence,23,OT,80,34,12,1,1200000.0,849000.0
Jeff Barnes,23,MLB,79,31,9,1,1456000.0,0.0
Bob Nelson,23,MLB,69,33,7,1,316000.0,0.0
Ray Guy,23,P,99,36,13,4,4259000.0,4089000.0
Marc Wilson,23,QB,83,29,6,2,7876000.0,0.0
Rusty Hilger,23,QB,67,24,1,3,1022000.0,186000.0
Jim Plunkett,23,QB,84,38,15,1,12990000.0,3246000.0
Elvis Franks,23,DE,74,29,6,1,1068000.0,0.0
Sean Jones,23,DE,85,23,2,2,1521000.0,0.0
Henry Ellard,24,WR,84,25,3,3,6481000.0,1004000.0
Daryl Turner,28,WR,80,23,2,1,1177000.0,182000.0
Mickey Marvin,23,OG,84,30,9,4,3445000.0,2995000.0
Rod Martin,23,OLB,83,32,9,3,1811000.0,0.0
Jamie Kimmel,23,OLB,72,24,0,4,781000.0,1000.0
Chris Riehm,23,OT,71,25,0,3,453000.0,0.0
Stacey Toran,23,S,79,24,2,2,4488000.0,2181000.0
James Davis,23,S,75,29,4,1,696000.0,0.0
Todd Christensen,23,TE,91,30,8,3,2139000.0,1505000.0
Byron Franklin,28,WR,76,28,4,3,1441000.0,0.0
Trey Junkin,23,TE,65,25,3,1,957000.0,0.0
Jessie Hester,23,WR,81,23,1,3,1467000.0,0.0
Rod Barksdale,23,WR,74,24,0,4,633000.0,357000.0
Tim Moffett,23,WR,68,24,1,2,782000.0,0.0
Jim Smith,23,WR,67,31,7,1,786000.0,53000.0
Cle Montgomery,23,WR,71,30,7,2,983000.0,0.0
Charley Hannah,23,OG,86,31,9,1,1310000.0,603000.0
Bill Lewis,23,OG,77,23,0,4,2456000.0,1456000.0
Derrick Jensen,23,RB,71,30,7,2,937000.0,0.0
Craig Wolfley,29,OT,85,28,6,1,19931000.0,0.0
Andy Parker,23,TE,74,25,2,2,2218000.0,0.0
Shelby Jordan,23,OT,74,34,11,1,780000.0,0.0
Curt Marsh,23,OG,75,27,5,1,1022000.0,258000.0
Greg Townsend,23,DE,82,24,3,3,10499000.0,9684000.0
Odis McKinney,23,CB,77,29,8,1,732000.0,488000.0
Tom Newberry,24,OG,80,23,0,4,3609000.0,1325000.0
Eric Dickerson,24,RB,94,26,3,1,13435000.0,1547000.0
Tony Hunter,24,TE,74,26,3,1,841000.0,75000.0
Irv Pankey,24,OT,84,28,6,1,5320000.0,580000.0
Dennis Harrah,24,OG,94,33,11,4,11517000.0,0.0
Jim Dombrowski,27,OT,82,22,0,4,8440000.0,6814000.0
Greg Meisner,24,DT,78,27,5,3,894000.0,221000.0
Alvin Wright,24,DT,73,25,0,4,208000.0,0.0
Mike Gunman,24,RB,81,28,6,3,3271000.0,0.0
Vince Newsome,24,S,90,25,3,2,5594000.0,3611000.0
Johnnie Johnson,24,S,78,29,6,1,2196000.0,0.0
Harvey Clayton,29,CB,78,25,3,1,1701000.0,40000.0
Donnie Elder,29,CB,73,23,1,2,710000.0,143000.0
Charles White,24,RB,81,28,6,4,1659000.0,0.0
Rob Carpenter,24,RB,76,31,9,1,1043000.0,0.0
Doug Reed,24,DE,85,26,2,4,4486000.0,1381000.0
Charles DeJurnett,24,DE,78,34,10,1,1797000.0,714000.0
Duval Love,24,OG,77,23,1,3,896000.0,114000.0
Joey Jones,25,WR,72,23,0,4,1002000.0,179000.0
Chris Thrift,24,OLB,74,27,7,1,628000.0,64000.0
Chris Brown,29,CB,71,24,2,2,764000.0,179000.0
Norwood Vann,24,OLB,73,24,2,1,1013000.0,580000.0
Jackie Slater,24,OT,93,32,10,2,6178000.0,1563000.0
Nolan Cromwell,24,S,91,31,9,3,9556000.0,0.0
Mark Pembrook,24,S,68,23,0,4,620000.0,111000.0
Damone Johnson,24,TE,76,24,0,3,937000.0,72000.0
James McDonald,24,TE,67,25,3,1,765000.0,171000.0
Ron Brown,24,WR,78,25,2,2,1310000.0,0.0
Mike Young,24,WR,76,24,1,2,1096000.0,0.0
Mark Pattison,24,WR,64,24,0,3,829000.0,0.0
Bobby Duckworth,24,WR,75,29,4,1,2591000.0,124000.0
Mike Lansford,24,K,84,28,4,6,1077000.0,0.0
Gary Jeter,24,DE,81,31,9,1,1211000.0,0.0
Kent Hill,24,OG,77,29,7,1,755000.0,53000.0
Kevin Greene,24,OLB,80,24,1,3,2478000.0,291000.0
Mike McDonald,24,OLB,73,28,1,1,1041000.0,0.0
Mike Schaed,24,OT,65,22,0,3,107000.0,939000.0
Robert Cox,24,OT,67,22,0,2,1085000.0,0.0
Steve Busick,24,MLB,76,27,5,4,810000.0,24000.0
Mike Munchak,30,OG,86,26,4,3,1888000.0,59000.0
Jim Laughlin,24,MLB,76,28,6,3,1575000.0,0.0
Dan Wagoner,32,CB,79,26,4,2,1022000.0,39000.0
Dale Hatcher,24,P,80,23,1,3,686000.0,0.0
Steve Bartkowski,24,QB,81,33,11,1,7223000.0,1298000.0
Dieter Brock,24,QB,73,35,13,1,2495000.0,0.0
Steve Dils,24,QB,75,30,7,2,8552000.0,2475000.0
Pat Howell,25,OG,79,29,7,3,853000.0,0.0
Dwight Garner,25,RB,72,21,0,4,394000.0,558000.0
Cap Boso,25,TE,78,26,4,4,1997000.0,0.0
Marshharne Graves,25,OT,76,24,2,2,744000.0,156000.0
Curtis Greer,25,DT,78,28,6,1,927000.0,0.0
Art Monk,26,WR,94,28,6,4,1971000.0,662000.0
Ricardo Mayes,25,DT,74,26,4,2,780000.0,292000.0
Kenny King,25,RB,74,29,7,1,1172000.0,0.0
Anthony Young,25,S,74,22,1,3,1389000.0,0.0
Glenn Robinson,25,S,79,28,6,1,1745000.0,296000.0
Eric Moran,30,OG,73,26,2,1,732000.0,488000.0
Otis Wonsley,25,RB,77,29,5,2,2682000.0,124000.0
Stan Edwards,25,RB,74,26,4,1,732000.0,488000.0
Lynn Dickey,25,QB,80,37,14,3,2354000.0,5310000.0
Kim Bokamper,25,DE,78,31,9,3,1173000.0,0.0
Byron Smith,25,DE,74,23,2,2,913000.0,0.0
Emil Boures,25,OG,72,26,4,1,632000.0,0.0
John Woodring,25,MLB,74,27,5,1,731000.0,0.0
Aaron Smith,25,OLB,77,24,2,2,2249000.0,0.0
Dean Miraldi,25,OT,71,28,4,1,701000.0,33000.0
Terry Jackson,32,CB,76,30,8,1,1283000.0,409000.0
Keith Lee,25,S,74,28,5,1,1531000.0,0.0
Rod Kush,25,S,79,29,6,1,878000.0,0.0
Michael Cherry,32,CB,71,22,0,3,386000.0,0.0
Robert Stallings,25,TE,70,24,2,1,1184000.0,0.0
Darren Long,25,TE,66,23,0,3,679000.0,981000.0
Chuck Scott,25,WR,74,23,0,5,1228000.0,579000.0
Vince Heflin,25,WR,76,27,4,2,1022000.0,39000.0
Nick Bruckner,25,WR,73,25,3,1,2136000.0,2114000.0
Joe Cooper,25,K,80,25,1,3,775000.0,30000.0
Walt Bowyer,25,DE,71,26,4,2,669000.0,40000.0
Bob Olderman,25,OG,68,24,1,3,437000.0,558000.0
Curtis McGriff,32,DT,77,28,6,3,1172000.0,0.0
Mike Rozier,30,RB,80,25,1,2,1413000.0,547000.0
Angelo Snipes,25,OLB,74,23,0,3,437000.0,951000.0
Charles Bowser,25,OLB,78,26,4,5,1676000.0,357000.0
Kevin Belcher,25,OT,71,24,1,3,724000.0,203000.0
Russ Grimm,26,OG,92,27,5,3,4285000.0,357000.0
Kelvin Clark,25,OT,77,30,7,2,828000.0,120000.0
Bobby Bell,25,MLB,73,24,2,2,584000.0,139000.0
Roosevelt Barnes,25,MLB,79,28,5,2,857000.0,0.0
Mike Black,25,P,80,25,3,1,867000.0,39000.0
Paul McDonald,25,QB,76,28,6,1,7030000.0,218000.0
Gino Hartley,25,QB,73,28,6,1,1228000.0,0.0
Raleigh McKenzie,26,OG,77,23,1,3,911000.0,242000.0
Rick Badanjek,26,RB,72,24,0,4,835000.0,0.0
Dennis Swilley,31,C,74,31,9,2,1239000.0,1241000.0
Clint Didier,26,TE,83,27,4,2,3875000.0,370000.0
Joe  Jacoby,26,OT,89,27,5,3,13863000.0,7567000.0
R.C. Thielemann,26,OG,86,31,9,2,5607000.0,2726000.0
Dean Hamel,26,DT,77,25,1,2,3222000.0,0.0
Darryl Grant,26,DT,81,26,5,2,2486000.0,2862000.0
Reggie Branch,26,RB,78,23,1,3,4366000.0,1633000.0
Rufus Bess,31,CB,77,30,7,2,781000.0,218000.0
Curtis Jordan,26,S,82,32,10,1,1645000.0,0.0
Todd Bowles,26,S,77,22,0,4,724000.0,37000.0
Keith Griffin,26,RB,69,24,2,1,1041000.0,154000.0
Ken Jenkins,26,RB,70,27,3,1,792000.0,521000.0
Charles Mann,26,DE,87,25,3,3,2389000.0,122000.0
Tom Beasley,26,DE,76,32,8,1,1505000.0,0.0
Steve Jordan,31,TE,90,25,4,4,8518000.0,5055000.0
Ron Tilton,26,OG,67,23,0,2,845000.0,360000.0
Sheldon Andrus,27,DT,74,23,0,4,1350000.0,54000.0
Rich Milot,26,OLB,83,29,7,5,1738000.0,0.0
Monte Coleman,26,OLB,81,28,7,2,3710000.0,2254000.0
Mark May,26,OT,88,26,5,4,8612000.0,5449000.0
Ken Coffey,26,S,81,25,2,3,6764000.0,8050000.0
Alvin Walton,26,S,76,22,0,4,1378000.0,0.0
Terry Orr,26,TE,73,25,0,4,633000.0,357000.0
Todd Frain,26,TE,65,24,0,4,239000.0,2394000.0
Ricky Sanders,26,WR,78,26,0,3,1677000.0,0.0
James Noble,26,WR,67,23,0,4,1022000.0,0.0
Eric Yarber,26,WR,66,23,0,4,1131000.0,222000.0
Clarence Verdin,26,WR,72,23,0,4,1378000.0,0.0
Mark Moseley,26,K,85,38,16,1,1928000.0,0.0
Steve Hamilton,26,DE,75,25,1,3,889000.0,236000.0
Bruce Clark,27,DE,83,28,4,4,4227000.0,3864000.0
Calvin Daniels,26,OLB,83,27,4,3,2300000.0,121000.0
Mel Kaufman,26,OLB,82,28,5,1,1215000.0,400000.0
David Fonoti,26,OT,68,23,0,3,842000.0,0.0
Milford Hodge,27,DT,75,25,0,3,650000.0,212000.0
Don McQuaid,26,OT,66,25,1,1,568000.0,35000.0
Jeff Paine,26,MLB,74,25,2,2,885000.0,41000.0
Joe Krakoski,26,MLB,65,23,0,4,526000.0,278000.0
Steve Cox,26,P,90,28,5,1,1184000.0,0.0
Jay Schroeder,26,QB,83,25,1,2,13435000.0,3849000.0
Doug Williams,26,QB,83,31,7,1,2048000.0,123000.0
Mark Rypien,26,QB,74,23,0,3,635000.0,303000.0
Dan Kirtman,27,RB,66,23,1,2,937000.0,0.0
Brett Maxie,27,S,83,24,1,3,2154000.0,120000.0
Frank Wattelet,27,S,79,27,5,1,1072000.0,0.0
John Williams,27,RB,69,25,1,3,534000.0,0.0
Mel Gray,27,RB,66,25,0,4,766000.0,7000.0
Dave Wilson,27,QB,81,27,4,1,1701000.0,40000.0
Jumpy Geathers,27,DE,77,26,2,2,2220000.0,637000.0
Jon Dumbauld,27,DE,73,23,0,4,1008000.0,179000.0
Ralph Williams,27,OG,75,28,3,1,912000.0,0.0
Edwin Bailey,28,OG,86,27,5,5,10014000.0,6432000.0
Pat Swilling,27,OLB,85,21,0,4,1154000.0,0.0
James Haynes,27,OLB,76,26,2,2,678000.0,67000.0
Jamie Williams,30,TE,80,26,3,1,3635000.0,372000.0
Stan Brock,27,OT,87,28,6,1,5851000.0,0.0
Antonio Gibson,27,S,78,24,0,4,1450000.0,0.0
Reggie Sutton,27,S,67,21,0,4,1005000.0,0.0
John Tice,27,TE,81,26,3,1,2840000.0,241000.0
Eugene Goodlow,27,WR,77,27,3,1,1350000.0,121000.0
Kelvin Edwards,27,WR,68,22,0,3,731000.0,106000.0
Herbert Harris,27,WR,65,25,0,3,698000.0,0.0
Morten Andersen,27,K,99,27,4,1,4585000.0,469000.0
Frank Warren,27,DE,79,27,5,1,3750000.0,357000.0
Jack Del Rio,27,MLB,75,23,1,3,1597000.0,103000.0
Joe Kohlbrand,27,OLB,74,23,1,3,1745000.0,0.0
Dave Lafary,27,OT,73,31,9,1,2815000.0,2995000.0
Daren Gilbert,27,OT,73,22,1,3,1366000.0,0.0
Glen Redd,27,MLB,74,28,4,2,633000.0,0.0
Alvin Toles,27,MLB,72,23,1,3,442000.0,256000.0
Brian Hansen,27,P,90,25,2,2,3699000.0,3218000.0
Bobby Hebert,27,QB,80,28,2,1,6474000.0,3408000.0
Babe Laufenberg,27,QB,70,26,0,3,1281000.0,0.0
Randall Morris,28,RB,72,25,2,1,639000.0,33000.0
Mike Tice,28,TE,81,27,5,2,3161000.0,2300000.0
Ron Mattes,28,OT,80,23,0,4,7121000.0,0.0
Reggie Kinlaw,28,DT,76,29,7,3,662000.0,383000.0
John Rovito,28,DT,66,23,0,4,728000.0,0.0
Rick Parros,28,RB,69,28,5,1,782000.0,141000.0
Eugene Robinson,28,S,87,23,1,4,4681000.0,7061000.0
Paul Moyer,28,S,76,25,3,2,1587000.0,0.0
Eric Lane,28,RB,69,27,5,2,706000.0,0.0
Bobby Joe Edmunds,28,RB,69,22,0,4,781000.0,1000.0
Dave Krieg,28,QB,85,27,6,2,11029000.0,0.0
Jacob Green,28,DE,89,29,6,6,2447000.0,195000.0
Randy Edwards,28,DE,79,25,2,1,782000.0,141000.0
Jon Borchardt,28,OG,78,29,7,4,3536000.0,7216000.0
Gerald Williams,29,DT,78,23,0,4,4858000.0,821000.0
Keith Butler,28,MLB,82,30,8,4,5261000.0,3890000.0
Sam Merriman,28,OLB,76,25,3,2,2089000.0,419000.0
Mike Wilson,28,OT,85,31,8,1,4320000.0,359000.0
Gary Zimmerman,31,OT,86,25,0,3,2290000.0,0.0
Eddie Anderson,28,S,75,23,0,4,940000.0,0.0
Charles Jackson,28,S,73,29,7,2,833000.0,262000.0
Gordon Hudson,28,TE,76,24,0,3,1022000.0,186000.0
Jim Laughton,28,TE,62,26,0,3,435000.0,249000.0
Ray Butler,28,WR,78,30,6,1,5460000.0,1291000.0
Paul Skansi,28,WR,74,26,3,2,661000.0,40000.0
Byron Walker,28,WR,71,26,4,1,732000.0,488000.0
Norm Johnson,28,K,93,26,4,7,2426000.0,0.0
Alonzo Mitz,28,DE,76,23,0,3,716000.0,718000.0
Bob Cryder,28,OG,77,30,8,1,1972000.0,672000.0
Bruce Scholtz,28,OLB,76,28,4,3,1932000.0,0.0
Michael Jackson,28,OLB,82,30,7,1,8326000.0,779000.0
Curt Singer,28,OT,73,24,0,4,602000.0,274000.0
Kani Kauahi,28,OT,75,27,4,1,724000.0,0.0
John Kaiser,28,MLB,72,24,2,1,903000.0,0.0
Glenn Cameron,28,MLB,69,33,12,1,382000.0,39000.0
Vince Gamache,28,P,75,23,0,3,396000.0,341000.0
Gale Gilbert,28,QB,69,25,1,3,556000.0,0.0
Sean Salisbury,28,QB,74,23,0,4,1078000.0,191000.0
Louis Lipps,29,WR,84,24,2,2,1126000.0,376000.0
John Stallworth,29,WR,83,34,12,1,2370000.0,539000.0
Weegie Thompson,29,WR,74,25,2,2,723000.0,489000.0
Calvin Sweeney,29,WR,76,31,6,1,946000.0,0.0
Jessie Britt,29,WR,65,23,0,4,911000.0,148000.0
Ray Pinney,29,OG,85,32,10,1,1575000.0,97000.0
Randy Rasmussen,29,OG,75,26,2,2,731000.0,0.0
Garry Dunn,29,DT,85,33,10,3,8643000.0,8659000.0
John Goodman,29,DT,68,27,5,1,911000.0,203000.0
Steve Morse,29,RB,66,23,1,3,342000.0,0.0
Lupe Sanchez,29,S,72,24,0,4,574000.0,300000.0
Frank Pokorny,29,WR,66,23,1,2,957000.0,0.0
Butch Johnson,32,WR,80,32,10,1,1022000.0,258000.0
Bill Callahan,29,S,66,22,0,3,179000.0,0.0
Frank Pollard,29,RB,76,29,6,1,1789000.0,123000.0
Rich Erenberg,29,RB,70,24,2,1,1019000.0,0.0
Harry Newsome,29,P,89,23,1,4,1547000.0,0.0
Mark Malone,29,QB,81,27,6,1,1835000.0,0.0
Alfred Anderson,31,RB,84,25,5,3,1228000.0,102000.0
Scott Campbell,29,QB,72,24,2,2,1196000.0,356000.0
Bubby Brister,29,QB,77,24,0,4,3337000.0,124000.0
Keith Gary,29,DE,81,27,3,1,904000.0,20000.0
Ed Nelson,29,DE,77,26,4,4,931000.0,0.0
John Jefferson,32,WR,82,30,9,2,3024000.0,2272000.0
John Rienstra,29,OG,77,23,0,4,1832000.0,1489000.0
Bryan Hinkle,29,OLB,90,27,4,1,2955000.0,242000.0
Gregg Carr,29,OLB,73,24,1,3,713000.0,0.0
Tunch Ilkin,29,OT,90,28,6,4,4674000.0,8349000.0
David Little,29,MLB,86,27,5,4,24859000.0,1572000.0
Donnie Shell,29,S,87,34,12,3,1685000.0,709000.0
Dave Edwards,29,S,70,24,1,3,715000.0,201000.0
Warren Seitz,29,TE,65,24,0,3,824000.0,7000.0
Bennie Cunningham,29,TE,77,31,11,3,5466000.0,1539000.0
Gary Anderson,29,K,90,28,4,1,1431000.0,0.0
Darryl Sims,29,DE,74,25,1,3,427000.0,1306000.0
Rob Fada,32,OG,73,25,3,1,625000.0,139000.0
Mike Merriweather,29,OLB,87,25,4,2,11428000.0,12475000.0
Dennis Winston,29,MLB,79,31,9,2,2583000.0,2276000.0
Anthony Henton,29,OLB,70,23,0,4,63000.0,840000.0
Mark Behning,29,OT,70,25,0,4,398000.0,312000.0
Jim Kovach,32,MLB,78,30,7,4,1227000.0,0.0
Bob Harris,32,MLB,74,25,3,2,1078000.0,0.0
Pete Rostosky,29,OT,71,25,2,2,1077000.0,791000.0
Robin Cole,29,MLB,77,31,9,1,1184000.0,0.0
Fred Small,29,MLB,67,23,2,2,61000.0,416000.0
Jeff Kiewel,32,OG,78,25,3,3,1317000.0,0.0
Earl Campbell,32,RB,78,31,8,1,929000.0,0.0
Mike Barber,32,TE,73,33,10,1,611000.0,0.0
Matt Herkenhoff,32,OT,78,35,10,2,806000.0,0.0
Ed White,32,OG,79,39,17,1,2710000.0,0.0
Taylor Brock,32,DT,74,24,2,2,1041000.0,0.0
Jared Dodson,32,DT,72,26,4,2,755000.0,174000.0
Randy Love,32,RB,76,29,7,3,1745000.0,0.0
Greg Williamson,32,S,75,27,4,1,1022000.0,258000.0
Roger Carrier,32,S,79,28,6,3,2252000.0,0.0
Tony Mumford,32,RB,72,23,1,3,1211000.0,0.0
Quentin Walker,32,RB,75,25,2,1,957000.0,0.0
Mike Bell,32,DE,78,29,7,1,4345000.0,460000.0
Fred Dean,32,DE,78,34,11,1,873000.0,0.0
Chuck Thomas,32,OG,70,25,1,3,1034000.0,0.0
Bruce Matthews,30,OT,85,25,3,1,11833000.0,0.0
Stuart Anderson,32,OLB,75,26,4,1,1407000.0,0.0
Jim Collins,32,OLB,79,28,5,1,2846000.0,1060000.0
Scott Bergold,32,OT,68,24,1,3,781000.0,0.0
Lee Nelson,32,S,79,32,10,1,1241000.0,120000.0
Oliver Murphy,32,S,73,26,4,1,1312000.0,0.0
John Sawyer,32,TE,77,33,11,1,1072000.0,0.0
James Wright,32,TE,72,30,7,1,641000.0,0.0
Herkie Walls,32,WR,72,25,3,1,1041000.0,154000.0
George Shorthose,32,WR,73,24,1,3,835000.0,0.0
Frank Mackey,32,WR,74,29,7,1,932000.0,0.0
Jess Atkinson,32,K,81,24,1,3,655000.0,273000.0
Tony Simmons,32,DE,72,23,1,3,841000.0,0.0
Doug Williams,30,OG,80,23,0,4,5905000.0,1395000.0
Vince Osby,32,OLB,72,25,2,1,111000.0,0.0
Jeff Jackson,32,OLB,77,24,2,1,1032000.0,0.0
John Thomas,32,OT,70,25,3,1,935000.0,0.0
Raven Butler,32,OT,78,33,11,2,5680000.0,4543000.0
Al Richardson,32,MLB,79,28,6,3,2046000.0,0.0
Derrick Simpson,32,MLB,73,25,3,1,1127000.0,135000.0
John Misko,32,P,80,31,4,2,1464000.0,290000.0
David Woodley,32,QB,80,27,6,2,3800000.0,681000.0
Joe Dufek,32,QB,73,25,4,3,3146000.0,1250000.0
Hugh Millen,32,QB,77,30,8,1,2658000.0,3975000.0
William Fuller,30,DE,81,24,0,5,1172000.0,586000.0
Lynn Madsen,30,DT,71,26,0,3,1417000.0,0.0
Larry Moriarty,30,RB,80,28,3,4,1118000.0,0.0
Jeff Donaldson,30,S,82,24,2,2,5243000.0,3211000.0
Bo Eason,30,S,75,25,2,2,732000.0,167000.0
Alan Pinkett,30,RB,74,22,0,4,733000.0,0.0
Butch Woolfolk,30,RB,74,26,4,1,2055000.0,123000.0
Ray Childress,30,DE,83,23,1,3,5110000.0,2891000.0
Malcolm Taylor,30,DE,72,26,2,1,640000.0,165000.0
Percy Chapman,30,OG,68,25,3,1,217000.0,798000.0
Terry Tausch,31,OG,80,27,4,1,975000.0,48000.0
John Grimsley,30,MLB,84,24,2,3,2344000.0,2432000.0
Robert Abraham,30,MLB,80,26,4,2,2375000.0,253000.0
Dean Steinkuhler,30,OT,80,25,1,3,3785000.0,4472000.0
Richard Johnson,30,S,78,23,1,1,1166000.0,1071000.0
Larry Griffin,30,S,76,23,0,3,826000.0,766000.0
Chris Dressel,30,TE,76,25,3,1,1958000.0,0.0
Jeff Parks,30,TE,65,21,0,4,120000.0,786000.0
Tim Smith,30,WR,77,29,6,1,1044000.0,0.0
Willie Drewery,30,WR,72,23,1,1,1236000.0,0.0
Mike Akiu,30,WR,69,24,1,1,652000.0,250000.0
Steve Tasker,30,WR,72,24,1,3,827000.0,871000.0
Tony Zendejas,30,K,85,26,1,5,795000.0,272000.0
Jesse Baker,30,DE,76,29,7,1,3531000.0,0.0
Robert Lyles,30,OLB,82,25,2,2,948000.0,307000.0
Avon Riley,30,OLB,75,28,5,1,1008000.0,860000.0
Harvey Salem,30,OT,78,25,3,2,3973000.0,0.0
Don Maggs,30,OT,78,24,0,4,4885000.0,7851000.0
Eric Fairs,30,MLB,72,22,0,3,1171000.0,0.0
Kirk Dodge,30,MLB,73,24,1,3,828000.0,0.0
Lee Johnson,30,P,86,24,1,4,1702000.0,3193000.0
Warren Moon,30,QB,84,29,7,3,18818000.0,0.0
Oliver Luck,30,QB,75,26,3,1,783000.0,903000.0
Jim Everett,30,QB,80,22,0,3,1390000.0,0.0
Neal Guggemos,31,CB,71,22,0,4,200000.0,474000.0
David Evans,31,CB,71,27,1,1,1172000.0,0.0
Kyle Morrell,31,CB,69,22,0,4,627000.0,332000.0
Joe Phillips,31,DT,79,23,0,4,1022000.0,0.0
Anthony Carter,31,WR,86,26,1,3,6930000.0,1016000.0
Leo Lewis,31,WR,79,30,5,1,2739000.0,241000.0
Hassan Jones,31,WR,77,22,0,3,2024000.0,0.0
Buster Rhymes,31,WR,70,24,1,3,530000.0,362000.0
Jim Hough,31,OG,82,30,8,4,944000.0,53000.0
Darrin Nelson,31,RB,85,26,2,1,8312000.0,0.0
Tim Newton,31,DT,74,23,1,3,1022000.0,186000.0
Mike Stensrud,31,DT,76,30,7,1,1701000.0,40000.0
Wayne Wilson,31,RB,82,27,4,3,5106000.0,1850000.0
Mike Lush,31,S,70,28,0,4,380000.0,637000.0
Ted Rosnagle,31,S,69,24,1,1,1067000.0,126000.0
Ted Brown,31,RB,78,29,7,4,1069000.0,0.0
Allen Rice,31,RB,73,24,3,2,744000.0,156000.0
Tommy Kramer,31,QB,86,31,9,4,32788000.0,0.0
Wade Wilson,31,QB,78,29,7,4,13896000.0,3576000.0
Steve Bono,31,QB,72,24,1,2,387000.0,0.0
Doug Martin,31,DE,83,25,3,1,7610000.0,4237000.0
Mark Mullaney,31,DE,77,33,11,1,697000.0,33000.0
Dave Huffman,31,OG,74,29,7,1,1172000.0,0.0
Tommy Sims,21,CB,71,21,0,4,904000.0,77000.0
David Howard,31,OLB,82,24,1,3,1075000.0,0.0
Dennis Fowlkes,31,OLB,68,25,3,1,895000.0,0.0
Tim Irwin,31,OT,83,28,5,4,1850000.0,1571000.0
Joey Browner,31,S,89,26,3,3,11455000.0,7719000.0
Willie Teal,31,S,75,28,6,2,1042000.0,0.0
Mike Mularkey,31,TE,76,24,3,1,1019000.0,0.0
Carl Hilton,31,TE,68,22,0,2,781000.0,218000.0
Jim Gustafson,31,WR,70,25,0,4,781000.0,1000.0
Chuck Nelson,31,K,82,27,4,1,1809000.0,0.0
Neil Elshire,31,DE,71,28,5,1,467000.0,0.0
Scott Studwell,31,MLB,84,32,9,3,7418000.0,10266000.0
Brent Boyd,31,OG,76,29,5,1,663000.0,0.0
Chris Martin,31,OLB,83,29,6,3,2455000.0,1174000.0
Jesse Solomon,31,OLB,79,22,0,4,1378000.0,0.0
Curtis Rouse,31,OT,74,26,4,3,1312000.0,0.0
Mark MacDonald,31,OT,70,25,1,2,904000.0,293000.0
Walker Lee Ashley,31,MLB,78,26,2,2,3919000.0,1426000.0
Matt Blair,31,MLB,72,35,11,1,665000.0,0.0
Greg Coleman,31,P,86,32,9,2,1118000.0,144000.0
Kenny Jackson,13,WR,80,24,2,2,2496000.0,1470000.0
Gregg Garrity,13,WR,73,25,3,2,810000.0,0.0
Mike Quick,13,WR,87,27,4,1,35921000.0,0.0
Gary Reasons,16,MLB,82,24,2,1,2252000.0,0.0
Ron Holmes,6,DE,80,23,1,2,2084000.0,882000.0
Anthony Batiste,21,OG,69,27,1,2,315000.0,0.0
Andre Townsend,4,DE,81,23,2,2,6133000.0,740000.0
