Team,Position,Name,OverallRating,JerseyNum,Archetype,_Description,SpeedRating,AccelerationRating,StrengthRating,AgilityRating,AwarenessRating,CatchingRating,CarryingRating,ThrowPowerRating,KickPowerRating,KickAccuracyRating,RunBlockRating,PassBlockRating,TackleRating,BreakTackleRating,JumpingRating,KickReturnRating,InjuryRating,StaminaRating,ToughnessRating,TruckingRating,ChangeOfDirectionRating,BCVisionRating,StiffArmRating,SpinMoveRating,JukeMoveRating,ImpactBlockingRating,RunBlockPowerRating,RunBlockFinesseRating,PassBlockPowerRating,PassBlockFinesseRating,LeadBlockRating,BreakSackRating,ThrowUnderPressureRating,PowerMovesRating,FinesseMovesRating,BlockSheddingRating,PursuitRating,PlayRecognitionRating,ManCoverageRating,ZoneCoverageRating,RunningStyleRating,SpectacularCatchRating,CatchInTrafficRating,ShortRouteRunningRating,MediumRouteRunningRating,DeepRouteRunningRating,HitPowerRating,PressRating,ReleaseRating,ThrowAccuracyShortRating,ThrowAccuracyMidRating,ThrowAccuracyDeepRating,PlayActionRating,ThrowOnTheRunRating,Height,Weight,Age,PLYR_BIRTHDATE,YearsPro,College,_TotalSalary,_SigningBonus,PLYR_HANDEDNESS,PLYR_PORTRAIT,PLYR_ASSETNAME
Saints,TE,Moliki Matavao,62,80,TE_Possession,,79,80,76,76,66,77,69,17,21,29,63,54,40,65,79,29,89,83,88,67,69,66,57,60,61,63,63,60,54,53,58,28,24,32,28,40,39,23,30,23,Long Stride Default,72,72,62,55,53,37,11,64,16,20,10,23,19,78,260,23,37697,1,UCLA ,1930000,0,Right,10650,MatavaoMoliki_15110
Saints,TE,Zaire Mitchell-Paden,60,84,TE_Possession,,75,80,75,74,63,74,70,24,20,15,60,56,37,53,83,14,87,80,82,63,68,63,59,50,59,63,57,59,58,55,56,18,10,11,12,33,34,23,17,19,Long Stride High and Tight,74,72,62,57,50,33,15,62,15,10,6,6,10,77,257,27,36392,1,FAU ,2130000,0,Right,0,MitchellPadenZaire_4740
Saints,WILL,Kaden Elliss,83,55,OLB_PassCoverage,,85,86,75,85,90,52,65,66,19,15,45,45,88,33,83,15,91,91,87,38,75,49,36,42,56,78,45,45,45,45,19,38,47,60,70,75,88,89,66,74,Default Stride Loose,53,50,23,13,7,85,45,20,46,41,37,33,44,74,238,31,34890,7,Idaho ,21000000,12000000,Right,119,EllissKaden_20749
Saints,WILL,Isaiah Stalbird,63,44,OLB_PassCoverage,,89,95,66,76,57,59,56,25,19,19,45,45,78,34,89,10,87,88,85,42,83,42,41,42,49,72,45,45,45,45,20,12,10,47,50,59,81,55,57,64,Default,45,45,22,20,18,76,49,18,6,6,6,6,6,73,215,26,36725,1,S. Dakota St. ,1070000,0,Right,11402,StalbirdIsaiah_4733
Saints,WR,Chris Olave,87,12,WR_DeepThreat,,93,94,59,91,87,95,69,25,19,19,37,28,17,68,82,75,86,88,85,32,92,79,42,72,75,39,15,21,13,18,21,22,19,10,10,20,38,29,21,29,Default Stride Loose,87,86,86,87,86,16,20,84,15,10,6,6,10,72,187,26,36704,4,Ohio State ,19530000,15200000,Right,1870,OlaveChris_22072
Saints,WR,Jordyn Tyson,76,0,WR_DeepThreat,,90,92,73,90,71,83,71,50,27,25,52,42,34,78,95,62,80,87,82,57,89,81,69,73,81,51,39,35,42,40,33,37,34,28,23,30,34,26,26,22,Default,85,82,76,79,80,32,25,79,40,35,33,30,41,74,203,22,38211,0,Arizona St. ,4370000,28090000,Right,11294,TysonJordyn_16231
Saints,WR,Devaughn Vele,74,14,WR_Slot,,90,90,58,83,76,88,71,49,20,20,40,28,33,69,86,80,84,80,79,41,80,76,49,68,74,37,15,21,20,27,26,28,31,10,10,32,35,25,20,27,Long Stride Default,83,85,76,75,73,28,25,71,37,30,23,24,37,77,210,28,35779,2,Utah ,3930000,90000,Right,10278,VeleDevaughn_1160
Saints,WR,Trey Palmer,71,10,WR_DeepThreat,,95,92,54,80,71,83,72,25,18,15,54,30,46,71,79,77,89,81,88,45,86,81,49,66,73,47,26,32,22,25,28,21,18,13,20,36,46,31,33,39,Default,79,78,73,74,76,40,37,71,15,10,6,6,10,72,192,25,36983,3,Nebraska ,3830000,160000,Right,2608,PalmerTrey_22776
Saints,WR,Bryce Lance,70,18,WR_DeepThreat,,94,95,69,83,59,80,73,38,22,17,51,26,47,73,94,63,90,86,89,53,85,77,61,68,75,40,25,28,19,22,29,26,25,28,31,42,44,39,35,41,Long Stride Default,79,80,70,73,76,43,36,72,27,22,18,24,25,75,204,24,37488,0,North Dakota St. ,4370000,760000,Right,11291,LanceBryce_5003
Saints,WR,Bub Means,70,16,WR_Playmaker,,91,92,67,81,74,82,69,40,19,15,44,35,36,73,90,32,88,81,82,54,80,78,58,70,80,47,30,37,23,31,32,25,16,10,10,32,33,21,20,29,Long Stride Loose,81,80,73,71,70,34,15,68,20,15,15,6,15,74,215,25,36901,2,Pittsburgh ,3560000,240000,Right,10422,MeansBub_1095
Saints,WR,Mason Tipton,70,15,WR_Playmaker,,94,92,59,82,68,80,74,35,18,12,43,35,30,75,88,78,93,84,86,47,86,79,56,65,77,48,26,28,27,25,30,27,22,10,10,33,37,18,17,21,Short Stride Loose,78,76,72,73,74,31,17,68,33,27,23,30,31,70,182,25,36796,2,Yale ,2790000,10000,Right,10977,TiptonMason_1356
Saints,WR,Ronnie Bell,69,11,WR_Playmaker,,88,90,58,90,62,81,70,47,18,12,51,33,26,76,91,68,84,81,81,54,90,79,47,72,74,46,21,22,20,22,31,31,26,10,10,26,31,14,13,18,Default,83,77,73,71,70,25,12,66,30,26,21,22,32,72,192,26,36553,3,Michigan ,2100000,0,Right,2823,BellRonnie_22807
Saints,WR,Barion Brown,69,19,WR_Playmaker,,92,91,56,87,65,76,69,30,27,24,45,25,26,71,82,85,88,86,85,43,85,80,52,72,79,37,21,23,25,20,27,22,18,20,22,23,24,26,17,18,Default,82,76,68,70,72,24,19,68,28,23,19,24,21,71,177,22,37967,0,LSU ,4370000,280000,Right,11288,BrownBarion_16318
Saints,WR,Jalen Cropper,68,85,WR_Playmaker,Saints,92,92,59,81,49,81,65,25,17,13,42,24,35,72,80,73,93,86,92,48,85,84,50,73,77,39,14,7,21,19,24,22,19,10,10,27,35,24,23,31,Default Stride Loose,78,74,75,74,74,29,24,68,15,10,6,6,10,72,180,25,37014,3,Fresno State ,1080000,0,Right,6053,CropperJalen_22783
Saints,WR,Kevin Austin Jr,62,81,WR_DeepThreat,,91,94,67,90,48,75,71,32,23,22,46,40,38,65,92,50,85,82,86,38,85,73,49,64,69,48,23,18,21,19,30,23,21,11,11,34,39,42,38,35,Default Stride Loose,75,76,66,65,63,42,43,72,15,10,6,6,10,74,200,26,36615,4,Notre Dame ,2030000,0,Right,1151,AustinJrKevin_22354
Seahawks,C,Jalen Sundell,69,61,C_Agile,,66,61,84,65,74,26,29,23,11,11,73,75,33,16,72,10,89,86,86,25,47,25,21,10,10,79,70,75,72,77,81,12,10,15,15,36,32,10,12,12,Long Stride Awkward,23,24,14,12,6,36,10,18,6,6,6,6,6,77,301,26,36451,2,North Dakota St. ,2720000,0,Right,10972,SundellJalen_1372
Seahawks,C,Olusegun Oluwatimi,66,55,C_Power,,60,71,84,60,65,27,25,27,21,20,72,71,28,5,72,10,92,87,90,15,53,10,10,10,10,84,75,69,74,66,78,14,10,31,21,21,26,26,12,10,Default Stride Awkward,26,22,10,8,5,39,10,12,6,6,6,6,6,75,308,27,36377,3,Michigan ,3830000,290000,Right,2342,OluwatimiOlusegun_22886
Seahawks,C,Federico Maranges,61,62,C_Power,,66,75,86,58,60,33,29,22,20,24,71,68,32,12,76,10,85,83,84,30,57,25,31,18,24,79,70,67,69,67,79,12,15,32,25,37,33,20,13,15,Default Stride Awkward,12,10,10,5,5,42,10,12,6,6,6,6,6,74,302,24,37169,1,FAU ,880000,0,Right,11053,MarangesFederico_4694
Seahawks,CB,Devon Witherspoon,91,21,CB_Slot,,91,93,60,91,90,75,59,35,20,17,34,28,77,62,89,62,91,93,97,25,91,72,34,67,75,49,34,35,22,22,11,12,10,32,46,56,87,92,88,86,Default Stride Loose,67,68,25,15,12,83,82,22,15,10,6,6,10,72,180,25,36871,3,Illinois ,24990000,28010000,Left,2485,WitherspoonDevon_23023
Seahawks,CB,Josh Jobe,77,29,CB_Zone,,89,89,63,80,83,58,58,29,21,14,35,31,73,49,84,40,88,86,85,33,79,62,32,65,71,53,35,35,31,31,22,13,10,29,37,50,74,82,76,79,Long Stride Default,57,53,21,14,11,66,75,25,6,6,6,6,15,71,190,28,35894,4,Alabama ,15470000,8490000,Right,1778,JobeJosh_22212
Seahawks,CB,Noah Igbinoghene,71,17,CB_MantoMan,,90,91,61,87,68,64,65,28,18,14,35,35,56,58,93,82,83,87,82,33,86,74,41,71,78,48,35,35,35,35,17,17,17,28,37,49,73,67,71,69,Default Stride Loose,67,49,58,53,47,57,75,44,6,6,6,6,6,71,197,26,36491,6,Auburn ,1210000,550000,Right,375,IgbinogheneNoah_21013
Seahawks,CB,Julian Neal,71,1,CB_Slot,,89,90,64,84,73,67,61,29,16,14,35,35,64,57,93,57,88,86,84,35,85,68,57,64,67,46,35,35,35,35,14,18,10,34,38,50,76,73,70,71,Default Stride Loose,64,59,42,39,35,63,76,41,6,6,6,6,6,74,203,23,37664,0,Arkansas ,5340000,1320000,Right,11300,NealJulian_1884
Seahawks,CB,Nehemiah Pritchett,69,28,CB_Zone,,94,92,50,85,64,62,55,24,22,18,35,30,53,66,83,83,89,85,75,23,86,67,43,65,71,42,25,24,22,21,14,21,10,23,32,44,69,62,66,73,Default Stride High and Tight,58,50,35,30,25,55,74,42,12,8,6,9,6,72,190,25,36933,2,Auburn ,4010000,370000,Right,10215,PritchettNehemiah_14963
Seahawks,CB,Michael Dansby,67,37,CB_Zone,,90,93,57,90,60,64,57,23,14,12,35,35,55,54,89,54,89,89,83,31,84,63,36,64,69,49,35,35,35,35,15,19,10,37,38,47,68,59,69,70,Default Stride Loose,63,64,28,27,31,58,70,27,6,6,6,6,6,72,185,25,36965,0,Arizona ,4370000,120000,Right,11349,DansbyMichael_10206
Seahawks,CB,Andre Fuller,67,35,CB_MantoMan,,89,92,64,84,60,65,57,24,16,14,35,35,57,55,84,54,86,88,85,32,82,63,35,62,71,48,35,35,35,35,16,17,10,36,40,46,68,58,72,66,Default Stride Loose,61,58,26,28,23,59,71,30,6,6,6,6,6,73,200,24,37354,0,Toledo ,4370000,120000,Right,11298,FullerAndre_1809
Seahawks,CB,Shemar Jean-Charles,66,34,CB_MantoMan,,87,86,61,83,69,56,54,23,13,11,35,35,53,37,84,55,90,86,69,31,84,60,29,65,73,39,35,35,35,35,18,12,15,31,32,39,69,71,70,65,Default Stride Loose,62,54,29,24,21,42,67,28,6,6,6,6,6,70,184,28,35966,5,Appalach. St. ,1210000,20000,Right,1340,JeanCharlesShemar_21699
Seahawks,DT,Leonard Williams,88,99,DT_NoseTackle,,77,75,90,70,97,42,58,35,18,17,45,45,87,15,73,10,94,86,85,49,58,38,50,34,44,90,45,45,45,45,18,12,14,86,73,88,85,95,25,33,Default Stride Awkward,25,29,15,8,4,82,20,15,6,6,6,6,6,77,310,32,34505,11,USC ,18300000,36760000,Right,7381,WilliamsLeonard_2527
Seahawks,DT,Byron Murphy II,85,91,DT_NoseTackle,,77,81,91,67,89,46,42,25,20,18,45,45,89,38,80,10,91,83,88,53,64,53,48,41,45,87,45,45,45,45,26,12,10,84,79,82,87,88,25,34,Default Stride Awkward,25,22,29,23,20,82,29,28,6,6,6,6,6,73,308,23,37507,2,Texas ,4190000,11870000,Right,10189,MurphyIIByron_14758
Seahawks,DT,Jarran Reed,78,90,DT_NoseTackle,,71,66,89,61,87,30,33,23,17,17,45,44,88,10,76,9,92,83,87,29,53,18,25,17,16,86,46,45,44,45,34,12,15,66,77,78,81,84,18,26,Long Stride Loose,16,14,13,5,3,78,13,15,6,6,6,6,6,75,315,33,33954,10,Alabama ,15970000,5910000,Right,8191,ReedJarran_17688
Seahawks,DT,Rylie Mills,69,98,DT_NoseTackle,,73,77,84,66,65,24,44,12,25,22,45,45,81,45,66,29,87,83,85,49,61,42,46,29,33,86,45,45,45,45,25,16,11,76,63,76,78,62,18,19,Long Stride Awkward,22,18,17,15,12,75,15,19,15,10,8,12,14,77,296,25,37123,1,Notre Dame ,3910000,450000,Right,10663,MillsRylie_15215
Seahawks,DT,Mike Morris,68,94,DT_NoseTackle,,74,84,82,69,63,51,52,22,17,14,45,40,75,29,71,10,91,69,88,44,61,45,47,35,42,85,45,45,40,40,29,7,8,69,59,79,74,65,25,32,Long Stride Awkward,45,41,25,16,11,81,35,19,11,5,5,6,6,78,306,25,37003,3,Michigan ,3440000,320000,Right,2320,MorrisMike_22976
Seahawks,DT,Deven Eastern,64,97,DT_NoseTackle,,67,75,85,56,60,34,42,17,17,27,45,45,75,15,69,10,85,75,87,43,54,29,43,29,29,88,45,45,45,45,28,12,10,73,66,75,76,58,23,24,Long Stride Awkward,29,29,19,17,2,77,21,25,6,6,6,6,6,77,315,23,37716,0,Minnesota ,4370000,120000,Right,11297,EasternDeven_1854
Seahawks,DT,Brandon Pili,63,95,DT_NoseTackle,,61,72,82,60,68,22,23,18,10,9,45,40,73,16,72,10,80,72,88,30,49,14,25,16,17,86,45,45,40,40,26,12,5,62,55,73,70,67,12,14,Default Stride Awkward,12,13,10,8,5,77,11,12,7,6,5,5,6,75,334,27,36252,3,USC ,1340000,380000,Right,4848,PiliBrandon_23298
Seahawks,FB,Robbie Ouzts,73,40,FB_Blocking,,75,74,82,72,69,75,70,23,28,24,62,57,44,56,82,23,86,82,87,69,68,63,60,49,56,73,60,64,56,55,85,27,25,37,30,37,40,30,18,25,Long Stride Default,69,68,65,58,51,40,16,57,27,8,27,17,30,76,274,23,37505,1,Alabama ,4090000,320000,Right,10685,OuztsRobbie_15109
Seahawks,FS,Bud Clark,75,9,S_Zone,,91,91,65,86,75,64,55,40,21,22,35,35,69,59,88,64,84,95,87,52,87,62,44,55,71,61,35,35,35,35,24,45,37,39,49,53,79,72,70,72,Default Stride Loose,63,65,42,39,32,73,67,38,43,40,37,34,33,73,188,24,37379,0,TCU ,5670000,2160000,Right,11296,ClarkBud_16411
Seahawks,FS,Ty Okada,75,39,S_Zone,,90,91,62,88,75,64,67,52,26,22,35,35,66,64,94,45,89,82,77,49,90,73,48,66,73,51,35,35,35,35,26,45,31,32,38,49,72,72,70,75,Default Stride Loose,66,60,35,28,26,79,61,29,51,46,40,41,51,71,200,27,36315,3,Montana State ,1140000,0,Right,10432,OkadaTy_23381
Seahawks,FS,D'Anthony Bell,67,23,S_Hybrid,,88,88,66,83,65,62,59,27,14,12,35,35,68,63,86,60,91,82,87,49,81,73,55,68,72,63,35,35,35,35,26,15,17,45,40,58,70,63,67,69,Default Stride Loose,54,55,51,47,44,86,73,48,6,6,6,6,6,73,211,29,35355,4,West Florida ,1210000,240000,Right,2818,BellDAnthony_22518
Seahawks,FS,Maxen Hook,65,43,S_Hybrid,,88,91,64,86,61,66,60,24,19,15,35,35,64,52,85,79,87,90,87,46,80,64,43,59,68,52,35,35,35,35,25,14,12,34,34,48,74,58,66,68,Default Stride Loose,58,56,34,29,24,75,66,31,6,6,6,6,6,73,201,25,37122,1,Toledo ,880000,0,Right,10591,HookMaxen_15339
Seahawks,HB,Zach Charbonnet,83,26,HB_PowerBack,,88,89,79,82,84,73,97,23,18,16,48,55,50,86,85,65,87,86,83,92,78,86,81,76,82,43,32,23,40,33,41,26,11,31,38,41,50,45,25,31,Default,52,53,63,56,47,49,28,51,18,14,10,10,20,73,220,25,36899,3,UCLA ,4860000,2000000,Right,1919,CharbonnetZach_22732
Seahawks,HB,Jadarian Price,75,8,HB_ElusiveBack,,89,90,72,88,76,66,88,35,24,25,41,52,22,77,84,80,88,83,88,70,84,83,64,77,83,44,28,23,27,29,41,23,18,18,12,26,26,28,21,23,Default,48,47,55,48,40,26,20,42,24,19,17,22,24,71,209,22,37903,0,Notre Dame ,5880000,8640000,Right,11301,PriceJadarian_16368
Seahawks,HB,Emanuel Wilson,73,27,HB_ElusiveBack,,90,93,72,82,78,68,88,35,16,17,51,54,37,78,86,70,90,84,85,79,81,80,79,73,80,50,42,39,40,41,44,32,11,10,10,31,36,22,10,15,Default Stride Loose,60,62,62,57,49,41,10,53,29,26,21,10,21,71,226,27,36288,3,Fort Valley State ,1140000,450000,Right,6056,WilsonEmanuel_23335
Seahawks,HB,Velus Jones Jr,68,33,HB_ReceivingBack,,94,95,64,79,62,78,76,28,16,11,46,30,21,74,81,84,92,79,82,41,75,79,64,70,79,44,26,33,22,18,30,24,20,10,10,21,26,16,11,16,Default,77,78,71,68,72,19,13,73,20,15,10,10,16,72,200,29,35561,4,Tennessee ,1080000,0,Right,1791,JonesJrVelus_22089
Seahawks,HB,George Holani,67,36,HB_ElusiveBack,,89,92,71,78,70,69,87,42,17,13,34,53,25,76,89,72,82,83,79,73,80,79,68,71,78,42,31,26,36,31,38,22,15,10,10,27,24,20,15,18,Default,58,62,60,55,45,31,15,50,31,26,20,15,17,70,208,26,36510,2,Boise State ,1070000,0,Right,10108,HolaniGeorge_9718
Seahawks,K,Jason Myers,84,5,KP_Accurate,,69,71,43,47,69,30,34,45,95,94,20,20,20,12,40,10,85,80,50,15,45,19,16,23,14,15,15,15,15,15,15,13,13,10,10,10,28,15,10,25,Default Stride Awkward,12,10,10,10,10,12,10,12,35,30,25,20,20,70,190,35,33370,11,Marist ,15090000,7480000,Right,7773,MyersJason_2772
Seahawks,LEDG,DeMarcus Lawrence,87,0,DE_RunStopper,,84,82,87,77,92,33,42,25,19,19,45,45,86,33,83,10,84,84,95,45,66,54,42,32,42,88,45,45,45,45,13,12,14,77,80,87,88,94,39,50,Default,25,24,15,8,4,84,44,20,6,6,6,6,6,75,254,34,33722,12,Boise State ,23450000,9440000,Right,6487,LawrenceDeMarcus_11079
Seahawks,LEDG,Dante Fowler Jr,75,56,DE_SmallerSpeedRusher,,81,84,73,80,82,51,55,25,21,22,45,45,78,35,79,10,84,81,77,55,66,50,45,52,45,84,45,45,45,45,12,12,16,68,77,70,83,78,41,45,Default Stride Loose,44,45,15,8,4,83,42,28,6,6,6,6,6,75,261,32,34549,11,Florida ,1320000,1180000,Right,7120,FowlerJrDante_2528
Seahawks,LEDG,Jamie Sheriff,67,50,DE_PowerRusher,,82,87,78,77,67,43,42,20,21,22,45,45,77,22,80,10,90,78,88,28,68,40,29,30,38,78,45,45,45,45,26,12,14,68,63,71,77,64,39,48,Long Stride Loose,38,27,10,5,5,75,37,16,6,6,6,6,6,73,254,26,36756,2,South Alabama ,880000,0,Right,10963,SheriffJamie_1326
Seahawks,LEDG,Jared Ivey,59,51,DE_RunStopper,,67,66,74,66,60,35,34,20,15,13,45,45,76,21,75,10,87,78,84,31,58,32,33,28,34,77,45,45,45,45,20,12,10,64,71,72,79,58,36,46,Default Stride Awkward,21,20,15,7,5,77,32,15,6,6,6,6,6,78,274,24,37230,1,Ole Miss ,2960000,0,Right,10602,IveyJared_15187
Seahawks,LG,Grey Zabel,75,76,G_Agile,,74,79,88,62,78,24,25,17,17,14,77,76,30,9,84,10,91,91,87,21,61,15,17,9,10,83,75,78,73,78,84,11,14,19,17,25,27,20,10,10,Default Stride Awkward,15,10,12,5,5,26,10,14,6,6,6,6,6,78,312,24,37345,2,North Dakota St. ,4190000,14260000,Right,10792,ZabelGrey_10582
Seahawks,LG,Christian Haynes,71,64,G_Power,,71,75,87,68,76,29,33,23,15,15,72,73,33,32,80,10,95,86,93,35,56,33,44,23,27,83,71,72,75,72,82,7,7,10,10,20,29,23,12,15,Default Stride Awkward,32,31,19,11,10,38,10,21,21,15,13,11,9,75,317,26,36629,2,Connecticut ,4740000,1040000,Right,10105,HaynesChristian_14707
Seahawks,LG,Bryce Cabeldue,66,77,G_Power,,74,77,90,61,67,30,41,19,13,13,70,68,41,5,71,10,86,87,87,18,61,18,22,10,10,80,71,69,69,66,78,12,11,31,29,34,27,20,11,11,Long Stride Awkward,16,13,12,5,5,44,10,13,6,6,6,6,6,77,308,24,37138,1,Kansas ,4190000,210000,Right,10882,CabeldueBryce_16146
Seahawks,LS,Chris Stoll,62,41,LS_Accurate,,75,74,65,61,49,46,61,33,13,12,54,52,48,15,71,10,91,72,80,42,53,33,45,29,34,67,49,55,50,53,55,10,10,10,10,43,39,32,15,14,Default Stride Awkward,42,44,40,38,34,60,14,32,16,9,6,6,7,74,255,28,36010,3,Penn State ,2400000,500000,Right,5009,StollChris_23286
Seahawks,LT,Charles Cross,83,67,OT_PassProtector,,73,74,84,56,88,20,25,23,19,14,81,87,25,18,75,10,91,88,81,15,60,12,20,10,10,82,77,84,84,89,83,14,9,10,10,22,28,21,10,10,Default Stride Awkward,15,14,15,10,5,30,10,12,6,6,6,6,6,77,317,25,36855,4,Mississippi St. ,67110000,51470000,Right,1318,CrossCharles_22437
Seahawks,LT,Josh Jones,71,74,OT_Power,,66,66,85,59,72,36,40,30,25,25,75,79,35,6,71,10,90,86,85,20,51,10,30,10,10,85,76,75,78,80,83,12,13,10,10,20,28,15,12,15,Long Stride Awkward,15,15,15,5,5,20,10,15,6,6,6,6,6,79,339,29,35603,6,Houston ,2240000,1710000,Right,405,JonesJosh_21114
Seahawks,LT,Bobby Hart,64,68,OT_Power,,49,50,84,50,77,39,45,35,25,21,71,71,40,5,68,15,91,78,80,25,40,10,10,10,10,75,70,73,72,70,72,12,11,10,10,40,39,10,12,12,Default Stride Awkward,15,15,15,5,5,20,10,15,6,6,6,6,6,77,310,32,34567,11,Florida State ,1080000,0,Right,7492,HartBobby_2658
Seahawks,MIKE,Ernest Jones IV,84,13,MLB_RunStopper,,87,87,74,73,85,73,62,22,16,13,49,46,92,35,91,10,89,89,86,46,73,47,46,39,60,91,47,49,46,46,36,12,15,65,45,80,91,86,63,67,Default Stride Loose,53,47,38,32,27,87,45,38,6,6,6,6,6,74,230,26,36486,5,South Carolina ,19700000,9900000,Right,1595,JonesErnest_21921
Seahawks,MIKE,Patrick O'Connell,57,52,MLB_RunStopper,,82,87,62,83,59,60,53,31,15,15,45,45,76,42,89,25,90,80,75,48,78,55,47,51,55,63,45,45,45,45,24,12,8,55,65,56,79,60,46,51,Default Stride Loose,52,48,15,10,5,78,45,20,21,15,11,12,11,73,227,27,36160,3,Montana ,1140000,0,Right,10429,OConnellPatrick_23382
Seahawks,P,Michael Dickson,85,4,KP_Accurate,,77,75,47,65,71,26,38,36,96,96,16,17,30,12,31,10,90,86,72,12,54,19,10,16,24,16,16,16,17,17,16,15,20,10,10,28,38,17,11,16,Default Stride Loose,15,15,15,15,15,17,10,15,29,24,18,18,22,74,208,30,35068,8,Texas ,14150000,6300000,Right,8870,DicksonMichael_13391
Seahawks,QB,Sam Darnold,87,14,QB_FieldGeneral,,82,81,60,80,82,37,57,91,18,14,25,19,36,58,67,10,90,86,91,44,76,81,46,52,66,22,15,10,14,19,19,72,90,10,10,31,39,20,24,35,Default,44,16,14,13,11,28,20,12,92,91,96,85,90,75,225,29,35586,8,USC ,46900000,44800000,Right,8861,DarnoldSam_13097
Seahawks,QB,Drew Lock,66,2,QB_FieldGeneral,,82,84,68,79,68,42,56,89,18,12,24,13,22,52,76,20,87,77,91,46,79,71,33,31,40,23,18,14,14,13,14,68,74,10,10,20,26,15,14,16,Default,37,28,29,23,17,19,10,12,84,78,73,75,75,76,228,29,35379,7,Missouri ,4000000,1000000,Right,9553,LockDrew_20328
Seahawks,QB,Jalen Milroe,66,6,QB_Scrambler,,93,93,69,89,49,40,56,92,28,21,30,23,42,75,87,33,88,81,89,52,87,87,68,73,78,26,33,33,32,32,31,74,74,38,38,37,28,26,20,18,Default Stride Loose,18,21,19,19,23,40,19,28,76,75,76,79,77,74,216,23,37603,1,Alabama ,4190000,2040000,Right,10664,MilroeJalen_14800
Seahawks,REDG,Derick Hall,77,58,DE_PowerRusher,,87,92,76,76,77,52,49,30,14,12,45,40,80,34,81,29,92,84,87,44,78,52,45,45,48,81,45,45,40,40,25,22,12,81,71,74,82,73,47,56,Default Stride Loose,47,45,42,37,35,80,42,44,26,21,15,14,23,75,260,25,36969,3,Auburn ,26160000,18570000,Right,2179,HallDerick_22974
Seahawks,REDG,Uchenna Nwosu,76,7,DE_SmallerSpeedRusher,,82,85,73,81,81,63,47,18,17,13,45,45,80,30,78,10,92,86,82,33,72,41,33,42,52,75,45,45,45,45,20,15,13,72,78,79,83,79,47,60,Long Stride Loose,43,46,15,5,5,83,37,35,6,6,6,6,6,74,265,29,35427,8,USC ,16700000,33660000,Right,9008,NwosuUchenna_13145
Seahawks,REDG,Connor O'Toole,64,57,DE_SmallerSpeedRusher,,84,87,81,82,48,34,69,22,16,13,45,45,78,35,85,10,86,79,85,36,71,42,34,35,40,73,45,45,45,45,20,11,13,65,66,66,77,51,43,49,Default Stride Loose,42,39,18,7,5,77,35,14,6,6,6,6,6,75,248,24,37495,1,Utah ,2960000,30000,Right,11087,OTooleConnor_4738
Seahawks,RG,Anthony Bradford,72,75,G_Power,,70,84,92,56,74,24,31,12,15,16,77,69,30,9,74,10,87,88,85,14,52,11,10,10,10,86,79,74,72,65,70,12,7,10,10,25,22,21,11,12,Long Stride Awkward,14,16,11,9,7,20,10,11,10,7,6,5,6,77,335,25,37009,3,LSU ,6360000,800000,Right,1705,BradfordAnthony_22893
Seahawks,RG,Beau Stephens,70,60,G_Agile,,61,68,87,64,69,28,24,15,28,23,76,77,32,10,70,10,85,84,87,22,52,15,14,10,10,81,73,75,72,75,79,13,14,31,32,28,35,27,17,16,Long Stride Awkward,22,18,17,5,5,29,10,11,6,6,6,6,6,78,315,23,37561,0,Iowa ,4370000,520000,Right,11302,StephensBeau_16308
Seahawks,RT,Abraham Lucas,83,72,OT_Agile,,74,80,87,75,88,38,44,11,16,14,86,84,32,27,72,10,88,92,79,32,59,35,27,17,23,82,83,87,82,85,78,12,10,22,19,30,31,32,10,10,Default Stride Awkward,36,33,34,27,22,26,10,31,5,5,5,5,5,78,322,27,36093,4,Wash. St. ,35830000,14840000,Right,1815,LucasAbraham_22105
Seahawks,RT,Logan Brown,63,73,OT_Power,,66,75,86,60,61,22,25,17,15,13,70,68,32,9,78,10,84,81,80,25,64,12,15,10,10,80,69,69,69,68,79,12,13,20,14,31,29,16,11,12,Long Stride Awkward,14,14,12,5,5,32,10,13,6,6,6,6,6,78,311,25,36998,1,Kansas ,880000,0,Right,10504,BrownLogan_15134
Seahawks,RT,Amari Kight,60,79,OT_Agile,,64,64,78,48,59,22,25,13,14,13,68,71,23,10,71,10,85,82,79,23,47,14,16,10,10,77,68,69,71,73,76,12,10,19,10,23,25,14,11,11,Default Stride Awkward,12,14,13,5,5,25,10,12,6,6,6,6,6,77,299,25,36881,1,UCF ,1840000,0,Right,11009,KightAmari_4700
Seahawks,SAM,Chazz Surratt,64,44,OLB_RunStopper,,85,86,75,81,64,58,66,67,21,20,45,45,74,41,77,10,88,79,84,44,72,61,52,55,62,67,45,45,45,45,13,60,48,52,57,61,83,60,54,63,Default Stride Loose,35,33,15,5,5,84,40,20,63,59,52,51,59,74,233,29,35477,5,North Carolina ,1210000,150000,Right,950,SurrattChazz_21478
Seahawks,SS,Nick Emmanwori,86,3,S_RunSupport,,93,93,70,83,88,74,65,25,21,18,35,35,77,59,96,43,91,92,91,51,81,70,48,62,70,61,35,35,35,35,25,15,12,44,44,68,85,86,79,76,Default Stride Loose,65,60,39,34,30,83,74,37,6,6,6,6,6,75,220,22,38024,1,South Carolina ,6510000,5050000,Right,10543,EmmanworiNick_15359
