cohort,name,pos,team,appearance,skin_source,skin_agreement,hair_source,band
draft_1981,Anthony Washington,S,Rookie,Head5a Eyes1e Hair4l Beard4e Eyebrows4b Nose5b Mouth5b Glasses1e Clothes1,archive era-majority,1.00,generated,dark
draft_1981,Guy Prather,OLB,Rookie,Head4a Eyes1b Hair4d Beard4b Eyebrows4a Nose4c Mouth4a Glasses1e Clothes2,archive era-majority,1.00,generated,dark
draft_1981,Don Smerek,DE,Rookie,Head2b Eyes1d Hair4e Beard4b Eyebrows4a Nose2d Mouth2b Glasses1e Clothes2,archive era-majority,1.00,generated,light
draft_1981,Art Plunkett,OT,Rookie,Head1a Eyes1e Hair1g Beard1g Eyebrows1a Nose1a Mouth1a Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),light
draft_1981,Russ Grimm,OG,Rookie,Head2a Eyes1d Hair3h Beard3g Eyebrows3b Nose2d Mouth2a Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),light
draft_1981,Toussaint Tyler,RB,Rookie,Head5a Eyes1c Hair4i Beard4a Eyebrows4b Nose5d Mouth5b Glasses1e Clothes1,archive era-majority,1.00,generated,dark
draft_1981,Neil Elshire,DT,Rookie,Head1b Eyes1e Hair1e Beard1g Eyebrows1a Nose1b Mouth1b Glasses1e Clothes2,archive era-majority,1.00,generated,light
draft_1981,Alvin Hall,CB,Rookie,Head5a Eyes1a Hair2f Beard2e Eyebrows2b Nose5a Mouth5a Glasses1e Clothes2,archive era-majority,1.00,generated,dark
draft_1981,Harold Bailey,WR,Rookie,Head5a Eyes1a Hair5b Beard5c Eyebrows5b Nose5c Mouth5a Glasses1e Clothes1,archive era-majority,1.00,generated,dark
draft_1981,Tom Flick,QB,Rookie,Head2a Eyes1b Hair1f Beard1f1 Eyebrows1b Nose2b Mouth2a Glasses1e Clothes2,archive era-majority,1.00,generated,light
draft_1981,Turk Schonert,QB,Rookie,Head1a Eyes1a Hair3a Beard3b Eyebrows3a Nose1c Mouth1b Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),light
draft_1981,Dave Klug,MLB,Rookie,Head3b Eyes1a Hair5j Beard5f1 Eyebrows5b Nose3c Mouth3b Glasses1e Clothes1,archive era-majority,1.00,generated,light
draft_1981,Frank Wattelet,S,Rookie,Head4a Eyes1d Hair1s Beard1f2 Eyebrows1a Nose4d Mouth4a Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
draft_1981,Scott Pelluer,OLB,Rookie,Head1a Eyes1a Hair4d Beard4d Eyebrows4b Nose1a Mouth1b Glasses1e Clothes2,archive era-majority,1.00,generated,light
draft_1981,Steve Cox,P,Rookie,Head1a Eyes1c Hair1b Beard1b Eyebrows1b Nose1b Mouth1a Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),light
draft_1981,Jarvis Redwine,RB,Rookie,Head5a Eyes1d Hair4h Beard4a Eyebrows4a Nose5b Mouth5a Glasses1e Clothes1,archive era-majority,1.00,generated,dark
draft_1981,Buster Barnett,TE,Rookie,Head4b Eyes1b Hair5f Beard5g Eyebrows5a Nose4b Mouth4a Glasses1e Clothes1,archive era-majority,1.00,generated,dark
draft_1981,Chris Linnin,DT,Rookie,Head3a Eyes1d Hair4l Beard4a Eyebrows4a Nose3b Mouth3b Glasses1e Clothes1,archive era-majority,1.00,generated,light
draft_1981,Lynn Thomas,CB,Rookie,Head5b Eyes1d Hair4e Beard4e Eyebrows4a Nose5a Mouth5a Glasses1e Clothes1,archive era-majority,1.00,generated,dark
draft_1981,Marcus Anderson,WR,Rookie,Head4a Eyes1c Hair4e Beard4d Eyebrows4b Nose4a Mouth4a Glasses1e Clothes1,archive era-majority,1.00,generated,dark
draft_1981,Johnny Robinson,DE,Rookie,Head5a Eyes1b Hair1d Beard1d Eyebrows1b Nose5a Mouth5b Glasses1e Clothes1,archive era-majority,1.00,generated,dark
draft_1981,John Roveto,K,Rookie,Head1a Eyes1e Hair2k Beard2a Eyebrows2a Nose1a Mouth1a Glasses1e Clothes2,archive era-majority,1.00,generated,light
draft_1981,Hubie Oliver,RB,Rookie,Head4a Eyes1a Hair1r2 Beard1d Eyebrows1a Nose4a Mouth4a Glasses1e Clothes2,registry-1986 family,1.00,registry-1986 (whole),dark
draft_1981,Tim Irwin,OT,Rookie,Head5a Eyes1b Hair1o Beard1e Eyebrows1b Nose5a Mouth5a Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
draft_1981,Eric Hurt,S,Rookie,Head1a Eyes1c Hair3a Beard3c Eyebrows3a Nose1b Mouth1b Glasses1e Clothes1,archive era-majority,1.00,generated,light
draft_1981,Howard Carson,OLB,Rookie,Head5a Eyes1c Hair5b Beard5a Eyebrows5b Nose5b Mouth5b Glasses1e Clothes1,no source -> league prior,0.00,generated,dark
draft_1981,Milt McColl,MLB,Rookie,Head4a Eyes1a Hair3a Beard3c Eyebrows3a Nose4b Mouth4a Glasses1e Clothes2,archive era-majority,1.00,generated,dark
draft_1981,Glen Titensor,OG,Rookie,Head2a Eyes1c Hair1r2 Beard1e Eyebrows1b Nose2c Mouth2b Glasses1e Clothes2,registry-1986 family,1.00,registry-1986 (whole),light
draft_1981,Scott Woerner,CB,Rookie,Head1a Eyes1c Hair4f Beard4a Eyebrows4b Nose1d Mouth1a Glasses1e Clothes2,archive era-majority,1.00,generated,light
draft_1981,Malcolm Barnwell,WR,Rookie,Head5a Eyes1d Hair1a Beard1g Eyebrows1a Nose5a Mouth5a Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
draft_1981,Calvin Murray,RB,Rookie,Head5a Eyes1c Hair4d Beard4b Eyebrows4a Nose5a Mouth5a Glasses1e Clothes2,archive era-majority,1.00,generated,dark
draft_1981,Bob Cobb,DT,Rookie,Head4a Eyes1d Hair2a Beard2a Eyebrows2b Nose4d Mouth4a Glasses1e Clothes1,archive era-majority,1.00,generated,dark
draft_1981,Lin Dawson,TE,Rookie,Head5a Eyes1c Hair3b Beard3e Eyebrows3b Nose5b Mouth5b Glasses1e Clothes2,registry-1986 family,1.00,registry-1986 (whole),dark
draft_1981,Avon Riley,OLB,Rookie,Head3a Eyes1d Hair1r2 Beard1g Eyebrows1a Nose3a Mouth3a Glasses1e Clothes2,registry-1986 family,1.00,registry-1986 (whole),light
draft_1981,Rick Gervais,S,Rookie,Head5a Eyes1a Hair4g Beard4a Eyebrows4a Nose5c Mouth5a Glasses1e Clothes2,archive era-majority,1.00,generated,dark
draft_1981,Pat Ogrin,DE,Rookie,Head2a Eyes1b Hair2b Beard2f1 Eyebrows2a Nose2b Mouth2a Glasses1e Clothes2,archive era-majority,1.00,generated,light
draft_1981,Bill Ring,RB,Rookie,Head4a Eyes1c Hair3d Beard3f2 Eyebrows3a Nose4b Mouth4b Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
draft_1981,Hector Gray,CB,Rookie,Head4a Eyes1e Hair1j Beard1g Eyebrows1b Nose4c Mouth4a Glasses1e Clothes2,archive era-majority,1.00,generated,dark
draft_1981,Virgil Seay,WR,Rookie,Head4b Eyes1a Hair4c Beard4f2 Eyebrows4a Nose4d Mouth4b Glasses1e Clothes1,archive era-majority,1.00,generated,dark
draft_1981,Frank Giddens,OT,Rookie,Head2a Eyes1d Hair2f Beard2e Eyebrows2a Nose2d Mouth2b Glasses1e Clothes2,archive era-majority,1.00,generated,light
draft_1981,Guy Frazier,MLB,Rookie,Head5b Eyes1e Hair1s Beard1g Eyebrows1a Nose5c Mouth5a Glasses1e Clothes2,registry-1986 family,1.00,registry-1986 (whole),dark
draft_1981,Ralph DeLoach,DT,Rookie,Head5a Eyes1b Hair2b Beard2e Eyebrows2a Nose5b Mouth5a Glasses1e Clothes2,archive era-majority,1.00,generated,dark
draft_1981,Chester Willis,RB,Rookie,Head5a Eyes1d Hair5c Beard5g Eyebrows5b Nose5b Mouth5a Glasses1e Clothes2,archive season-majority,0.67,generated,dark
draft_1981,Gary Woolford,S,Rookie,Head3a Eyes1b Hair1g Beard1f1 Eyebrows1b Nose3c Mouth3a Glasses1e Clothes1,archive era-majority,1.00,generated,light
draft_1981,John Woodring,OLB,Rookie,Head2a Eyes1a Hair1j Beard1d Eyebrows1a Nose2d Mouth2a Glasses1e Clothes2,archive era-majority,1.00,generated,light
draft_1981,Edwin Bailey,OG,Rookie,Head5a Eyes1d Hair1d Beard1e Eyebrows1a Nose5c Mouth5b Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
draft_1981,Keith Lee,CB,Rookie,Head4a Eyes1e Hair4g Beard4e Eyebrows4b Nose4a Mouth4a Glasses1e Clothes2,archive era-majority,1.00,generated,dark
draft_1981,James Murphy,WR,Rookie,Head5b Eyes1d Hair1f Beard1g Eyebrows1a Nose5c Mouth5a Glasses1e Clothes2,archive era-majority,1.00,generated,dark
draft_1981,Ken Hartley,P,Rookie,Head2b Eyes1b Hair1b Beard1e Eyebrows1a Nose2d Mouth2b Glasses1e Clothes2,archive era-majority,1.00,generated,light
draft_1981,Daryle Skaugstad,DE,Rookie,Head4a Eyes1b Hair4h Beard4g Eyebrows4a Nose4b Mouth4a Glasses1e Clothes2,no source -> league prior,0.00,generated,dark
draft_1981,Otis Wonsley,RB,Rookie,Head5b Eyes1d Hair1h Beard1g Eyebrows1a Nose5c Mouth5b Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
draft_1981,Gary Lewis,TE,Rookie,Head5b Eyes1a Hair1m Beard1f2 Eyebrows1a Nose5a Mouth5b Glasses1e Clothes1,archive era-majority,1.00,generated,dark
draft_1981,Daryl Wilkerson,DT,Rookie,Head5a Eyes1a Hair1e Beard1c Eyebrows1b Nose5b Mouth5a Glasses1e Clothes2,archive era-majority,1.00,generated,dark
draft_1981,John Choma,C,Rookie,Head4a Eyes1b Hair2a Beard2e Eyebrows2a Nose4d Mouth4a Glasses1e Clothes2,archive era-majority,1.00,generated,dark
draft_1981,Quentin Lowry,MLB,Rookie,Head5a Eyes1c Hair5j Beard5f1 Eyebrows5b Nose5a Mouth5b Glasses1e Clothes1,archive era-majority,1.00,generated,dark
draft_1981,Danny Spradlin,OLB,Rookie,Head3b Eyes1b Hair3e Beard3d Eyebrows3a Nose3c Mouth3a Glasses1e Clothes1,archive era-majority,1.00,generated,light
draft_1981,Jeff Fisher,S,Rookie,Head1b Eyes1d Hair4h Beard4f1 Eyebrows4a Nose1b Mouth1b Glasses1e Clothes2,archive era-majority,1.00,generated,light
draft_1981,Kirk Springs,CB,Rookie,Head4b Eyes1d Hair1s Beard1d Eyebrows1a Nose4a Mouth4b Glasses1e Clothes2,registry-1986 family,1.00,registry-1986 (whole),dark
draft_1981,Alvin Hooks,WR,Rookie,Head5b Eyes1e Hair2b Beard2c Eyebrows2b Nose5d Mouth5a Glasses1e Clothes2,archive era-majority,1.00,generated,dark
draft_1981,Steve Wright,OT,Rookie,Head1a Eyes1d Hair5e Beard5f1 Eyebrows5a Nose1d Mouth1a Glasses1e Clothes2,archive era-majority,1.00,generated,light
draft_1981,Sam Harrell,RB,Rookie,Head5a Eyes1c Hair4i Beard4f1 Eyebrows4b Nose5a Mouth5a Glasses1e Clothes2,archive era-majority,1.00,generated,dark
draft_1981,Kenny Neil,DT,Rookie,Head4a Eyes1c Hair3i Beard3f2 Eyebrows3a Nose4c Mouth4b Glasses1e Clothes1,archive era-majority,1.00,generated,dark
draft_1981,Steve Busick,OLB,Rookie,Head1a Eyes1e Hair3c Beard3g Eyebrows3b Nose1c Mouth1a Glasses1e Clothes1,archive era-majority,1.00,generated,light
draft_1981,Kirk Collins,S,Rookie,Head1a Eyes1c Hair1h Beard1f1 Eyebrows1a Nose1b Mouth1a Glasses1e Clothes2,archive season-majority,0.75,generated,light
draft_1981,Willie Tullis,CB,Rookie,Head5b Eyes1a Hair1c Beard1b Eyebrows1b Nose5b Mouth5b Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
draft_1981,Pete Kugler,DE,Rookie,Head1a Eyes1a Hair3k Beard3e Eyebrows3a Nose1b Mouth1b Glasses1e Clothes2,archive era-majority,1.00,generated,light
draft_1981,Mike Levenseller,WR,Rookie,Head4a Eyes1b Hair3j Beard3f1 Eyebrows3a Nose4d Mouth4a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,dark
draft_1981,Jeff Knapple,QB,Rookie,Head1a Eyes1a Hair4b Beard4c Eyebrows4b Nose1b Mouth1a Glasses1e Clothes1,archive era-majority,1.00,generated,light
draft_1981,Bill Capece,K,Rookie,Head2a Eyes1e Hair4f Beard4f1 Eyebrows4a Nose2d Mouth2b Glasses1e Clothes2,archive era-majority,1.00,generated,light
draft_1981,Jim Hargrove,RB,Rookie,Head5a Eyes1e Hair1a Beard1d Eyebrows1a Nose5c Mouth5b Glasses1e Clothes1,archive era-majority,1.00,generated,dark
draft_1981,Rich Campbell,QB,Rookie,Head1a Eyes1a Hair5e Beard5a Eyebrows5b Nose1b Mouth1b Glasses1e Clothes1,archive era-majority,1.00,generated,light
draft_1981,Melvin Jones,OG,Rookie,Head5b Eyes1a Hair5g Beard5e Eyebrows5b Nose5b Mouth5b Glasses1e Clothes1,archive era-majority,1.00,generated,dark
draft_1981,Kervin Wyatt,MLB,Rookie,Head3a Eyes1b Hair1i Beard1a Eyebrows1a Nose3c Mouth3a Glasses1e Clothes1,archive era-majority,1.00,generated,light
draft_1981,Dave Young,TE,Rookie,Head5b Eyes1b Hair4g Beard4c Eyebrows4b Nose5d Mouth5a Glasses1e Clothes1,archive season-majority,0.75,generated,dark
draft_1981,Curtis Bledsoe,RB,Rookie,Head5a Eyes1c Hair3i Beard3f2 Eyebrows3b Nose5d Mouth5b Glasses1e Clothes1,archive era-majority,1.00,generated,dark
draft_1981,John Goodman,DT,Rookie,Head4a Eyes1e Hair1q Beard1f1 Eyebrows1b Nose4a Mouth4a Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
draft_1981,Eric Sanders,OT,Rookie,Head5a Eyes1b Hair1n Beard1g Eyebrows1b Nose5c Mouth5a Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
draft_1981,Bill Kay,CB,Rookie,Head5a Eyes1a Hair2b Beard2g Eyebrows2a Nose5a Mouth5b Glasses1e Clothes1,archive season-majority,0.67,generated,dark
draft_1981,Paul Johns,WR,Rookie,Head1a Eyes1a Hair2a Beard2f2 Eyebrows2a Nose1c Mouth1b Glasses1e Clothes2,archive season-majority,0.67,generated,light
draft_1981,Irvin Phillips,S,Rookie,Head4a Eyes1e Hair4h Beard4c Eyebrows4b Nose4b Mouth4b Glasses1e Clothes1,archive era-majority,1.00,generated,dark
draft_1981,Al Washington,OLB,Rookie,Head4a Eyes1b Hair3c Beard3f2 Eyebrows3b Nose4a Mouth4a Glasses1e Clothes1,archive era-majority,1.00,generated,dark
draft_1981,Louie Jackson,RB,Rookie,Head4a Eyes1c Hair2g Beard2g Eyebrows2b Nose4c Mouth4a Glasses1e Clothes2,archive era-majority,1.00,generated,dark
draft_1981,Bubba Green,DE,Rookie,Head4a Eyes1b Hair4a Beard4g Eyebrows4a Nose4a Mouth4a Glasses1e Clothes1,archive era-majority,1.00,generated,dark
draft_1981,Rich Camarillo,P,Rookie,Head1a Eyes1a Hair3h Beard3b Eyebrows3b Nose1a Mouth1a Glasses1e Clothes2,registry-1986 family,1.00,registry-1986 (whole),light
draft_1981,Mike Curcio,MLB,Rookie,Head1a Eyes1c Hair1q Beard1c Eyebrows1a Nose1c Mouth1a Glasses1e Clothes2,archive era-majority,1.00,generated,light
draft_1981,Fulton Walker,CB,Rookie,Head5a Eyes1b Hair3g Beard3g Eyebrows3a Nose5a Mouth5b Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
draft_1981,Jeff Lee,WR,Rookie,Head2a Eyes1a Hair1q Beard1g Eyebrows1b Nose2c Mouth2a Glasses1e Clothes2,archive era-majority,1.00,generated,light
draft_1981,Hosea Taylor,DT,Rookie,Head5a Eyes1d Hair4h Beard4b Eyebrows4b Nose5b Mouth5b Glasses1e Clothes2,archive era-majority,1.00,generated,dark
draft_1981,Nat Hudson,OG,Rookie,Head4a Eyes1a Hair2g Beard2b Eyebrows2a Nose4d Mouth4a Glasses1e Clothes1,archive era-majority,1.00,generated,dark
draft_1981,Wyatt Henderson,S,Rookie,Head5a Eyes1a Hair5k Beard5f2 Eyebrows5b Nose5b Mouth5b Glasses1e Clothes1,archive era-majority,1.00,generated,dark
draft_1981,Rodell Thomas,OLB,Rookie,Head4a Eyes1b Hair2d Beard2f2 Eyebrows2a Nose4a Mouth4b Glasses1e Clothes1,archive era-majority,1.00,generated,dark
draft_1981,Robb Riddick,RB,Rookie,Head5b Eyes1b Hair1s Beard1a Eyebrows1b Nose5a Mouth5a Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
draft_1981,Marvin Harvey,TE,Rookie,Head4a Eyes1b Hair2c Beard2c Eyebrows2a Nose4d Mouth4a Glasses1e Clothes1,archive era-majority,1.00,generated,dark
draft_1981,Joe Jacoby,OT,Rookie,Head5a Eyes1c Hair1l Beard1g Eyebrows1a Nose5c Mouth5b Glasses1e Clothes2,registry-1986 family,1.00,registry-1986 (whole),dark
draft_1981,Steve Trimble,CB,Rookie,Head5a Eyes1c Hair1j Beard1c Eyebrows1a Nose5d Mouth5b Glasses1e Clothes1,no source -> league prior,0.00,generated,dark
draft_1981,Bill Troup,QB,Rookie,Head4a Eyes1d Hair3d Beard3d Eyebrows3a Nose4a Mouth4b Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,dark
draft_1981,Nate Johnson,WR,Rookie,Head1a Eyes1d Hair3e Beard3c Eyebrows3a Nose1b Mouth1a Glasses1e Clothes2,archive era-majority,1.00,generated,light
draft_1981,Jairo Penaranda,RB,Rookie,Head4a Eyes1d Hair1f Beard1e Eyebrows1a Nose4a Mouth4a Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
draft_1981,Frank Case,DT,Rookie,Head1a Eyes1b Hair1r1 Beard1c Eyebrows1a Nose1a Mouth1a Glasses1e Clothes2,archive era-majority,1.00,generated,light
draft_1981,Ray Yakavonis,DE,Rookie,Head1a Eyes1d Hair1h Beard1c Eyebrows1a Nose1d Mouth1b Glasses1e Clothes2,archive era-majority,1.00,generated,light
draft_1981,Cliff Lewis,OLB,Rookie,Head5b Eyes1b Hair2l Beard2e Eyebrows2b Nose5a Mouth5b Glasses1e Clothes1,archive season-majority,0.67,generated,dark
draft_1981,Bill Whitaker,S,Rookie,Head3a Eyes1a Hair4a Beard4g Eyebrows4b Nose3b Mouth3b Glasses1e Clothes1,archive era-majority,1.00,generated,light
draft_1981,Marty Wetzel,MLB,Rookie,Head2a Eyes1c Hair1p Beard1c Eyebrows1a Nose2b Mouth2a Glasses1e Clothes2,archive era-majority,1.00,generated,light
draft_1981,Ray Williams,RB,Rookie,Head4a Eyes1c Hair5c Beard5e Eyebrows5a Nose4a Mouth4b Glasses1e Clothes1,archive era-majority,1.00,generated,dark
draft_1981,Gregg Johnson,CB,Rookie,Head5a Eyes1d Hair1a Beard1f1 Eyebrows1a Nose5d Mouth5a Glasses1e Clothes2,registry-1986 family,1.00,registry-1986 (whole),dark
draft_1981,John Arnold,WR,Rookie,Head1a Eyes1b Hair3e Beard3g Eyebrows3b Nose1a Mouth1a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,light
draft_1981,Curt Marsh,OG,Rookie,Head1a Eyes1a Hair1a Beard1c Eyebrows1b Nose1a Mouth1a Glasses1e Clothes2,registry-1986 family,1.00,registry-1986 (whole),light
draft_1981,Bob Kohrs,DT,Rookie,Head1b Eyes1c Hair4l Beard4f2 Eyebrows4b Nose1a Mouth1a Glasses1e Clothes2,archive era-majority,1.00,generated,light
draft_1981,Ron Battle,TE,Rookie,Head1a Eyes1c Hair3e Beard3d Eyebrows3b Nose1a Mouth1b Glasses1e Clothes1,no source -> league prior,0.00,generated,light
draft_1981,Steve Alvers,C,Rookie,Head2a Eyes1b Hair4j Beard4b Eyebrows4b Nose2a Mouth2b Glasses1e Clothes1,archive era-majority,1.00,generated,light
draft_1981,Darrell Wilson,S,Rookie,Head5a Eyes1d Hair2h Beard2e Eyebrows2b Nose5c Mouth5a Glasses1e Clothes1,archive era-majority,1.00,generated,dark
draft_1981,Carlos Bradley,OLB,Rookie,Head5b Eyes1c Hair5a Beard5f1 Eyebrows5a Nose5c Mouth5a Glasses1e Clothes1,archive era-majority,1.00,generated,dark
draft_1981,Brian Holloway,OT,Rookie,Head1b Eyes1d Hair1m Beard1g Eyebrows1a Nose1b Mouth1b Glasses1e Clothes2,registry-1986 family,1.00,registry-1986 (whole),light
draft_1981,Scott Stauch,RB,Rookie,Head3a Eyes1b Hair4c Beard4c Eyebrows4a Nose3b Mouth3b Glasses1e Clothes2,archive era-majority,1.00,generated,light
draft_1981,Trent Bryant,CB,Rookie,Head5a Eyes1e Hair1r2 Beard1f1 Eyebrows1b Nose5a Mouth5b Glasses1e Clothes2,archive era-majority,1.00,generated,dark
draft_1981,John Mistler,WR,Rookie,Head1a Eyes1b Hair4g Beard4b Eyebrows4a Nose1b Mouth1a Glasses1e Clothes1,archive era-majority,1.00,generated,light
draft_1981,Richard Turner,DE,Rookie,Head5a Eyes1e Hair4e Beard4e Eyebrows4b Nose5a Mouth5a Glasses1e Clothes2,archive era-majority,1.00,generated,dark
draft_1981,Hans Nielson,K,Rookie,Head3a Eyes1d Hair5h Beard5f1 Eyebrows5b Nose3a Mouth3a Glasses1e Clothes2,archive era-majority,1.00,generated,light
draft_1981,Brian Flones,MLB,Rookie,Head4a Eyes1b Hair3h Beard3a Eyebrows3b Nose4a Mouth4a Glasses1e Clothes2,no source -> league prior,0.00,generated,dark
draft_1981,Mickey Fitzgerald,RB,Rookie,Head1a Eyes1e Hair2i Beard2b Eyebrows2b Nose1d Mouth1a Glasses1e Clothes2,archive era-majority,1.00,generated,light
draft_1981,Jeff Gossett,P,Rookie,Head1a Eyes1e Hair1c Beard1g Eyebrows1b Nose1c Mouth1b Glasses1e Clothes2,registry-1986 family,1.00,registry-1986 (whole),light
draft_1981,Mike Clark,DT,Rookie,Head5a Eyes1e Hair1l Beard1f2 Eyebrows1a Nose5a Mouth5a Glasses1e Clothes2,archive era-majority,1.00,generated,dark
draft_1981,Jeff Schuh,OLB,Rookie,Head2b Eyes1e Hair4j Beard4a Eyebrows4b Nose2d Mouth2a Glasses1e Clothes1,archive era-majority,1.00,generated,light
draft_1981,Ron Fellows,S,Rookie,Head5a Eyes1e Hair2f Beard2d Eyebrows2a Nose5b Mouth5b Glasses1e Clothes1,archive era-majority,1.00,generated,dark
draft_1981,LeCharls McDaniel,CB,Rookie,Head5a Eyes1c Hair2h Beard2c Eyebrows2a Nose5b Mouth5a Glasses1e Clothes1,archive era-majority,1.00,generated,dark
draft_1981,Rick Trocano,QB,Rookie,Head3a Eyes1d Hair2a Beard2f1 Eyebrows2a Nose3d Mouth3b Glasses1e Clothes2,archive era-majority,1.00,generated,light
draft_1981,Mark McGrath,WR,Rookie,Head5a Eyes1c Hair1h Beard1b Eyebrows1a Nose5b Mouth5b Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
draft_1981,Jerry Aldridge,RB,Rookie,Head5a Eyes1c Hair2f Beard2e Eyebrows2b Nose5d Mouth5b Glasses1e Clothes2,archive era-majority,1.00,generated,dark
draft_1981,Bobby Whitten,OG,Rookie,Head4a Eyes1b Hair4f Beard4f2 Eyebrows4a Nose4a Mouth4a Glasses1e Clothes1,archive era-majority,1.00,generated,dark
draft_1981,Steve Stephens,TE,Rookie,Head5b Eyes1b Hair1l Beard1g Eyebrows1b Nose5b Mouth5b Glasses1e Clothes1,archive era-majority,1.00,generated,dark
draft_1981,Mike Obrovac,OT,Rookie,Head5a Eyes1b Hair4h Beard4f1 Eyebrows4a Nose5d Mouth5b Glasses1e Clothes2,no source -> league prior,0.00,generated,dark
draft_1981,Brad White,DE,Rookie,Head3b Eyes1d Hair1q Beard1f1 Eyebrows1b Nose3b Mouth3b Glasses1e Clothes2,archive era-majority,1.00,generated,light
draft_1981,Jim Looney,MLB,Rookie,Head5a Eyes1b Hair4j Beard4c Eyebrows4b Nose5c Mouth5a Glasses1e Clothes1,archive era-majority,1.00,generated,dark
draft_1981,Stevan Clark,DT,Rookie,Head5a Eyes1b Hair3a Beard3c Eyebrows3b Nose5d Mouth5a Glasses1e Clothes2,archive era-majority,1.00,generated,dark
draft_1981,Carl McGee,OLB,Rookie,Head1a Eyes1e Hair2i Beard2f2 Eyebrows2b Nose1d Mouth1b Glasses1e Clothes2,archive era-majority,1.00,generated,light
draft_1981,Kevin Donnalley,S,Rookie,Head1a Eyes1e Hair2i Beard2c Eyebrows2b Nose1b Mouth1a Glasses1e Clothes1,archive season-majority,0.70,generated,light
draft_1981,David Petway,CB,Rookie,Head1b Eyes1a Hair5c Beard5b Eyebrows5b Nose1d Mouth1b Glasses1e Clothes2,archive era-majority,1.00,generated,light
draft_1981,Doug Donley,WR,Rookie,Head2a Eyes1e Hair3e Beard3b Eyebrows3b Nose2d Mouth2b Glasses1e Clothes1,archive era-majority,1.00,generated,light
draft_1981,Rich Thomaselli,RB,Rookie,Head1a Eyes1a Hair4g Beard4c Eyebrows4b Nose1c Mouth1b Glasses1e Clothes2,archive era-majority,1.00,generated,light
draft_1982,Marcus Allen,RB,Rookie,Head5a Eyes1e Hair1p Beard1g Eyebrows1b Nose5c Mouth5b Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
draft_1982,Mike Quick,WR,Rookie,Head5a Eyes1d Hair1h Beard1a Eyebrows1a Nose5d Mouth5a Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
draft_1982,Bruce McNorton,CB,Rookie,Head5b Eyes1b Hair3g Beard3g Eyebrows3a Nose5b Mouth5b Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
draft_1982,Dean Prater,DT,Rookie,Head5a Eyes1c Hair4c Beard4f2 Eyebrows4b Nose5a Mouth5b Glasses1e Clothes2,archive era-majority,1.00,generated,dark
draft_1982,Mike Merriweather,OLB,Rookie,Head5a Eyes1e Hair1s Beard1e Eyebrows1b Nose5b Mouth5b Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
draft_1982,Andrew Gissinger,OT,Rookie,Head3a Eyes1c Hair4l Beard4b Eyebrows4a Nose3a Mouth3b Glasses1e Clothes1,archive era-majority,1.00,generated,light
draft_1982,Rick Woods,S,Rookie,Head1a Eyes1a Hair2f Beard2g Eyebrows2a Nose1a Mouth1b Glasses1e Clothes1,archive era-majority,1.00,generated,light
draft_1982,Anthony Griggs,MLB,Rookie,Head4a Eyes1c Hair1n Beard1d Eyebrows1b Nose4a Mouth4a Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
draft_1982,Kurt Becker,OG,Rookie,Head1a Eyes1d Hair1h Beard1d Eyebrows1b Nose1d Mouth1a Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),light
draft_1982,Vyto Kab,TE,Rookie,Head2a Eyes1c Hair3h Beard3g Eyebrows3b Nose2d Mouth2a Glasses1e Clothes2,registry-1986 family,1.00,registry-1986 (whole),light
draft_1982,Walter Abercrombie,RB,Rookie,Head4a Eyes1c Hair1b Beard1g Eyebrows1b Nose4a Mouth4b Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
draft_1982,Jerome Sally,DE,Rookie,Head5b Eyes1b Hair2j Beard2b Eyebrows2a Nose5c Mouth5a Glasses1e Clothes2,archive era-majority,1.00,generated,dark
