team,name,pos,rating,salary,guarantee,length,eSalary,eGuarantee,eLength,greed,loyalty,ambition
new-york-jets,Dan Alexander,OG,75,3968296,357147,2,3968296,357147,2,75,67,84
new-york-jets,Dave Jacobs,K,50,443839,93206,4,443839,93206,4,75,67,84
new-york-jets,Derrick Gaffney,WR,74,2745695,219656,3,2745695,219656,3,75,67,84
new-york-jets,Donald Dykes,CB,67,1480297,310862,4,1480297,310862,4,75,67,84
new-york-jets,Ed McGlasson,C,55,826841,173637,4,826841,173637,4,75,67,84
new-york-jets,Eric Cunningham,OG,64,1279726,268742,4,1279726,268742,4,75,67,84
new-york-jets,Greg Buttle,OLB,82,5749727,344984,1,5749727,344984,1,75,67,84
new-york-jets,Jerome Barkum,TE,74,3660927,329483,2,3660927,329483,2,75,67,84
new-york-jets,Joe Fields,C,71,3268098,196086,1,3268098,196086,1,75,67,84
new-york-jets,Joe Klecko,DT,93,10006236,900561,2,10006236,900561,2,75,67,84
new-york-jets,Joe Pellegrini,DT,66,2024168,161933,3,2024168,161933,3,75,67,84
new-york-jets,John Hennessy,MLB,62,2222677,200041,2,2222677,200041,2,75,67,84
new-york-jets,John Roman,OT,66,2833835,170030,1,2833835,170030,1,75,68,84
new-york-jets,John Sullivan,OLB,62,1198023,251585,4,1198023,251585,4,75,68,84
new-york-jets,Johnny Lynn,CB,68,1553911,326321,4,1553911,326321,4,75,68,84
new-york-jets,Ken Schroy,S,67,2549794,229481,2,2549794,229481,2,75,68,84
new-york-jets,Kevin Long,RB,61,2858465,257262,2,2858465,257262,2,75,68,84
new-york-jets,Lawrence Pillers,DE,69,3277980,196679,1,3277980,196679,1,75,68,84
new-york-jets,Mark Gastineau,DE,60,1164860,244621,4,1164860,244621,4,75,68,84
new-york-jets,Marty Lyons,DE,66,1558609,327308,4,1558609,327308,4,75,68,84
new-york-jets,Marvin Powell,OT,90,9082979,817468,2,9082979,817468,2,75,68,84
new-york-jets,Matt Robinson,QB,73,6633825,597044,2,6633825,597044,2,75,68,84
new-york-jets,Mickey Shuler,TE,71,2373671,189894,3,2373671,189894,3,75,69,84
new-york-jets,Mike McKibben,OLB,65,1385788,291015,4,1385788,291015,4,75,69,84
new-york-jets,Pat Leahy,K,80,3460828,207650,1,3460828,207650,1,75,69,84
new-york-jets,Pat Ryan,QB,69,4097475,327798,3,4097475,327798,3,75,69,84
new-york-jets,Paul Darby,WR,58,926228,194508,4,926228,194508,4,75,69,84
new-york-jets,Randy Rasmussen,OG,80,5058133,303488,1,5058133,303488,1,75,69,84
new-york-jets,Richard Todd,QB,83,10777956,646677,1,10777956,646677,1,75,69,84
new-york-jets,Richie Szaro,K,68,1933095,115986,1,1933095,115986,1,75,69,84
new-york-jets,Roger Farmer,WR,52,692237,145370,4,692237,145370,4,75,69,84
new-york-jets,Ron Crosby,OLB,65,1889711,151177,3,1889711,151177,3,75,69,84
new-york-jets,Scott Dierking,RB,69,4214546,379309,2,4214546,379309,2,75,69,84
new-york-jets,Shafer Suggs,S,72,3250059,195004,1,3250059,195004,1,75,69,84
new-york-jets,Stan Blinka,MLB,69,1717037,360578,4,1717037,360578,4,75,69,84
new-york-jets,Stan Waldemore,OG,68,2118969,169518,3,2118969,169518,3,75,69,84
new-york-jets,Tim Moresco,CB,64,2326775,209410,2,2326775,209410,2,75,69,84
new-york-jets,Tom Newton,RB,45,1314913,118342,2,1314913,118342,2,75,69,84
new-york-jets,Toni Linhart,K,74,2586524,155191,1,2586524,155191,1,75,69,85
new-york-jets,Wesley Walker,WR,85,6243680,561931,2,6243680,561931,2,75,69,85
new-york-jets,Woody Bennett,RB,49,878150,184412,4,878150,184412,4,75,69,85
oakland-raiders,Art Shell,OT,96,12153231,729194,1,12153231,729194,1,75,69,85
oakland-raiders,Art Whittington,RB,81,5658990,452719,3,5658990,452719,3,75,69,85
oakland-raiders,Booker Russell,RB,61,2143849,171508,3,2143849,171508,3,75,70,85
oakland-raiders,Bruce Davis,OT,68,1717480,360671,4,1717480,360671,4,75,70,85
oakland-raiders,Charles Philyaw,DE,62,2333811,140029,1,2333811,140029,1,75,70,85
oakland-raiders,Charlie Phillips,S,70,2949421,176965,1,2949421,176965,1,75,70,85
oakland-raiders,Clarence Hawkins,RB,61,1572156,330153,4,1572156,330153,4,75,70,85
oakland-raiders,Cliff Branch,WR,90,7958420,716258,2,7958420,716258,2,75,70,85
oakland-raiders,Dan Medlin,OG,69,2965792,177948,1,2965792,177948,1,75,70,85
oakland-raiders,Dave Browning,DE,73,2985221,238818,3,2985221,238818,3,75,70,85
oakland-raiders,Dave Casper,TE,90,7958420,477505,1,7958420,477505,1,75,70,85
oakland-raiders,Dave Dalby,C,88,7457756,671198,2,7457756,671198,2,75,70,85
oakland-raiders,Dave Pear,DT,78,4831836,289910,1,4831836,289910,1,75,70,85
oakland-raiders,David Humm,QB,67,4957932,297476,1,4957932,297476,1,75,70,85
oakland-raiders,Derrick Jensen,RB,66,2003926,420824,4,2003926,420824,4,75,70,85
oakland-raiders,Derrick Ramsey,TE,70,2261223,180898,3,2261223,180898,3,75,70,85
oakland-raiders,Gene Upshaw,OG,91,8626604,517596,1,8626604,517596,1,75,71,85
oakland-raiders,Henry Lawrence,OT,86,7480306,448818,1,7480306,448818,1,75,71,85
oakland-raiders,Henry Williams,CB,72,1886840,396236,4,1886840,396236,4,75,71,85
oakland-raiders,Ira Matthews,RB,67,2103580,441752,4,2103580,441752,4,75,71,85
oakland-raiders,Jack Tatum,S,77,4142642,372838,2,4142642,372838,2,75,71,85
oakland-raiders,Jeff Barnes,OLB,66,2644913,238042,2,2644913,238042,2,75,71,85
oakland-raiders,Jim Breech,K,80,1903455,399726,4,1903455,399726,4,75,71,85
oakland-raiders,Jim Plunkett,QB,89,14421148,865269,1,14421148,865269,1,75,71,85
oakland-raiders,Joe Bell,DT,50,682829,143394,4,682829,143394,4,75,71,85
oakland-raiders,Joe Stewart,WR,59,1325848,106068,3,1325848,106068,3,75,71,85
oakland-raiders,John Huddleston,MLB,50,931131,74490,3,931131,74490,3,75,71,85
oakland-raiders,John Matuszak,DE,79,5325725,319544,1,5325725,319544,1,75,71,85
oakland-raiders,John Vella,OT,62,2333811,210043,2,2333811,210043,2,75,72,85
oakland-raiders,Ken Stabler,QB,80,9317614,559057,1,9317614,559057,1,75,72,85
oakland-raiders,Larry Brunson,WR,66,2482980,148979,1,2482980,148979,1,75,72,85
oakland-raiders,Lester Hayes,CB,87,7104457,639401,2,7104457,639401,2,75,72,85
oakland-raiders,Mark van Eeghen,RB,86,9617536,577052,1,9617536,577052,1,75,72,85
oakland-raiders,Mickey Marvin,OG,71,3268098,294129,2,3268098,294129,2,75,72,85
oakland-raiders,Mike Davis,S,80,4791916,431272,2,4791916,431272,2,75,72,85
oakland-raiders,Monte Jackson,CB,91,8626604,517596,1,8626604,517596,1,75,72,85
oakland-raiders,Monte Johnson,MLB,84,6465105,387906,1,6465105,387906,1,75,72,85
oakland-raiders,Morris Bradshaw,WR,75,3842981,230579,1,3842981,230579,1,75,72,85
oakland-raiders,Pat Toomay,DE,71,3612109,216727,1,3612109,216727,1,75,72,85
oakland-raiders,Phil Villapiano,MLB,84,6465105,387906,1,6465105,387906,1,75,72,85
oakland-raiders,Ray Guy,P,94,6302302,378138,1,6302302,378138,1,75,72,85
oakland-raiders,Raymond Chester,TE,96,10648545,638913,1,10648545,638913,1,75,73,85
oakland-raiders,Reggie Kinlaw,DT,64,1347080,282887,4,1347080,282887,4,75,73,85
oakland-raiders,Rich Martini,WR,69,1579674,331732,4,1579674,331732,4,75,73,85
oakland-raiders,Rod Martin,OLB,77,4510877,405979,2,4510877,405979,2,75,73,85
oakland-raiders,Rufus Bess,CB,60,1053921,221323,4,1053921,221323,4,75,73,85
oakland-raiders,Steve Sylvester,OG,78,4590244,275415,1,4590244,275415,1,75,73,85
oakland-raiders,Ted Hendricks,OLB,85,6650877,399053,1,6650877,399053,1,75,73,86
oakland-raiders,Terry Robiskie,RB,68,4014889,361340,2,4014889,361340,2,75,73,86
oakland-raiders,Todd Christensen,RB,56,1233416,259017,4,1233416,259017,4,75,73,86
oakland-raiders,Willie Jones,DE,53,829341,174162,4,829341,174162,4,75,73,86
philadelphia-eagles,Al Chesley,MLB,63,1283265,269486,4,1283265,269486,4,75,73,86
philadelphia-eagles,Al Latimer,CB,63,1219102,256011,4,1219102,256011,4,75,73,86
philadelphia-eagles,Bill Bergey,MLB,91,9080636,544838,1,9080636,544838,1,75,73,86
philadelphia-eagles,Billy Campfield,RB,77,4660473,372838,3,4660473,372838,3,75,74,86
philadelphia-eagles,Bob Howard,CB,72,3430618,205837,1,3430618,205837,1,75,74,86
philadelphia-eagles,Brenard Wilson,S,74,1969738,413645,4,1969738,413645,4,75,74,86
philadelphia-eagles,Carl Hairston,DE,80,5590568,335434,1,5590568,335434,1,75,74,86
philadelphia-eagles,Charlie Johnson,DT,79,5072119,456491,2,5072119,456491,2,75,74,86
philadelphia-eagles,Charlie Smith,CB,52,1299654,77979,1,1299654,77979,1,75,74,86
philadelphia-eagles,Claude Humphrey,DE,89,8652689,519161,1,8652689,519161,1,75,74,86
philadelphia-eagles,Deac Sanders,S,65,2313932,138836,1,2313932,138836,1,75,74,86
philadelphia-eagles,Dennis Harrison,DE,83,4850080,388006,3,4850080,388006,3,75,74,86
philadelphia-eagles,Earl Carr,RB,62,2250461,180037,3,2250461,180037,3,75,74,86
philadelphia-eagles,Frank LeMaster,MLB,75,4177154,250629,1,4177154,250629,1,76,74,86
philadelphia-eagles,Guy Morriss,C,78,4590244,275415,1,4590244,275415,1,76,74,86
philadelphia-eagles,Harold Carmichael,WR,91,8354185,501251,1,8354185,501251,1,76,74,86
philadelphia-eagles,Herman Edwards,CB,81,5309669,477870,2,5309669,477870,2,76,75,86
philadelphia-eagles,Jerrold McRae,WR,57,1203204,96256,3,1203204,96256,3,76,75,86
philadelphia-eagles,Jerry Robinson,OLB,73,2043218,429076,4,2043218,429076,4,76,75,86
philadelphia-eagles,Jerry Sisemore,OT,90,9082979,544979,1,9082979,544979,1,76,75,86
philadelphia-eagles,John Bunting,OLB,76,4297182,386746,2,4297182,386746,2,76,75,86
philadelphia-eagles,John Sciarra,S,69,2107273,168582,3,2107273,168582,3,76,75,86
philadelphia-eagles,John Spagnola,TE,71,1740692,365545,4,1740692,365545,4,76,75,86
philadelphia-eagles,John Walton,QB,68,5204486,312269,1,5204486,312269,1,76,75,86
philadelphia-eagles,Keith Krepfle,TE,78,4445289,266717,1,4445289,266717,1,76,75,86
philadelphia-eagles,Ken Clarke,DT,72,2708383,216671,3,2708383,216671,3,77,75,86
philadelphia-eagles,Larry Barnes,RB,76,5919588,532763,2,5919588,532763,2,77,75,86
philadelphia-eagles,Lem Burnham,DE,62,2333811,210043,2,2333811,210043,2,77,75,86
philadelphia-eagles,Leroy Harris,RB,82,7920542,712849,2,7920542,712849,2,77,75,86
philadelphia-eagles,Louie Giammona,RB,69,4214546,252873,1,4214546,252873,1,77,75,86
philadelphia-eagles,Manny Sistrunk,DT,70,3277135,196628,1,3277135,196628,1,77,75,86
philadelphia-eagles,Mark Slater,OT,62,1750358,140029,3,1750358,140029,3,77,75,86
philadelphia-eagles,Max Runager,P,76,1447010,303872,4,1447010,303872,4,77,75,86
philadelphia-eagles,Petey Perot,OG,68,1553911,326321,4,1553911,326321,4,77,75,86
philadelphia-eagles,Randy Logan,S,81,5030213,301813,1,5030213,301813,1,77,76,86
philadelphia-eagles,Ray Phillips,OLB,63,2286545,205789,2,2286545,205789,2,77,76,86
philadelphia-eagles,Reggie Wilkes,OLB,77,3383158,270653,3,3383158,270653,3,77,76,86
philadelphia-eagles,Richard Blackmore,CB,60,1053921,221323,4,1053921,221323,4,77,76,86
philadelphia-eagles,Ron Jaworski,QB,92,16681363,1000882,1,16681363,1000882,1,77,76,86
philadelphia-eagles,Rufus Mayes,OT,73,3980295,238818,1,3980295,238818,1,78,76,86
philadelphia-eagles,Scott Fitzkee,WR,66,1365639,286784,4,1365639,286784,4,78,76,86
philadelphia-eagles,Stan Walters,OT,87,7852295,706707,2,7852295,706707,2,78,76,86
philadelphia-eagles,Terry Tautolo,MLB,66,2698891,161933,1,2698891,161933,1,78,76,86
philadelphia-eagles,Tony Franklin,K,89,2946034,618667,4,2946034,618667,4,78,76,86
philadelphia-eagles,Wade Key,OG,71,3268098,196086,1,3268098,196086,1,78,76,86
philadelphia-eagles,Wally Henry,WR,66,2482980,223468,2,2482980,223468,2,78,76,86
philadelphia-eagles,Wilbert Montgomery,RB,87,10095808,908623,2,10095808,908623,2,78,76,87
philadelphia-eagles,Woody Peoples,OG,71,3268098,196086,1,3268098,196086,1,78,76,87
pittsburgh-steelers,Anthony Anderson,RB,65,1908994,400889,4,1908994,400889,4,78,76,87
pittsburgh-steelers,Bennie Cunningham,TE,82,5397703,323862,1,5397703,323862,1,78,76,87
pittsburgh-steelers,Craig Colquitt,P,78,2174326,173946,3,2174326,173946,3,78,76,87
pittsburgh-steelers,Dennis Winston,OLB,84,6335803,570222,2,6335803,570222,2,78,76,87
pittsburgh-steelers,Donnie Shell,S,95,9923565,595414,1,9923565,595414,1,78,77,87
pittsburgh-steelers,Dwayne Woodruff,CB,68,1553911,326321,4,1553911,326321,4,78,77,87
pittsburgh-steelers,Dwight White,DE,70,3440991,206459,1,3440991,206459,1,79,77,87
pittsburgh-steelers,Franco Harris,RB,86,9617536,865578,2,9617536,865578,2,79,77,87
pittsburgh-steelers,Gary Dunn,DT,72,3611177,216671,1,3611177,216671,1,79,77,87
pittsburgh-steelers,Gerry Mullins,OG,80,5058133,303488,1,5058133,303488,1,79,77,87
pittsburgh-steelers,Greg Hawthorne,RB,68,2208189,463720,4,2208189,463720,4,79,77,87
pittsburgh-steelers,J.T. Thomas,S,75,3759438,225566,1,3759438,225566,1,79,77,87
pittsburgh-steelers,Jack Ham,OLB,97,11907093,714426,1,11907093,714426,1,79,77,87
pittsburgh-steelers,Jack Lambert,MLB,98,12754308,765258,1,12754308,765258,1,79,77,87
pittsburgh-steelers,Jim Smith,WR,71,3164895,284841,2,3164895,284841,2,79,77,87
pittsburgh-steelers,Joe Greene,DT,93,10006236,600374,1,10006236,600374,1,79,77,87
pittsburgh-steelers,John Banaszak,DE,75,4386011,263161,1,4386011,263161,1,79,77,87
pittsburgh-steelers,John Stallworth,WR,98,11733964,704038,1,11733964,704038,1,79,77,87
pittsburgh-steelers,Jon Kolb,OT,94,11029029,661742,1,11029029,661742,1,79,77,87
pittsburgh-steelers,L.C. Greenwood,DE,95,11577492,694650,1,11577492,694650,1,79,77,87
pittsburgh-steelers,Larry Anderson,CB,57,1242439,99395,3,1242439,99395,3,79,78,87
pittsburgh-steelers,Larry Brown,OT,72,2843802,227504,3,2843802,227504,3,79,78,87
pittsburgh-steelers,Loren Toews,OLB,74,3899683,233981,1,3899683,233981,1,79,78,87
pittsburgh-steelers,Lynn Swann,WR,96,10648545,638913,1,10648545,638913,1,80,78,87
pittsburgh-steelers,Matt Bahr,K,54,538933,113176,4,538933,113176,4,80,78,87
pittsburgh-steelers,Mel Blount,CB,94,9978645,598719,1,9978645,598719,1,80,78,87
pittsburgh-steelers,Mike Kruczek,QB,72,6319559,379174,1,6319559,379174,1,80,78,87
pittsburgh-steelers,Mike Wagner,S,67,2549794,152988,1,2549794,152988,1,80,78,87
pittsburgh-steelers,Mike Webster,C,92,9055597,543336,1,9055597,543336,1,80,78,87
pittsburgh-steelers,Randy Grossman,TE,76,4034089,242045,1,4034089,242045,1,80,78,87
pittsburgh-steelers,Rick Moser,RB,67,2868518,229481,3,2868518,229481,3,80,78,87
pittsburgh-steelers,Robin Cole,MLB,73,3790757,341168,2,3790757,341168,2,80,78,87
pittsburgh-steelers,Rocky Bleier,RB,83,8314423,498865,1,8314423,498865,1,80,78,87
pittsburgh-steelers,Ron Johnson,CB,81,3982252,318580,3,3982252,318580,3,80,78,87
pittsburgh-steelers,Sam Davis,OG,85,6447279,386837,1,6447279,386837,1,80,79,87
pittsburgh-steelers,Sidney Thornton,RB,83,8314423,748298,2,8314423,748298,2,80,79,87
pittsburgh-steelers,Steve Courson,OG,80,5058133,455232,2,5058133,455232,2,80,79,87
pittsburgh-steelers,Steve Furness,DT,74,3979268,358134,2,3979268,358134,2,80,79,87
pittsburgh-steelers,Ted Petersen,C,55,1503347,135301,2,1503347,135301,2,80,79,87
pittsburgh-steelers,Terry Bradshaw,QB,98,22320040,1339202,1,22320040,1339202,1,80,79,87
pittsburgh-steelers,Theo Bell,WR,69,2872135,172328,1,2872135,172328,1,80,79,87
pittsburgh-steelers,Thom Dornbrook,OT,52,790053,165911,4,790053,165911,4,81,79,87
pittsburgh-steelers,Tom Beasley,DE,64,1928774,154302,3,1928774,154302,3,81,79,87
pittsburgh-steelers,Tom Graves,OLB,56,895368,188027,4,895368,188027,4,81,79,87
pittsburgh-steelers,Zack Valentine,OLB,58,986634,207193,4,986634,207193,4,81,79,87
san-diego-chargers,Artie Owens,WR,68,2736073,164164,1,2736073,164164,1,81,79,87
san-diego-chargers,Billy Shields,OT,84,6788360,407302,1,6788360,407302,1,81,79,87
san-diego-chargers,Bo Matthews,RB,63,3149832,188990,1,3149832,188990,1,81,79,87
san-diego-chargers,Bob Horn,MLB,72,3611177,216671,1,3611177,216671,1,81,79,87
san-diego-chargers,Bob Klein,TE,76,4034089,242045,1,4034089,242045,1,81,79,87
san-diego-chargers,Bob Rush,C,64,2326775,209410,2,2326775,209410,2,81,80,87
san-diego-chargers,Charles DeJurnett,DT,74,3979268,238756,1,3979268,238756,1,81,80,87
san-diego-chargers,Charlie Joiner,WR,88,7222248,433335,1,7222248,433335,1,81,80,87
san-diego-chargers,Clarence Williams,RB,65,3470898,312381,2,3470898,312381,2,81,80,87
san-diego-chargers,Cliff Olander,QB,53,2513155,226184,2,2513155,226184,2,81,80,87
san-diego-chargers,Cliff Thrift,MLB,61,1164560,244558,4,1164560,244558,4,81,80,88
san-diego-chargers,Dan Audick,OT,66,2833835,255045,2,2833835,255045,2,81,80,88
san-diego-chargers,Dan Fouts,QB,96,20255384,1215323,1,20255384,1215323,1,81,80,88
san-diego-chargers,Don Goode,OLB,68,2914512,174871,1,2914512,174871,1,81,80,88
san-diego-chargers,Don Macek,C,81,5309669,318580,1,5309669,318580,1,81,80,88
san-diego-chargers,Don Woods,RB,64,3306470,198388,1,3306470,198388,1,81,80,88
san-diego-chargers,Doug Wilkerson,OG,88,7457756,447465,1,7457756,447465,1,82,80,88
san-diego-chargers,Ed White,OG,96,10995780,659747,1,10995780,659747,1,82,80,88
san-diego-chargers,Frank Duncan,S,63,1154938,242537,4,1154938,242537,4,82,80,88
san-diego-chargers,Fred Dean,DE,85,7125939,427556,1,7125939,427556,1,82,80,88
san-diego-chargers,Gary Johnson,DT,79,5072119,304327,1,5072119,304327,1,82,80,88
san-diego-chargers,Glen Edwards,S,77,4142642,248559,1,4142642,248559,1,82,80,88
san-diego-chargers,Greg McCrary,TE,64,2253298,135198,1,2253298,135198,1,82,81,88
san-diego-chargers,Hal Stringert,CB,65,2442484,146549,1,2442484,146549,1,82,81,88
san-diego-chargers,Hank Bauer,RB,72,4875089,438758,2,4875089,438758,2,82,81,88
san-diego-chargers,James Harris,QB,76,7673540,460412,1,7673540,460412,1,82,81,88
san-diego-chargers,Jeff West,P,73,2274454,136467,1,2274454,136467,1,82,81,88
san-diego-chargers,Jerome Dove,CB,65,2442484,219824,2,2442484,219824,2,82,81,88
san-diego-chargers,John Floyd,WR,66,1365639,286784,4,1365639,286784,4,82,81,88
san-diego-chargers,John Jefferson,WR,88,5416686,433335,3,5416686,433335,3,82,81,88
san-diego-chargers,John Lee,DE,64,2571699,154302,1,2571699,154302,1,82,81,88
san-diego-chargers,Kellen Winslow,TE,72,1827255,383724,4,1827255,383724,4,82,81,88
san-diego-chargers,Larry Burton,WR,66,2482980,148979,1,2482980,148979,1,82,81,88
san-diego-chargers,Leroy Jones,DE,71,3612109,216727,1,3612109,216727,1,82,81,88
san-diego-chargers,Linden King,OLB,66,1983685,158695,3,1983685,158695,3,82,81,88
san-diego-chargers,Louie Kelcher,DT,87,7478376,448703,1,7478376,448703,1,82,81,88
san-diego-chargers,Lydell Mitchell,RB,85,9161922,824573,2,9161922,824573,2,83,81,88
san-diego-chargers,Mike Fuller,S,77,4142642,248559,1,4142642,248559,1,83,82,88
san-diego-chargers,Mike Thomas,RB,83,8314423,498865,1,8314423,498865,1,83,82,88
san-diego-chargers,Mike Williams,CB,74,3780305,226818,1,3780305,226818,1,83,82,88
san-diego-chargers,Mike Wood,K,79,2472658,197813,3,2472658,197813,3,83,82,88
san-diego-chargers,Pete Shaw,S,75,3759438,338349,2,3759438,338349,2,83,82,88
san-diego-chargers,Ralph Perretta,OG,69,2965792,177948,1,2965792,177948,1,83,82,88
san-diego-chargers,Ray Preston,OLB,70,3211592,192696,1,3211592,192696,1,83,82,88
san-diego-chargers,Rolf Benirschke,K,89,5356426,482078,2,5356426,482078,2,83,82,88
san-diego-chargers,Roy Gerela,K,52,889237,53354,1,889237,53354,1,83,82,88
san-diego-chargers,Russ Washington,OT,94,11029029,661742,1,11029029,661742,1,83,82,88
san-diego-chargers,Wilbur Young,DE,69,3277980,196679,1,3277980,196679,1,83,82,88
san-diego-chargers,Willie Buchanon,CB,83,5850890,351053,1,5850890,351053,1,83,82,88
san-diego-chargers,Woodrow Lowe,OLB,81,5477343,328641,1,5477343,328641,1,83,82,88
san-francisco-49ers,Al Cowlings,DE,52,1436459,86188,1,1436459,86188,1,83,82,88
san-francisco-49ers,Archie Reese,DE,62,1750358,140029,3,1750358,140029,3,83,82,88
san-francisco-49ers,Bob Bruer,TE,66,1365639,286784,4,1365639,286784,4,83,82,88
san-francisco-49ers,Bob Ferrell,RB,61,2858465,171508,1,2858465,171508,1,83,82,88
san-francisco-49ers,Bob Martin,OLB,65,2519615,151177,1,2519615,151177,1,83,83,88
san-francisco-49ers,Bob Nelson,MLB,66,2698891,161933,1,2698891,161933,1,84,83,88
san-francisco-49ers,Cedrick Hardman,DE,77,4833083,289985,1,4833083,289985,1,84,83,88
san-francisco-49ers,Charles Cornelius,CB,62,2111543,190039,2,2111543,190039,2,84,83,88
san-francisco-49ers,Charles Johnson,DT,64,1347080,282887,4,1347080,282887,4,84,83,89
san-francisco-49ers,Dan Bunz,MLB,72,2708383,216671,3,2708383,216671,3,84,83,89
san-francisco-49ers,Dan Melville,P,64,808248,169732,4,808248,169732,4,84,83,89
san-francisco-49ers,Dave Morton,OLB,52,737382,154850,4,737382,154850,4,84,83,89
san-francisco-49ers,Dwaine Board,DE,62,1283596,269555,4,1283596,269555,4,84,83,89
san-francisco-49ers,Dwight Clark,WR,66,1365639,286784,4,1365639,286784,4,84,83,89
san-francisco-49ers,Dwight Hicks,S,67,1402387,294501,4,1402387,294501,4,84,83,89
san-francisco-49ers,Eason Ramson,WR,61,1460993,116879,3,1460993,116879,3,84,83,89
san-francisco-49ers,Eric Johnson,S,62,2000409,180037,2,2000409,180037,2,84,83,89
san-francisco-49ers,Fred Quillan,C,79,3613885,289111,3,3613885,289111,3,84,83,89
san-francisco-49ers,Freddie Solomon,WR,82,5397703,323862,1,5397703,323862,1,84,83,89
san-francisco-49ers,Gerard Williams,CB,74,3780305,340227,2,3780305,340227,2,84,83,89
san-francisco-49ers,Gordy Ceresino,OLB,52,737382,154850,4,737382,154850,4,85,83,89
san-francisco-49ers,James Owens,RB,65,1908994,400889,4,1908994,400889,4,85,83,89
san-francisco-49ers,Jean Barrett,OT,66,2833835,170030,1,2833835,170030,1,85,84,89
san-francisco-49ers,Jeff McIntyre,OLB,58,986634,207193,4,986634,207193,4,85,84,89
san-francisco-49ers,Jimmy Webb,DT,66,2698891,161933,1,2698891,161933,1,85,84,89
san-francisco-49ers,Joe Montana,QB,79,4881914,1025202,4,4881914,1025202,4,85,84,89
san-francisco-49ers,John Ayers,OG,81,5309669,477870,2,5309669,477870,2,85,84,89
san-francisco-49ers,John Bristor,S,54,746214,156705,4,746214,156705,4,85,84,89
san-francisco-49ers,Keith Fahnhorst,OT,86,7480306,448818,1,7480306,448818,1,85,84,89
san-francisco-49ers,Ken MacAfee,TE,74,2745695,219656,3,2745695,219656,3,85,84,89
san-francisco-49ers,Lenvil Elliott,RB,67,3824691,229481,1,3824691,229481,1,85,84,89
san-francisco-49ers,Melvin Morgan,CB,61,2011513,120691,1,2011513,120691,1,85,84,89
san-francisco-49ers,Mike Hogan,RB,70,4424132,265448,1,4424132,265448,1,85,84,89
san-francisco-49ers,Mike Shumann,WR,71,2373671,189894,3,2373671,189894,3,85,84,89
san-francisco-49ers,O.J. Simpson,RB,77,6213964,372838,1,6213964,372838,1,85,84,89
san-francisco-49ers,Paul Hofer,RB,72,4875089,292505,1,4875089,292505,1,85,85,89
san-francisco-49ers,Paul Seal,TE,66,2482980,148979,1,2482980,148979,1,85,85,89
san-francisco-49ers,Phil Francis,RB,63,1732408,363806,4,1732408,363806,4,85,85,89
san-francisco-49ers,Randy Cross,OG,82,5573715,334423,1,5573715,334423,1,85,85,89
san-francisco-49ers,Ray Wersching,K,85,4411296,264678,1,4411296,264678,1,85,85,89
san-francisco-49ers,Ron Shumon,MLB,52,1026042,82083,3,1026042,82083,3,85,85,89
san-francisco-49ers,Ron Singleton,OT,78,5073428,304406,1,5073428,304406,1,85,85,89
san-francisco-49ers,Ruben Vaughan,DT,62,1222472,256719,4,1222472,256719,4,85,85,89
san-francisco-49ers,Scott Hilton,OLB,62,1198023,251585,4,1198023,251585,4,85,85,89
san-francisco-49ers,Steve DeBerg,QB,78,8455713,761014,2,8455713,761014,2,85,85,89
san-francisco-49ers,Ted Vincent,DT,64,1836928,146954,3,1836928,146954,3,85,85,90
san-francisco-49ers,Thomas Seabron,OLB,57,939894,197378,4,939894,197378,4,85,85,90
san-francisco-49ers,Tim Gray,S,70,2949421,176965,1,2949421,176965,1,85,86,90
san-francisco-49ers,Tony Dungy,S,69,2809697,252873,2,2809697,252873,2,85,86,90
san-francisco-49ers,Walt Downing,OG,65,1831863,146549,3,1831863,146549,3,85,86,90
san-francisco-49ers,Wilbur Jackson,RB,80,7187873,431272,1,7187873,431272,1,85,86,90
san-francisco-49ers,Willie Harper,OLB,69,3059448,183567,1,3059448,183567,1,86,86,90
seattle-seahawks,Al Hunter,RB,77,6213964,559257,2,6213964,559257,2,86,86,90
seattle-seahawks,Art Kuehn,C,70,3113278,186797,1,3113278,186797,1,86,86,90
seattle-seahawks,Autry Beamon,S,72,3250059,195004,1,3250059,195004,1,86,86,90
seattle-seahawks,Bill Cooke,DT,64,2449237,146954,1,2449237,146954,1,86,86,90
seattle-seahawks,Bill Gregory,DE,68,3122692,187362,1,3122692,187362,1,86,86,90
seattle-seahawks,Bob Newton,OG,75,3968296,238098,1,3968296,238098,1,86,86,90
seattle-seahawks,Brian Peets,TE,70,2261223,180898,3,2261223,180898,3,86,86,90
seattle-seahawks,Carl Eller,DE,69,3277980,196679,1,3277980,196679,1,86,86,90
seattle-seahawks,Charles McShane,OLB,65,2519615,226765,2,2519615,226765,2,86,86,90
seattle-seahawks,Cornell Webster,CB,68,2825292,254276,2,2825292,254276,2,86,86,90
seattle-seahawks,Dan Doornink,RB,72,3656316,292505,3,3656316,292505,3,86,86,90
seattle-seahawks,Dave Brown,CB,79,4818513,289111,1,4818513,289111,1,86,87,90
seattle-seahawks,David Sims,RB,69,4214546,379309,2,4214546,379309,2,86,87,90
seattle-seahawks,Dennis Boyd,DT,69,3121886,280970,2,3121886,280970,2,86,87,90
seattle-seahawks,Don Dufek,S,66,2429002,145740,1,2429002,145740,1,86,87,90
seattle-seahawks,Duke Fergerson,WR,61,1947991,116879,1,1947991,116879,1,87,87,90
