team,name,fdb_pos,mod_pos,pgm3_pos,povr,rating,join_tier,pos_note
san-francisco-49ers,Ruben Vaughan,DT,DT,DT,73,62,team+name,
san-francisco-49ers,Scott Hilton,LB,LOLB,OLB,72,62,team+name,
san-francisco-49ers,Steve DeBerg,QB,QB,QB,79,78,team+name,
san-francisco-49ers,Ted Vincent,DT,DT,DT,75,64,team+name,
san-francisco-49ers,Thomas Seabron,LB,ROLB,OLB,69,57,team+surname+position,
san-francisco-49ers,Tim Gray,DB,SS,S,82,70,team+name,
san-francisco-49ers,Tony Dungy,DB,FS,S,81,69,team+name,
san-francisco-49ers,Walt Downing,OG,RG,OG,77,65,team+name,
san-francisco-49ers,Wilbur Jackson,RB,FB,RB,86,79,team+name,
san-francisco-49ers,Willie Harper,LB,ROLB,OLB,76,69,team+name,
seattle-seahawks,Al Hunter,RB,RB,RB,80,77,team+name,
seattle-seahawks,Art Kuehn,C,C,C,82,71,team+name,
seattle-seahawks,Autry Beamon,DB,FS,S,83,72,team+name,
seattle-seahawks,Bill Cooke,DT,DT,DT,75,64,team+name,
seattle-seahawks,Bill Gregory,DT,RE,DE,80,69,team+name,
seattle-seahawks,Bob Newton,OG,RG,OG,83,76,team+name,
seattle-seahawks,Brian Peets,TE,TE,TE,79,70,team+name,
seattle-seahawks,Carl Eller,DE,LE,DE,82,69,team+name,
seattle-seahawks,Charles McShane,LB,ROLB,OLB,72,65,team+name,
seattle-seahawks,Cornell Webster,DB,CB,CB,79,68,team+name,
seattle-seahawks,Dan Doornink,RB,FB,RB,83,72,team+name,
seattle-seahawks,Dave Brown,DB,CB,CB,85,78,team+name,
seattle-seahawks,David Sims,RB,FB,RB,81,69,team+name,
seattle-seahawks,Dennis Boyd,DE,DT,DT,79,69,team+name,
seattle-seahawks,Don Dufek,DB,SS,S,76,65,team+name,
seattle-seahawks,Duke Fergerson,WR,WR,WR,71,61,team+name,
seattle-seahawks,Efren Herrera,K,K,K,89,84,team+name,
seattle-seahawks,Ernie Price,DE,LE,DE,79,63,team+name,
seattle-seahawks,Herman Weaver,P,P,P,82,76,team+name,
seattle-seahawks,Jeff Moore,RB,RB,RB,75,67,team+name,
seattle-seahawks,Jeff Sevy,OT,RT,OT,75,68,team+name,
seattle-seahawks,Jessie Green,WR,WR,WR,69,59,team+name,
seattle-seahawks,Jim Zorn,QB,QB,QB,81,80,team+name,
seattle-seahawks,Joe Norman,LB,MLB,MLB,76,69,team+name,
seattle-seahawks,John Harris,DB,FS,S,83,72,team+name,
seattle-seahawks,John Yarno,C,C,C,85,76,team+name,
seattle-seahawks,Keith Butler,LB,ROLB,OLB,80,73,team+name,
seattle-seahawks,Keith Simpson,DB,SS,S,83,72,team+name,
seattle-seahawks,Kerry Justin,DB,CB,CB,77,65,team+name,
seattle-seahawks,Larry Polowski,LB,LOLB,OLB,74,65,team+name,
seattle-seahawks,Louis Bullard,OT,LT,OT,71,62,team+name,
seattle-seahawks,Manu Tuiasosopo,DE,DT,DT,79,69,team+name,
seattle-seahawks,Mark Bell,DE,LE,DE,77,60,team+name,
seattle-seahawks,Michael Jackson,LB,LOLB,OLB,74,65,team+name,
seattle-seahawks,Mike O'Brien,DB,CB,CB,63,51,team+name,
seattle-seahawks,Nick Bebout,OT,LT,OT,84,80,team+name,
seattle-seahawks,Pete Cronan,LB,MLB,MLB,75,66,team+name,
seattle-seahawks,Robert Hardy,DT,DT,DT,79,69,team+name,
seattle-seahawks,Ron Coder,OG,RG,OG,76,64,team+name,
seattle-seahawks,Sam Adkins,QB,QB,QB,65,62,team+name,
seattle-seahawks,Sam McCullum,WR,WR,WR,83,76,team+name,
seattle-seahawks,Sammy Green,LB,LOLB,OLB,80,74,team+name,
seattle-seahawks,Sherman Smith,RB,RB,RB,85,85,team+name,
seattle-seahawks,Steve August,OT,RT,OT,87,85,team+name,
seattle-seahawks,Steve Largent,WR,WR,WR,94,96,team+name,
seattle-seahawks,Steve Myer,QB,QB,QB,66,63,team+name,
seattle-seahawks,Steve Raible,WR,WR,WR,75,65,team+name,
seattle-seahawks,Terry Beeson,LB,MLB,MLB,86,84,team+name,
seattle-seahawks,Tom Lynch,OG,LG,OG,84,78,team+name,
seattle-seahawks,Tony Benjamin,RB,FB,RB,72,58,team+name,
seattle-seahawks,Tony Green,RB,RB,RB,73,63,team+name,
st-louis-cardinals,Al Chandler,TE,TE,TE,77,66,team+name,
st-louis-cardinals,Bill Murrell,TE,TE,TE,63,49,team+name,
st-louis-cardinals,Bob Pollard,DT,LE,DE,81,66,team+name,
st-louis-cardinals,Bob Rozier,DE,DT,DT,69,57,team+name,
st-louis-cardinals,Bob Young,OG,LG,OG,87,82,team+name,
st-louis-cardinals,Brad Oates,OT,RG,OG,77,65,team+name,
st-louis-cardinals,Calvin Favron,LB,ROLB,OLB,69,57,team+name,
st-louis-cardinals,Carl Allen,DB,CB,CB,84,76,team+name,
st-louis-cardinals,Charles Davis,DT,DT,DT,82,72,team+surname+position,
st-louis-cardinals,Chris Garlich,LB,MLB,MLB,63,51,team+name,
st-louis-cardinals,Chuck Brown,C,C,C,66,41,team+name,
st-louis-cardinals,Dan Dierdorf,OT,RT,OT,96,96,team+name,
st-louis-cardinals,Dave Stief,WR,WR,WR,78,69,team+name,
st-louis-cardinals,Eric Williams,LB,LOLB,OLB,82,77,team+name,
st-louis-cardinals,Gary Parris,TE,TE,TE,78,68,team+name,
st-louis-cardinals,George Collins,OG,LG,OG,74,64,team+name,
st-louis-cardinals,Jim Hart,QB,QB,QB,80,79,team+name,
st-louis-cardinals,Jim Ramey,DE,RE,DE,72,56,team+name,
st-louis-cardinals,Jimmy Childs,WR,WR,WR,76,67,team+name,
st-louis-cardinals,Joe Bostic,OG,RT,OT,75,68,team+name,
st-louis-cardinals,John Barefield,LB,MLB,MLB,69,60,team+name,
st-louis-cardinals,John Zook,DE,RE,DE,74,60,team+name,
st-louis-cardinals,Keith Simons,DT,DT,DT,71,60,team+name,
st-louis-cardinals,Keith Wortman,OG,LT,OT,76,68,team+name,
st-louis-cardinals,Ken Greene,DB,SS,S,84,74,team+name,
st-louis-cardinals,Ken Stone,DB,FS,S,83,72,team+name,
st-louis-cardinals,Kurt Allerman,LB,MLB,MLB,76,69,team+name,
st-louis-cardinals,Lee Nelson,DB,CB,CB,75,64,team+name,
st-louis-cardinals,Mark Arneson,LB,ROLB,OLB,78,71,team+name,
st-louis-cardinals,Mel Gray,WR,WR,WR,87,84,team+name,
st-louis-cardinals,Mike Dawson,DT,RE,DE,89,82,team+name,
st-louis-cardinals,Ottis Anderson,RB,RB,RB,84,84,team+name,
st-louis-cardinals,Pat Tilley,WR,WR,WR,85,80,team+name,
st-louis-cardinals,Perry Smith,DB,CB,CB,76,64,team+name,
st-louis-cardinals,Randy Love,RB,FB,RB,70,57,team+name,
st-louis-cardinals,Richard Osborne,TE,TE,TE,77,66,team+name,
st-louis-cardinals,Rod Phillips,RB,RB,RB,68,56,team+name,
st-louis-cardinals,Roger Wehrli,DB,CB,CB,89,85,team+name,
st-louis-cardinals,Ron Yankowski,DE,RE,DE,77,64,team+name,
st-louis-cardinals,Roy Green,WR,FS,S,80,67,team+name,
st-louis-cardinals,Sean Clancy,LB,ROLB,OLB,72,65,team+name,
st-louis-cardinals,Steve Henry,DB,SS,S,73,63,team+name,
st-louis-cardinals,Steve Little,P,P,P,90,84,"team+name, duplicate in mod",
st-louis-cardinals,Steve Neils,LB,MLB,MLB,75,66,team+name,
st-louis-cardinals,Steve Pisarkiewicz,QB,QB,QB,70,67,team+name,
st-louis-cardinals,Terry Stieve,OG,RG,OG,78,66,team+name,
st-louis-cardinals,Theotis Brown,RB,FB,RB,80,68,team+name,
st-louis-cardinals,Thomas Lott,RB,RB,RB,69,58,team+name,
st-louis-cardinals,Tim Kearney,LB,MLB,MLB,81,73,team+name,
st-louis-cardinals,Tom Banks,C,C,C,92,86,team+name,
st-louis-cardinals,Tom Brahaney,C,C,C,71,51,team+name,
st-louis-cardinals,Wayne Morris,RB,FB,RB,90,85,team+name,
st-louis-cardinals,Willard Harrell,RB,RB,RB,78,72,team+name,
tampa-bay-buccaneers,Aaron Brown,LB,MLB,MLB,72,63,team+name,
tampa-bay-buccaneers,Bill Kollar,DT,DT,DT,75,64,team+name,
tampa-bay-buccaneers,Billy Cesare,DB,CB,CB,75,64,team+name,
tampa-bay-buccaneers,Cecil Johnson,LB,ROLB,OLB,84,81,team+name,
tampa-bay-buccaneers,Cedric Brown,DB,FS,S,86,77,team+name,
tampa-bay-buccaneers,Charley Hannah,OG,RT,OT,84,76,team+name,
tampa-bay-buccaneers,Chuck Fusina,QB,QB,QB,67,64,team+name,
tampa-bay-buccaneers,Curtis Jordan,DB,SS,S,85,77,team+name,
tampa-bay-buccaneers,Dana Nafziger,LB,LOLB,OLB,80,74,team+name,
tampa-bay-buccaneers,Danny Reece,DB,CB,CB,84,76,team+name,
tampa-bay-buccaneers,Darrell Austin,OG,RG,OG,77,65,team+name,
tampa-bay-buccaneers,Darryl Carlton,OT,RT,OT,78,71,team+name,
tampa-bay-buccaneers,Dave Lewis,LB,LOLB,OLB,92,87,team+name,
tampa-bay-buccaneers,Dave Reavis,OT,LT,OT,80,76,team+name,
tampa-bay-buccaneers,David Logan,DT,DT,DT,88,81,team+name,
tampa-bay-buccaneers,Dewey Selmon,LB,MLB,MLB,86,84,team+name,
tampa-bay-buccaneers,Doug Williams,QB,QB,QB,82,83,team+name,
tampa-bay-buccaneers,Gene Sanders,OT,LT,OT,73,66,team+name,
tampa-bay-buccaneers,George Ragsdale,RB,RB,RB,74,65,team+name,
tampa-bay-buccaneers,George Yarno,OG,LG,OG,75,66,team+name,
tampa-bay-buccaneers,Gordon Jones,WR,WR,WR,79,71,team+name,
tampa-bay-buccaneers,Greg Horton,OG,LG,OG,83,76,team+name,
tampa-bay-buccaneers,Greg Roberts,OG,RG,OG,83,76,team+name,
tampa-bay-buccaneers,Isaac Hagins,WR,WR,WR,80,73,team+name,
tampa-bay-buccaneers,Jeris White,DB,CB,CB,86,81,team+name,
tampa-bay-buccaneers,Jerry Eckwood,RB,RB,RB,77,69,team+name,
tampa-bay-buccaneers,Jim Obradovich,TE,TE,TE,76,65,team+name,
tampa-bay-buccaneers,Jimmie Giles,TE,TE,TE,91,84,team+name,
tampa-bay-buccaneers,Johnny Davis,RB,FB,RB,80,68,team+name,
tampa-bay-buccaneers,Larry Mucker,WR,WR,WR,79,71,team+name,
tampa-bay-buccaneers,Lee Roy Selmon,DE,RE,DE,98,95,team+name,
tampa-bay-buccaneers,Mark Cotney,DB,SS,S,88,82,team+name,
tampa-bay-buccaneers,Mike Rae,QB,QB,QB,74,70,team+name,
tampa-bay-buccaneers,Mike Washington,DB,CB,CB,86,81,team+name,
tampa-bay-buccaneers,Morris Owens,WR,WR,WR,85,80,team+name,
tampa-bay-buccaneers,Neil O'Donoghue,K,K,K,79,76,team+name,
tampa-bay-buccaneers,Randy Crowder,DT,DT,DT,78,67,team+name,
tampa-bay-buccaneers,Reggie Lewis,DE,RE,DE,77,64,team+name,
tampa-bay-buccaneers,Richard Wood,LB,MLB,MLB,86,84,team+name,
tampa-bay-buccaneers,Rick Berns,RB,RB,RB,74,65,team+name,
tampa-bay-buccaneers,Ricky Bell,RB,FB,RB,89,84,team+name,
tampa-bay-buccaneers,Rik Bonness,LB,ROLB,OLB,73,66,team+name,
tampa-bay-buccaneers,Steve Wilson,C,C,C,76,64,team+surname+position,
tampa-bay-buccaneers,Tom Blanchard,P,P,P,92,85,team+name,
tampa-bay-buccaneers,Tony Davis,RB,RB,RB,66,49,team+name,
tampa-bay-buccaneers,Wally Chambers,DE,LE,DE,86,77,team+name,
washington-redskins,Benny Malone,RB,RB,RB,81,81,team+name,
washington-redskins,Bob Kuziel,C,C,C,83,73,team+name,
washington-redskins,Bobby Hammond,RB,RB,RB,78,72,team+name,
washington-redskins,Brad Dusek,LB,LOLB,OLB,80,74,team+name,
washington-redskins,Buddy Hardeman,RB,RB,RB,74,65,team+name,
washington-redskins,Chris DeFrance,WR,WR,WR,71,61,team+name,
washington-redskins,Clarence Harmon,RB,FB,RB,84,76,team+name,
washington-redskins,Coy Bacon,DE,RE,DE,88,78,team+name,
washington-redskins,Dallas Hickman,DE,RE,DE,74,60,team+name,
washington-redskins,Danny Buggs,WR,WR,WR,83,76,team+name,
washington-redskins,Dave Butz,DT,DT,DT,94,88,team+name,
washington-redskins,Diron Talbert,DT,DT,DT,86,78,team+name,
washington-redskins,Don Harris,DB,CB,CB,70,57,team+name,
washington-redskins,Don Hover,LB,MLB,MLB,70,61,team+name,
washington-redskins,Don Warren,TE,TE,TE,86,81,team+name,
washington-redskins,Fred Dean,OG,LT,OT,79,73,team+surname+position,
washington-redskins,George Starke,OT,RT,OT,89,88,team+name,
washington-redskins,Grady Richardson,TE,TE,TE,70,58,team+name,
washington-redskins,Greg Dubinetz,OG,LG,OG,71,54,team+name,
washington-redskins,Ike Forte,RB,RB,RB,77,69,team+name,
washington-redskins,Jean Fugett,TE,TE,TE,86,81,team+name,
washington-redskins,Jeff Williams,OG,RG,OG,83,76,team+name,
washington-redskins,Joe Jones,DE,LE,DE,81,66,team+name,
washington-redskins,Joe Lavender,DB,CB,CB,89,85,team+name,
washington-redskins,Joe Theismann,QB,QB,QB,84,89,team+name,
washington-redskins,John Riggins,RB,FB,RB,95,86,team+name,
washington-redskins,Johnnie McDaniel,WR,WR,WR,80,73,team+surname+position,
washington-redskins,Karl Lorch,DE,LE,DE,82,69,team+name,
washington-redskins,Ken Houston,DB,SS,S,91,84,team+name,
washington-redskins,Kim McQuilken,QB,QB,QB,65,62,team+name,
washington-redskins,Lemar Parrish,DB,CB,CB,89,85,team+name,
washington-redskins,Mark Moseley,K,K,K,99,95,team+name,
washington-redskins,Mark Murphy,DB,FS,S,84,74,team+name,
washington-redskins,Mike Bragg,P,P,P,87,81,team+name,
washington-redskins,Monte Coleman,LB,ROLB,OLB,79,71,team+name,
washington-redskins,Neal Olkewicz,LB,MLB,MLB,79,71,team+name,
washington-redskins,Paul Smith,DT,DT,DT,77,66,team+name,
washington-redskins,Perry Brooks,DT,DT,DT,80,70,team+name,
washington-redskins,Pete Wysocki,LB,ROLB,OLB,81,74,team+name,
washington-redskins,Phil DuBois,TE,TE,TE,69,56,team+name,
washington-redskins,Ray Waddy,DB,CB,CB,68,53,team+name,
washington-redskins,Rich Milot,LB,ROLB,OLB,79,71,team+name,
washington-redskins,Ricky Thompson,WR,WR,WR,81,74,team+name,
washington-redskins,Ron Saul,OG,LG,OG,86,81,team+name,
washington-redskins,Ted Fritsch,C,C,C,78,65,team+name,
washington-redskins,Terry Hermeling,OT,LT,OT,87,82,team+name,
washington-redskins,Tony Peters,DB,SS,S,82,70,team+name,
