doc_id,stratum,path,title_as_filed,year_as_filed,has_text,format,klass,per_player,read_method,note,bytes,words,ev_year_min,ev_year_max,ev_year_modal,ev_football,ev_baseball,ev_hockey,ev_basketball,ev_college,ev_bio_labels,ev_bio_prose,ev_htwt,ev_roster_rows,ev_name_pos,ev_stat_heads,ev_stat_rows,dup_relation,dup_with,dup_containment,dup_n_partners
prog:1936”RARE” BOSTON REDSKINS v NEW YORK GIANTS NFL FOOTBALL PROGRAM:L.Y.,programs,programs/1936”RARE” BOSTON REDSKINS v NEW YORK GIANTS NFL FOOTBALL PROGRAM:L.Y. In Boston,1936”RARE” BOSTON REDSKINS v NEW YORK GIANTS NFL FOOTBALL PROGRAM:L.Y. In Boston,1936,0,photographs,game programme (photographs of a physical copy),unread -- OCR only,read-2026-09-07-yearbooks (OCR of all 667 photographs; OCR is a FLOOR on these angled dealer shots),"8 of 9 photographs carry >60 OCR words (2494 total). NOT a content verdict: the class was read in three listings and all three carried interior pages. | 9 loose images + 0 in zip; eBay listing photographs, no OCR layer | OCR: 8 of 9 photographs carry >60 words (2494 total) -- a FLOOR, these are angled dealer photographs and OCR misses readable pages",,,,,,,,,,,,,,,,,,,,,0
prog:1937 Brooklyn Dodgers vs New York Giants football program:Ace Parker c,programs,programs/1937 Brooklyn Dodgers vs New York Giants football program:Ace Parker cover!!,1937 Brooklyn Dodgers vs New York Giants football program:Ace Parker cover!!,1937,0,photographs,game programme (photographs of a physical copy),unread -- OCR only,read-2026-09-07-yearbooks (OCR of all 667 photographs; OCR is a FLOOR on these angled dealer shots),"5 of 6 photographs carry >60 OCR words (728 total). NOT a content verdict: the class was read in three listings and all three carried interior pages. | 0 loose images + 6 in zip; eBay listing photographs, no OCR layer | OCR: 5 of 6 photographs carry >60 words (728 total) -- a FLOOR, these are angled dealer photographs and OCR misses readable pages",,,,,,,,,,,,,,,,,,,,,0
prog:1937 EAGLES v GREEN BAY FOOTBALL PROGRAM:LAMBEAU:HUTSON:HINKLE:HERBER:,programs,programs/1937 EAGLES v GREEN BAY FOOTBALL PROGRAM:LAMBEAU:HUTSON:HINKLE:HERBER:HEWITT!!!,1937 EAGLES v GREEN BAY FOOTBALL PROGRAM:LAMBEAU:HUTSON:HINKLE:HERBER:HEWITT!!!,1937,0,photographs,game programme (photographs of a physical copy),unread -- OCR only,read-2026-09-07-yearbooks (OCR of all 667 photographs; OCR is a FLOOR on these angled dealer shots),"10 of 14 photographs carry >60 OCR words (2774 total). NOT a content verdict: the class was read in three listings and all three carried interior pages. | 0 loose images + 14 in zip; eBay listing photographs, no OCR layer | OCR: 10 of 14 photographs carry >60 words (2774 total) -- a FLOOR, these are angled dealer photographs and OCR misses readable pages",,,,,,,,,,,,,,,,,,,,,0
prog:1937 HISTORIC Eagles vs Redskins...NFL CHAMPS in 1st Yr in D.C.footbal,programs,programs/1937 HISTORIC Eagles vs Redskins...NFL CHAMPS in 1st Yr in D.C.football program,1937 HISTORIC Eagles vs Redskins...NFL CHAMPS in 1st Yr in D.C.football program,1937,0,photographs,game programme (photographs of a physical copy),unread -- OCR only,read-2026-09-07-yearbooks (OCR of all 667 photographs; OCR is a FLOOR on these angled dealer shots),"7 of 10 photographs carry >60 OCR words (2023 total). NOT a content verdict: the class was read in three listings and all three carried interior pages. | 0 loose images + 10 in zip; eBay listing photographs, no OCR layer | OCR: 7 of 10 photographs carry >60 words (2023 total) -- a FLOOR, these are angled dealer photographs and OCR misses readable pages",,,,,,,,,,,,,,,,,,,,,0
prog:1937 N. Y. GIANTS vs. DETROIT LIONS FOOTBALL PROGRAM:DUTCH CLARK:TOM H,programs,programs/1937 N. Y. GIANTS vs. DETROIT LIONS FOOTBALL PROGRAM:DUTCH CLARK:TOM HUPKE!!￼,1937 N. Y. GIANTS vs. DETROIT LIONS FOOTBALL PROGRAM:DUTCH CLARK:TOM HUPKE!!￼,1937,0,photographs,game programme (photographs of a physical copy),unread -- OCR only,read-2026-09-07-yearbooks (OCR of all 667 photographs; OCR is a FLOOR on these angled dealer shots),"7 of 7 photographs carry >60 OCR words (1919 total). NOT a content verdict: the class was read in three listings and all three carried interior pages. | 0 loose images + 7 in zip; eBay listing photographs, no OCR layer | OCR: 7 of 7 photographs carry >60 words (1919 total) -- a FLOOR, these are angled dealer photographs and OCR misses readable pages",,,,,,,,,,,,,,,,,,,,,0
prog:1937 “Rare”Pittsburgh Pirates vs DETROIT NFL football program:DUTCH CL,programs,programs/1937 “Rare”Pittsburgh Pirates vs DETROIT NFL football program:DUTCH CLARK-COVER!,1937 “Rare”Pittsburgh Pirates vs DETROIT NFL football program:DUTCH CLARK-COVER!,1937,0,photographs,game programme (photographs of a physical copy),unread -- OCR only,read-2026-09-07-yearbooks (OCR of all 667 photographs; OCR is a FLOOR on these angled dealer shots),"9 of 12 photographs carry >60 OCR words (1724 total). NOT a content verdict: the class was read in three listings and all three carried interior pages. | 0 loose images + 12 in zip; eBay listing photographs, no OCR layer | OCR: 9 of 12 photographs carry >60 words (1724 total) -- a FLOOR, these are angled dealer photographs and OCR misses readable pages",,,,,,,,,,,,,,,,,,,,,0
prog:1937”Famous”Green Bay vs New York Giants NFL football program:C.LAMBEA,programs,programs/1937”Famous”Green Bay vs New York Giants NFL football program:C.LAMBEAU:D.HUTSON,1937”Famous”Green Bay vs New York Giants NFL football program:C.LAMBEAU:D.HUTSON,1937,0,photographs,game programme (photographs of a physical copy),unread -- OCR only,read-2026-09-07-yearbooks (OCR of all 667 photographs; OCR is a FLOOR on these angled dealer shots),"8 of 8 photographs carry >60 OCR words (2909 total). NOT a content verdict: the class was read in three listings and all three carried interior pages. | 0 loose images + 8 in zip; eBay listing photographs, no OCR layer | OCR: 8 of 8 photographs carry >60 words (2909 total) -- a FLOOR, these are angled dealer photographs and OCR misses readable pages",,,,,,,,,,,,,,,,,,,,,0
prog:1938 DETROIT LIONS vs. WASHINGTON REDSKINS FOOTBALL PROGRAM:“DUTCH” CL,programs,programs/1938 DETROIT LIONS vs. WASHINGTON REDSKINS FOOTBALL PROGRAM:“DUTCH” CLARK!!!,1938 DETROIT LIONS vs. WASHINGTON REDSKINS FOOTBALL PROGRAM:“DUTCH” CLARK!!!,1938,0,photographs,game programme (photographs of a physical copy),unread -- OCR only,read-2026-09-07-yearbooks (OCR of all 667 photographs; OCR is a FLOOR on these angled dealer shots),"18 of 22 photographs carry >60 OCR words (7660 total). NOT a content verdict: the class was read in three listings and all three carried interior pages. | 0 loose images + 22 in zip; eBay listing photographs, no OCR layer | OCR: 18 of 22 photographs carry >60 words (7660 total) -- a FLOOR, these are angled dealer photographs and OCR misses readable pages",,,,,,,,,,,,,,,,,,,,,0
prog:1938 N. Y. GIANTS VS. GREEN BAY PACKERS FOOTBALL PROGRAM,programs,programs/1938 N. Y. GIANTS VS. GREEN BAY PACKERS FOOTBALL PROGRAM,1938 N. Y. GIANTS VS. GREEN BAY PACKERS FOOTBALL PROGRAM,1938,0,photographs,game programme (photographs of a physical copy),unread -- OCR only,read-2026-09-07-yearbooks (OCR of all 667 photographs; OCR is a FLOOR on these angled dealer shots),"10 of 11 photographs carry >60 OCR words (3962 total). NOT a content verdict: the class was read in three listings and all three carried interior pages. | 0 loose images + 11 in zip; eBay listing photographs, no OCR layer | OCR: 10 of 11 photographs carry >60 words (3962 total) -- a FLOOR, these are angled dealer photographs and OCR misses readable pages",,,,,,,,,,,,,,,,,,,,,0
prog:1938 N.Y. GIANTS v WASHINGTON REDSKINS NFL FOOTBALL PROGRAM:SAMMY BAUG,programs,programs/1938 N.Y. GIANTS v WASHINGTON REDSKINS NFL FOOTBALL PROGRAM:SAMMY BAUGH:MEL HEIN,1938 N.Y. GIANTS v WASHINGTON REDSKINS NFL FOOTBALL PROGRAM:SAMMY BAUGH:MEL HEIN,1938,0,photographs,game programme (photographs of a physical copy),unread -- OCR only,read-2026-09-07-yearbooks (OCR of all 667 photographs; OCR is a FLOOR on these angled dealer shots),"7 of 11 photographs carry >60 OCR words (3329 total). NOT a content verdict: the class was read in three listings and all three carried interior pages. | 0 loose images + 11 in zip; eBay listing photographs, no OCR layer | OCR: 7 of 11 photographs carry >60 words (3329 total) -- a FLOOR, these are angled dealer photographs and OCR misses readable pages",,,,,,,,,,,,,,,,,,,,,0
prog:1938 N.Y.GIANTS v PIRATES FOOTBALL PROGRAM:STEVE OWEN:HEIN:POOLE:“WHIZ,programs,programs/1938 N.Y.GIANTS v PIRATES FOOTBALL PROGRAM:STEVE OWEN:HEIN:POOLE:“WHIZZER” WHITE,1938 N.Y.GIANTS v PIRATES FOOTBALL PROGRAM:STEVE OWEN:HEIN:POOLE:“WHIZZER” WHITE,1938,0,photographs,game programme (photographs of a physical copy),unread -- OCR only,read-2026-09-07-yearbooks (OCR of all 667 photographs; OCR is a FLOOR on these angled dealer shots),"11 of 12 photographs carry >60 OCR words (3319 total). NOT a content verdict: the class was read in three listings and all three carried interior pages. | 0 loose images + 12 in zip; eBay listing photographs, no OCR layer | OCR: 11 of 12 photographs carry >60 words (3319 total) -- a FLOOR, these are angled dealer photographs and OCR misses readable pages",,,,,,,,,,,,,,,,,,,,,0
prog:1939 DETROIT LIONS v CHICAGO BEARS FOOTBALL PROGRAM:SID LUCKMAN:LLOYD ,programs,programs/1939 DETROIT LIONS v CHICAGO BEARS FOOTBALL PROGRAM:SID LUCKMAN:LLOYD CARDWELL,1939 DETROIT LIONS v CHICAGO BEARS FOOTBALL PROGRAM:SID LUCKMAN:LLOYD CARDWELL,1939,0,photographs,game programme (photographs of a physical copy),unread -- OCR only,read-2026-09-07-yearbooks (OCR of all 667 photographs; OCR is a FLOOR on these angled dealer shots),"13 of 16 photographs carry >60 OCR words (6112 total). NOT a content verdict: the class was read in three listings and all three carried interior pages. | 16 loose images + 0 in zip; eBay listing photographs, no OCR layer | OCR: 13 of 16 photographs carry >60 words (6112 total) -- a FLOOR, these are angled dealer photographs and OCR misses readable pages",,,,,,,,,,,,,,,,,,,,,0
prog:1939 GREEN BAY VS. DETROIT FOOTBALL PROGRAM:DON HUTSON:CURLY LAMBEAU:E,programs,programs/1939 GREEN BAY VS. DETROIT FOOTBALL PROGRAM:DON HUTSON:CURLY LAMBEAU:EX+,1939 GREEN BAY VS. DETROIT FOOTBALL PROGRAM:DON HUTSON:CURLY LAMBEAU:EX+,1939,0,photographs,game programme (photographs of a physical copy),unread -- OCR only,read-2026-09-07-yearbooks (OCR of all 667 photographs; OCR is a FLOOR on these angled dealer shots),"17 of 19 photographs carry >60 OCR words (6729 total). NOT a content verdict: the class was read in three listings and all three carried interior pages. | 0 loose images + 19 in zip; eBay listing photographs, no OCR layer | OCR: 17 of 19 photographs carry >60 words (6729 total) -- a FLOOR, these are angled dealer photographs and OCR misses readable pages",,,,,,,,,,,,,,,,,,,,,0
prog:1939 GREEN BAY v CHICAGO CARDS-G.B.wins NFL Football Championship! PRO,programs,programs/1939 GREEN BAY v CHICAGO CARDS-G.B.wins NFL Football Championship! PROGRAM-MINT,1939 GREEN BAY v CHICAGO CARDS-G.B.wins NFL Football Championship! PROGRAM-MINT,1939,0,photographs,"NFL game programme, photographed page by page",biography+roster-table+captioned-photograph,read-2026-09-07-yearbooks (photographs opened and read by eye),"lineup spread: BOTH clubs by number/surname/college/weight/position, plus the four officials by name and city; a player-biography page carrying six men with age, height, weight, marital status, home town, college and fraternity BESIDE a captioned headshot with jersey number (Thompson, Isbell, Becker, Schultz, Svendsen, Engerbretsen); 'Pro Grid Notes' league round-up; advertising | 0 loose images + 22 in zip; eBay listing photographs, no OCR layer | OCR: 21 of 22 photographs carry >60 words (7640 total) -- a FLOOR, these are angled dealer photographs and OCR misses readable pages",,,,,,,,,,,,,,,,,,,,,0
prog:1939 Green Bay v Cleveland Rams Program:Pack Wins N.F.L. World Champio,programs,programs/1939 Green Bay v Cleveland Rams Program:Pack Wins N.F.L. World Championship-MINT,1939 Green Bay v Cleveland Rams Program:Pack Wins N.F.L. World Championship-MINT,1939,0,photographs,game programme (photographs of a physical copy),unread -- OCR only,read-2026-09-07-yearbooks (OCR of all 667 photographs; OCR is a FLOOR on these angled dealer shots),"10 of 12 photographs carry >60 OCR words (3157 total). NOT a content verdict: the class was read in three listings and all three carried interior pages. | 0 loose images + 12 in zip; eBay listing photographs, no OCR layer | OCR: 10 of 12 photographs carry >60 words (3157 total) -- a FLOOR, these are angled dealer photographs and OCR misses readable pages",,,,,,,,,,,,,,,,,,,,,0
prog:1939 Green Bay vs Redskins football program:PACK win NFL TITLE a few d,programs,programs/1939 Green Bay vs Redskins football program:PACK win NFL TITLE a few days later!,1939 Green Bay vs Redskins football program:PACK win NFL TITLE a few days later!,1939,0,photographs,game programme (photographs of a physical copy),unread -- OCR only,read-2026-09-07-yearbooks (OCR of all 667 photographs; OCR is a FLOOR on these angled dealer shots),"14 of 16 photographs carry >60 OCR words (4259 total). NOT a content verdict: the class was read in three listings and all three carried interior pages. | 0 loose images + 16 in zip; eBay listing photographs, no OCR layer | OCR: 14 of 16 photographs carry >60 words (4259 total) -- a FLOOR, these are angled dealer photographs and OCR misses readable pages",,,,,,,,,,,,,,,,,,,,,0
prog:1939 NFL LIONS v CHICAGO CARDINALS FOOTBALL PROGRAM:M.GOLDBERG:BUDDY P,programs,programs/1939 NFL LIONS v CHICAGO CARDINALS FOOTBALL PROGRAM:M.GOLDBERG:BUDDY PARKER:MINT,1939 NFL LIONS v CHICAGO CARDINALS FOOTBALL PROGRAM:M.GOLDBERG:BUDDY PARKER:MINT,1939,0,photographs,game programme (photographs of a physical copy),unread -- OCR only,read-2026-09-07-yearbooks (OCR of all 667 photographs; OCR is a FLOOR on these angled dealer shots),"16 of 20 photographs carry >60 OCR words (7830 total). NOT a content verdict: the class was read in three listings and all three carried interior pages. | 20 loose images + 0 in zip; eBay listing photographs, no OCR layer | OCR: 16 of 20 photographs carry >60 words (7830 total) -- a FLOOR, these are angled dealer photographs and OCR misses readable pages",,,,,,,,,,,,,,,,,,,,,0
prog:1939 NY GIANTS VS. PITTSBURGH PIRATES FOOTBALL PROGRAM:KEN STRONG H.O.,programs,programs/1939 NY GIANTS VS. PITTSBURGH PIRATES FOOTBALL PROGRAM:KEN STRONG H.O.F. Legend!,1939 NY GIANTS VS. PITTSBURGH PIRATES FOOTBALL PROGRAM:KEN STRONG H.O.F. Legend!,1939,0,photographs,game programme (photographs of a physical copy),unread -- OCR only,read-2026-09-07-yearbooks (OCR of all 667 photographs; OCR is a FLOOR on these angled dealer shots),"5 of 7 photographs carry >60 OCR words (714 total). NOT a content verdict: the class was read in three listings and all three carried interior pages. | 0 loose images + 7 in zip; eBay listing photographs, no OCR layer | OCR: 5 of 7 photographs carry >60 words (714 total) -- a FLOOR, these are angled dealer photographs and OCR misses readable pages",,,,,,,,,,,,,,,,,,,,,0
prog:1939 NY GIANTS vs. BROOKLYN DODGERS FOOTBALL PROGRAM:ACE PARKER:SAM FR,programs,programs/1939 NY GIANTS vs. BROOKLYN DODGERS FOOTBALL PROGRAM:ACE PARKER:SAM FRANCIS!!,1939 NY GIANTS vs. BROOKLYN DODGERS FOOTBALL PROGRAM:ACE PARKER:SAM FRANCIS!!,1939,0,photographs,game programme (photographs of a physical copy),unread -- OCR only,read-2026-09-07-yearbooks (OCR of all 667 photographs; OCR is a FLOOR on these angled dealer shots),"7 of 9 photographs carry >60 OCR words (724 total). NOT a content verdict: the class was read in three listings and all three carried interior pages. | 0 loose images + 9 in zip; eBay listing photographs, no OCR layer | OCR: 7 of 9 photographs carry >60 words (724 total) -- a FLOOR, these are angled dealer photographs and OCR misses readable pages",,,,,,,,,,,,,,,,,,,,,0
prog:1939 “RARE” Bears vs Lions Football Program:FABULOUS “STU MERRELL”hist,programs,programs/1939 “RARE” Bears vs Lions Football Program:FABULOUS “STU MERRELL”historic Cover,1939 “RARE” Bears vs Lions Football Program:FABULOUS “STU MERRELL”historic Cover,1939,0,photographs,game programme (photographs of a physical copy),unread -- OCR only,read-2026-09-07-yearbooks (OCR of all 667 photographs; OCR is a FLOOR on these angled dealer shots),"11 of 16 photographs carry >60 OCR words (2129 total). NOT a content verdict: the class was read in three listings and all three carried interior pages. | 0 loose images + 16 in zip; eBay listing photographs, no OCR layer | OCR: 11 of 16 photographs carry >60 words (2129 total) -- a FLOOR, these are angled dealer photographs and OCR misses readable pages",,,,,,,,,,,,,,,,,,,,,0
prog:1939”STU MERRELL” HISTORIC BEARS vs CHICAGO CARDINALS”RARE”NFL FOOTBAL,programs,programs/1939”STU MERRELL” HISTORIC BEARS vs CHICAGO CARDINALS”RARE”NFL FOOTBALL PROGRAM!,1939”STU MERRELL” HISTORIC BEARS vs CHICAGO CARDINALS”RARE”NFL FOOTBALL PROGRAM!,1939,0,photographs,game programme (photographs of a physical copy),unread -- OCR only,read-2026-09-07-yearbooks (OCR of all 667 photographs; OCR is a FLOOR on these angled dealer shots),"14 of 17 photographs carry >60 OCR words (3063 total). NOT a content verdict: the class was read in three listings and all three carried interior pages. | 17 loose images + 0 in zip; eBay listing photographs, no OCR layer | OCR: 14 of 17 photographs carry >60 words (3063 total) -- a FLOOR, these are angled dealer photographs and OCR misses readable pages",,,,,,,,,,,,,,,,,,,,,0
prog:1940 CLEVELAND RAMS v BEARS FOOTBALL PROGRAM:DANTE MAGNANI:JIM BENTON:,programs,programs/1940 CLEVELAND RAMS v BEARS FOOTBALL PROGRAM:DANTE MAGNANI:JIM BENTON:ED MANSKE!,1940 CLEVELAND RAMS v BEARS FOOTBALL PROGRAM:DANTE MAGNANI:JIM BENTON:ED MANSKE!,1940,0,photographs,game programme (photographs of a physical copy),unread -- OCR only,read-2026-09-07-yearbooks (OCR of all 667 photographs; OCR is a FLOOR on these angled dealer shots),"13 of 16 photographs carry >60 OCR words (2635 total). NOT a content verdict: the class was read in three listings and all three carried interior pages. | 0 loose images + 16 in zip; eBay listing photographs, no OCR layer | OCR: 13 of 16 photographs carry >60 words (2635 total) -- a FLOOR, these are angled dealer photographs and OCR misses readable pages",,,,,,,,,,,,,,,,,,,,,0
prog:1940 Cleveland Rams v N.Y. Giants NFL football program:DANTE MAGNANI:J,programs,programs/1940 Cleveland Rams v N.Y. Giants NFL football program:DANTE MAGNANI:JIM BENTON!,1940 Cleveland Rams v N.Y. Giants NFL football program:DANTE MAGNANI:JIM BENTON!,1940,0,photographs,game programme (photographs of a physical copy),unread -- OCR only,read-2026-09-07-yearbooks (OCR of all 667 photographs; OCR is a FLOOR on these angled dealer shots),"12 of 13 photographs carry >60 OCR words (3253 total). NOT a content verdict: the class was read in three listings and all three carried interior pages. | 0 loose images + 13 in zip; eBay listing photographs, no OCR layer | OCR: 12 of 13 photographs carry >60 words (3253 total) -- a FLOOR, these are angled dealer photographs and OCR misses readable pages",,,,,,,,,,,,,,,,,,,,,0
prog:1940 DETROIT v CHICAGO CARDINALS NFL FOOTBALL PROGRAM:LLOYD CARDWELL C,programs,programs/1940 DETROIT v CHICAGO CARDINALS NFL FOOTBALL PROGRAM:LLOYD CARDWELL Cover:MINT,1940 DETROIT v CHICAGO CARDINALS NFL FOOTBALL PROGRAM:LLOYD CARDWELL Cover:MINT,1940,0,photographs,game programme (photographs of a physical copy),unread -- OCR only,read-2026-09-07-yearbooks (OCR of all 667 photographs; OCR is a FLOOR on these angled dealer shots),"18 of 20 photographs carry >60 OCR words (6613 total). NOT a content verdict: the class was read in three listings and all three carried interior pages. | 0 loose images + 20 in zip; eBay listing photographs, no OCR layer | OCR: 18 of 20 photographs carry >60 words (6613 total) -- a FLOOR, these are angled dealer photographs and OCR misses readable pages",,,,,,,,,,,,,,,,,,,,,0
prog:1940 Detroit Lions vs Chicago Bears NFL football program Byron”Whizzer,programs,programs/1940 Detroit Lions vs Chicago Bears NFL football program Byron”Whizzer” White!!!,1940 Detroit Lions vs Chicago Bears NFL football program Byron”Whizzer” White!!!,1940,0,photographs,game programme (photographs of a physical copy),unread -- OCR only,read-2026-09-07-yearbooks (OCR of all 667 photographs; OCR is a FLOOR on these angled dealer shots),"14 of 19 photographs carry >60 OCR words (3922 total). NOT a content verdict: the class was read in three listings and all three carried interior pages. | 0 loose images + 19 in zip; eBay listing photographs, no OCR layer | OCR: 14 of 19 photographs carry >60 words (3922 total) -- a FLOOR, these are angled dealer photographs and OCR misses readable pages",,,,,,,,,,,,,,,,,,,,,0
"prog:1940 NFL All-Stars vs Chicago Bears NFL football DON HUTSON, Sammy BAU",programs,"programs/1940 NFL All-Stars vs Chicago Bears NFL football DON HUTSON, Sammy BAUGH-NRMT!!!","1940 NFL All-Stars vs Chicago Bears NFL football DON HUTSON, Sammy BAUGH-NRMT!!!",1940,0,photographs,game programme (photographs of a physical copy),unread -- OCR only,read-2026-09-07-yearbooks (OCR of all 667 photographs; OCR is a FLOOR on these angled dealer shots),"13 of 14 photographs carry >60 OCR words (6450 total). NOT a content verdict: the class was read in three listings and all three carried interior pages. | 0 loose images + 14 in zip; eBay listing photographs, no OCR layer | OCR: 13 of 14 photographs carry >60 words (6450 total) -- a FLOOR, these are angled dealer photographs and OCR misses readable pages",,,,,,,,,,,,,,,,,,,,,0
prog:1940 NFL N.Y.GIANTS v BROOKLYN DODGERS FOOTBALL PROGRAM:MEL HEIN DAY!,programs,programs/1940 NFL N.Y.GIANTS v BROOKLYN DODGERS FOOTBALL PROGRAM:MEL HEIN DAY!,1940 NFL N.Y.GIANTS v BROOKLYN DODGERS FOOTBALL PROGRAM:MEL HEIN DAY!,1940,0,photographs,game programme (photographs of a physical copy),unread -- OCR only,read-2026-09-07-yearbooks (OCR of all 667 photographs; OCR is a FLOOR on these angled dealer shots),"11 of 13 photographs carry >60 OCR words (4678 total). NOT a content verdict: the class was read in three listings and all three carried interior pages. | 0 loose images + 13 in zip; eBay listing photographs, no OCR layer | OCR: 11 of 13 photographs carry >60 words (4678 total) -- a FLOOR, these are angled dealer photographs and OCR misses readable pages",,,,,,,,,,,,,,,,,,,,,0
prog:1940 Pittsburgh Steelers vs New York Giants NFL football program-S.OWE,programs,programs/1940 Pittsburgh Steelers vs New York Giants NFL football program-S.OWEN on cover,1940 Pittsburgh Steelers vs New York Giants NFL football program-S.OWEN on cover,1940,0,photographs,game programme (photographs of a physical copy),unread -- OCR only,read-2026-09-07-yearbooks (OCR of all 667 photographs; OCR is a FLOOR on these angled dealer shots),"9 of 10 photographs carry >60 OCR words (2572 total). NOT a content verdict: the class was read in three listings and all three carried interior pages. | 0 loose images + 10 in zip; eBay listing photographs, no OCR layer | OCR: 9 of 10 photographs carry >60 words (2572 total) -- a FLOOR, these are angled dealer photographs and OCR misses readable pages",,,,,,,,,,,,,,,,,,,,,0
prog:1941 Brooklyn Dodgers v New York Giants NFL football program:BRUISER K,programs,programs/1941 Brooklyn Dodgers v New York Giants NFL football program:BRUISER KINARD-MINT,1941 Brooklyn Dodgers v New York Giants NFL football program:BRUISER KINARD-MINT,1941,0,photographs,game programme (photographs of a physical copy),unread -- OCR only,read-2026-09-07-yearbooks (OCR of all 667 photographs; OCR is a FLOOR on these angled dealer shots),"7 of 8 photographs carry >60 OCR words (2174 total). NOT a content verdict: the class was read in three listings and all three carried interior pages. | 0 loose images + 8 in zip; eBay listing photographs, no OCR layer | OCR: 7 of 8 photographs carry >60 words (2174 total) -- a FLOOR, these are angled dealer photographs and OCR misses readable pages",,,,,,,,,,,,,,,,,,,,,0
prog:1941 Cleveland Rams v Washington Redskins football program:DUTCH CLARK,programs,programs/1941 Cleveland Rams v Washington Redskins football program:DUTCH CLARK:ED CIFERS,1941 Cleveland Rams v Washington Redskins football program:DUTCH CLARK:ED CIFERS,1941,0,photographs,game programme (photographs of a physical copy),unread -- OCR only,read-2026-09-07-yearbooks (OCR of all 667 photographs; OCR is a FLOOR on these angled dealer shots),"16 of 18 photographs carry >60 OCR words (6048 total). NOT a content verdict: the class was read in three listings and all three carried interior pages. | 0 loose images + 18 in zip; eBay listing photographs, no OCR layer | OCR: 16 of 18 photographs carry >60 words (6048 total) -- a FLOOR, these are angled dealer photographs and OCR misses readable pages",,,,,,,,,,,,,,,,,,,,,0
prog:1941 GREEN BAY v CHICAGO BEARS NFL FOOTBALL PROGRAM:DON HUTSON:CURLY L,programs,programs/1941 GREEN BAY v CHICAGO BEARS NFL FOOTBALL PROGRAM:DON HUTSON:CURLY LAMBEAU!!!!,1941 GREEN BAY v CHICAGO BEARS NFL FOOTBALL PROGRAM:DON HUTSON:CURLY LAMBEAU!!!!,1941,0,photographs,game programme (photographs of a physical copy),unread -- OCR only,read-2026-09-07-yearbooks (OCR of all 667 photographs; OCR is a FLOOR on these angled dealer shots),"12 of 17 photographs carry >60 OCR words (3317 total). NOT a content verdict: the class was read in three listings and all three carried interior pages. | 0 loose images + 17 in zip; eBay listing photographs, no OCR layer | OCR: 12 of 17 photographs carry >60 words (3317 total) -- a FLOOR, these are angled dealer photographs and OCR misses readable pages",,,,,,,,,,,,,,,,,,,,,0
prog:1941 GREEN BAY v DETROIT LIONS NFL FOOTBALL PROGRAM:DON HUTSON:CURLY L,programs,programs/1941 GREEN BAY v DETROIT LIONS NFL FOOTBALL PROGRAM:DON HUTSON:CURLY LAMBEAU!!!,1941 GREEN BAY v DETROIT LIONS NFL FOOTBALL PROGRAM:DON HUTSON:CURLY LAMBEAU!!!,1941,0,photographs,game programme (photographs of a physical copy),unread -- OCR only,read-2026-09-07-yearbooks (OCR of all 667 photographs; OCR is a FLOOR on these angled dealer shots),"3 of 4 photographs carry >60 OCR words (395 total). NOT a content verdict: the class was read in three listings and all three carried interior pages. | 4 loose images + 0 in zip; eBay listing photographs, no OCR layer | OCR: 3 of 4 photographs carry >60 words (395 total) -- a FLOOR, these are angled dealer photographs and OCR misses readable pages",,,,,,,,,,,,,,,,,,,,,0
prog:1941 Green Bay v Chicago football program:HUTSON:LAMBEAU:LUCKMAN:BULLD,programs,programs/1941 Green Bay v Chicago football program:HUTSON:LAMBEAU:LUCKMAN:BULLDOG TURNER!,1941 Green Bay v Chicago football program:HUTSON:LAMBEAU:LUCKMAN:BULLDOG TURNER!,1941,0,photographs,game programme (photographs of a physical copy),unread -- OCR only,read-2026-09-07-yearbooks (OCR of all 667 photographs; OCR is a FLOOR on these angled dealer shots),"9 of 12 photographs carry >60 OCR words (1488 total). NOT a content verdict: the class was read in three listings and all three carried interior pages. | 0 loose images + 12 in zip; eBay listing photographs, no OCR layer | OCR: 9 of 12 photographs carry >60 words (1488 total) -- a FLOOR, these are angled dealer photographs and OCR misses readable pages",,,,,,,,,,,,,,,,,,,,,0
prog:1942 BEARS vs. GREEN BAY NFL FOOTBALL PROGRAM:CURLY LAMBEAU:DON HUTSON,programs,programs/1942 BEARS vs. GREEN BAY NFL FOOTBALL PROGRAM:CURLY LAMBEAU:DON HUTSON,1942 BEARS vs. GREEN BAY NFL FOOTBALL PROGRAM:CURLY LAMBEAU:DON HUTSON,1942,0,photographs,game programme (photographs of a physical copy),unread -- OCR only,read-2026-09-07-yearbooks (OCR of all 667 photographs; OCR is a FLOOR on these angled dealer shots),"6 of 17 photographs carry >60 OCR words (1831 total). NOT a content verdict: the class was read in three listings and all three carried interior pages. | 0 loose images + 17 in zip; eBay listing photographs, no OCR layer | OCR: 6 of 17 photographs carry >60 words (1831 total) -- a FLOOR, these are angled dealer photographs and OCR misses readable pages",,,,,,,,,,,,,,,,,,,,,0
